scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
başlamak-bitirmek,On yıl önceki projenin imhasına başlandı.,On yıl önceki projenin imhası bitirildi.,On yıl önceki projenin imhasına başlanmadı.,On yıl önceki projenin imhası bitirilmedi.,"On yıl önceki projenin imhasına başlandı, hatta bitirildi.","On yıl önceki projenin imhasına başlandı, belki de bitirildi.",On yıl önceki projenin imhasına başlandı ama bitirilmedi.,"On yıl önceki projenin imhası bitirilmedi, hatta başlanmadı bile.","On yıl önceki projenin imhası bitirilmedi, belki başlanmadı bile.",On yıl önceki projenin imhası bitirilmedi ama başlandı.
başlamak-bitirmek,Dijital pazarlama kursu öğrencilerine hediye dağıtımına başlandı.,Dijital pazarlama kursu öğrencilerine hediye dağıtımı bitirildi.,Dijital pazarlama kursu öğrencilerine hediye dağıtımına başlanmadı.,Dijital pazarlama kursu öğrencilerine hediye dağıtımı bitirilmedi.,"Dijital pazarlama kursu öğrencilerine hediye dağıtımına başlandı, hatta bitirildi.","Dijital pazarlama kursu öğrencilerine hediye dağıtımına başlandı, belki de bitirildi.",Dijital pazarlama kursu öğrencilerine hediye dağıtımına başlandı ama bitirilmedi.,"Dijital pazarlama kursu öğrencilerine hediye dağıtımı bitirilmedi, hatta başlanmadı bile.","Dijital pazarlama kursu öğrencilerine hediye dağıtımı bitirilmedi, belki başlanmadı bile.",Dijital pazarlama kursu öğrencilerine hediye dağıtımı bitirilmedi ama başlandı.
başlamak-bitirmek,Hindistan kültürünün antik eserlerinin ülkelerine ulaştırılmasına başlandı.,Hindistan kültürünün antik eserlerinin ülkelerine ulaştırılması bitirildi.,Hindistan kültürünün antik eserlerinin ülkelerine ulaştırılmasına başlanmadı.,Hindistan kültürünün antik eserlerinin ülkelerine ulaştırılması bitirilmedi.,"Hindistan kültürünün antik eserlerinin ülkelerine ulaştırılmasına başlandı, hatta bitirildi.","Hindistan kültürünün antik eserlerinin ülkelerine ulaştırılmasına başlandı, belki de bitirildi.",Hindistan kültürünün antik eserlerinin ülkelerine ulaştırılmasına başlandı ama bitirilmedi.,"Hindistan kültürünün antik eserlerinin ülkelerine ulaştırılması bitirilmedi, hatta başlanmadı bile.","Hindistan kültürünün antik eserlerinin ülkelerine ulaştırılması bitirilmedi, belki başlanmadı bile.",Hindistan kültürünün antik eserlerinin ülkelerine ulaştırılması bitirilmedi ama başlandı.
başlamak-bitirmek,Kalan parçaların imhasına başlandı.,Kalan parçaların imhası bitirildi.,Kalan parçaların imhasına başlanmadı.,Kalan parçaların imhası bitirilmedi.,"Kalan parçaların imhasına başlandı, hatta bitirildi.","Kalan parçaların imhasına başlandı, belki de bitirildi.",Kalan parçaların imhasına başlandı ama bitirilmedi.,"Kalan parçaların imhası bitirilmedi, hatta başlanmadı bile.","Kalan parçaların imhası bitirilmedi, belki başlanmadı bile.",Kalan parçaların imhası bitirilmedi ama başlandı.
başlamak-bitirmek,Resim sergisinin restorasyonuna başlanmış.,Resim sergisinin restorasyonu bitirilmiş.,Resim sergisinin restorasyonuna başlanmamış.,Resim sergisinin restorasyonu bitirilmemiş.,"Resim sergisinin restorasyonuna başlanmış, hatta bitirilmiş.","Resim sergisinin restorasyonuna başlanmış, belki de bitirilmiş.",Resim sergisinin restorasyonuna başlanmış ama bitirilmemiş.,"Resim sergisinin restorasyonu bitirilmemiş, hatta başlanmamış bile.","Resim sergisinin restorasyonu bitirilmemiş, belki başlanmamış bile.",Resim sergisinin restorasyonu bitirilmemiş ama başlanmış.
başlamak-bitirmek,Gittiği kursta becerilerini geliştirmeye başlamış.,Gittiği kursta becerilerini geliştirmeyi bitirmiş.,Gittiği kursta becerilerini geliştirmeye başlamamış.,Gittiği kursta becerilerini geliştirmeyi bitirmemiş.,"Gittiği kursta becerilerini geliştirmeye başlamış, hatta geliştirmeyi bitirmiş.","Gittiği kursta becerilerini geliştirmeye başlamış, belki de geliştirmeyi bitirmiş.",Gittiği kursta becerilerini geliştirmeye başlamış ama geliştirmeyi bitirmemiş.,"Gittiği kursta becerilerini geliştirmeyi bitirmemiş, hatta geliştirmeye başlamamış bile.","Gittiği kursta becerilerini geliştirmeyi bitirmemiş, belki geliştirmeye başlamamış bile.",Gittiği kursta becerilerini geliştirmeyi bitirmemiş ama geliştirmeye başlamış.
başlamak-bitirmek,Yelkenli tekneyle dünya turuna başlamış.,Yelkenli tekneyle dünya turunu bitirmiş.,Yelkenli tekneyle dünya turuna başlamamış.,Yelkenli tekneyle dünya turunu bitirmemiş.,"Yelkenli tekneyle dünya turuna başlamış, hatta bitirmiş.","Yelkenli tekneyle dünya turuna başlamış, belki de bitirmiş.",Yelkenli tekneyle dünya turuna başlamış ama bitirmemiş.,"Yelkenli tekneyle dünya turunu bitirmemiş, hatta başlamamış bile.","Yelkenli tekneyle dünya turunu bitirmemiş, belki başlamamış bile.",Yelkenli tekneyle dünya turunu bitirmemiş ama başlamış.
başlamak-bitirmek,Sebzelerin yanında eti kavurmaya başladım.,Sebzelerin yanında eti kavurmayı bitirdim.,Sebzelerin yanında eti kavurmaya başlamadım.,Sebzelerin yanında eti kavurmayı bitirmedi.,"Sebzelerin yanında eti kavurmaya başladım, hatta kavurmayı bitirdim.","Sebzelerin yanında eti kavurmaya başladım, belki de kavurmayı bitirdim.",Sebzelerin yanında eti kavurmaya başladım ama kavurmayı bitirmedi.,"Sebzelerin yanında eti kavurmayı bitirmedi, hatta başlamadım bile.","Sebzelerin yanında eti kavurmayı bitirmedi, belki başlamadım bile.",Sebzelerin yanında eti kavurmayı bitirmedi ama başladım.
başlamak-bitirmek,Bildiklerini polise anlatmaya başlamıştı.,Bildiklerini polise anlatmayı bitirmişti.,Bildiklerini polise anlatmaya başlamamıştı.,Bildiklerini polise anlatmayı bitirmemişti.,"Bildiklerini polise anlatmaya başlamıştı, hatta anlatmayı bitirmişti.","Bildiklerini polise anlatmaya başlamıştı, belki de anlatmayı bitirmişti.",Bildiklerini polise anlatmaya başlamıştı ama anlatmayı bitirmemişti.,"Bildiklerini polise anlatmayı bitirmemişti, hatta anlatmaya başlamamıştı bile.","Bildiklerini polise anlatmayı bitirmemişti, belki anlatmaya başlamamıştı bile.",Bildiklerini polise anlatmayı bitirmemişti ama anlatmaya başlamıştı.
başlamak-bitirmek,Çocuğu robotik kodlama kursuna başlamıştı.,Çocuğu robotik kodlama kursunu bitirmişti.,Çocuğu robotik kodlama kursuna başlamamıştı.,Çocuğu robotik kodlama kursunu bitirmemişti.,"Çocuğu robotik kodlama kursuna başlamıştı, hatta bitirmişti.","Çocuğu robotik kodlama kursuna başlamıştı, belki de bitirmişti.",Çocuğu robotik kodlama kursuna başlamıştı ama bitirmemişti.,"Çocuğu robotik kodlama kursunu bitirmemişti, hatta başlamamıştı bile.","Çocuğu robotik kodlama kursunu bitirmemişti, belki başlamamıştı bile.",Çocuğu robotik kodlama kursunu bitirmemişti ama başlamıştı.
başlamak-bitirmek,Gökte dün gece görünen yıldızları saymaya başladınız.,Gökte dün gece görünen yıldızları saymayı bitirdiniz.,Gökte dün gece görünen yıldızları saymaya başlamadınız.,Gökte dün gece görünen yıldızları saymayı bitirmediniz.,"Gökte dün gece görünen yıldızları saymaya başladınız, hatta saymayı bitirdiniz.","Gökte dün gece görünen yıldızları saymaya başladınız, belki de saymayı bitirdiniz.",Gökte dün gece görünen yıldızları saymaya başladınız ama saymayı bitirmediniz.,"Gökte dün gece görünen yıldızları saymayı bitirmediniz, hatta saymaya başlamadınız bile.","Gökte dün gece görünen yıldızları saymayı bitirmediniz, belki saymaya başlamadınız bile.",Gökte dün gece görünen yıldızları saymayı bitirmediniz ama saymaya başladınız.
başlamak-bitirmek,Tezin son bölümünü yazmaya başladım.,Tezin son bölümünü yazmayı bitirdim.,Tezin son bölümünü yazmaya başlamadım.,Tezin son bölümünü yazmayı bitirmedim.,"Tezin son bölümünü yazmaya başladım, hatta yazmayı bitirdim.","Tezin son bölümünü yazmaya başladım, belki de yazmayı bitirdim.",Tezin son bölümünü yazmaya başladım ama yazmayı bitirmedim.,"Tezin son bölümünü yazmayı bitirmedim, hatta yazmaya başlamadım bile.","Tezin son bölümünü yazmayı bitirmedim, belki yazmaya başlamadım bile.",Tezin son bölümünü yazmayı bitirmedim ama yazmaya başladım.
başlamak-bitirmek,Kuantum kitabını çözmeye başlamıştın.,Kuantum kitabını çözmeyi bitirmiştin.,Kuantum kitabını çözmeye başlamamıştın.,Kuantum kitabını çözmeyi bitirmemiştin.,"Kuantum kitabını çözmeye başlamıştın, hatta çözmeyi bitirmiştin.","Kuantum kitabını çözmeye başlamıştın, belki de çözmeyi bitirmiştin.",Kuantum kitabını çözmeye başlamıştın ama çözmeyi bitirmemiştin.,"Kuantum kitabını çözmeyi bitirmemiştin, hatta çözmeye başlamamıştın bile.","Kuantum kitabını çözmeyi bitirmemiştin, belki çözmeye başlamamıştın bile.",Kuantum kitabını çözmeyi bitirmemiştin ama çözmeye başlamıştın.
başlamak-bitirmek,Dünkü yarışın tekrarını izlemeye başlamıştık.,Dünkü yarışın tekrarını izlemeyi bitirmiştik.,Dünkü yarışın tekrarını izlemeye başlamamıştık.,Dünkü yarışın tekrarını izlemeyi bitirmemiştik.,"Dünkü yarışın tekrarını izlemeye başlamıştık, hatta izlemeyi bitirmiştik.","Dünkü yarışın tekrarını izlemeye başlamıştık, belki de izlemeyi bitirmiştik.",Dünkü yarışın tekrarını izlemeye başlamıştık ama izlemeyi bitirmemiştik.,"Dünkü yarışın tekrarını izlemeyi bitirmemiştik, hatta izlemeye başlamamıştık bile.","Dünkü yarışın tekrarını izlemeyi bitirmemiştik, belki izlemeye başlamamıştık bile.",Dünkü yarışın tekrarını izlemeyi bitirmemiştik ama izlemeye başlamıştık.
başlamak-bitirmek,Sürdürülebilir bir projeye başlamıştılar.,Sürdürülebilir bir projeyi bitirmişlerdi.,Sürdürülebilir bir projeye başlamamışlardı.,Sürdürülebilir bir projeyi bitirmemişlerdi.,"Sürdürülebilir bir projeye başlamışlardı, hatta bitirmişlerdi.","Sürdürülebilir bir projeye başlamışlardı, belki de bitirmişlerdi.",Sürdürülebilir bir projeye başlamışlardı ama bitirmemişlerdi.,"Sürdürülebilir bir projeyi bitirmemişlerdi, hatta başlamamışlardı bile.","Sürdürülebilir bir projeyi bitirmemişlerdi, belki başlamamışlardı bile.",Sürdürülebilir bir projeyi bitirmemişlerdi ama başlamışlardı.
başlamak-bitirmek,Arif blog yazısını sunmaya başladı.,Arif blog yazısını sunmayı bitirdi.,Arif blog yazısını sunmaya başlamadı.,Arif blog yazısını sunmayı bitirmedi.,"Arif blog yazısını sunmaya başladı, hatta sunmayı bitirdi.","Arif blog yazısını sunmaya başladı, belki de sunmayı bitirdi.",Arif blog yazısını sunmaya başladı ama sunmayı bitirmedi.,"Arif blog yazısını sunmayı bitirmedi, hatta sunmaya başlamadı bile.","Arif blog yazısını sunmayı bitirmedi, belki sunmaya başlamadı bile.",Arif blog yazısını sunmayı bitirmedi ama sunmaya başladı.
başlamak-bitirmek,Devre arasındaki gösterisine hazırlanmaya başlamış.,Devre arasındaki gösterisine hazırlanmayı bitirmiş.,Devre arasındaki gösterisine hazırlanmaya başlamamış.,Devre arasındaki gösterisine hazırlanmayı bitirmemiş.,"Devre arasındaki gösterisine hazırlanmaya başlamış, hatta hazırlanmayı bitirmiş.","Devre arasındaki gösterisine hazırlanmaya başlamış, belki de hazırlanmayı bitirmiş.","Devre arasındaki gösterisine hazırlanmaya başlamış, ama hazırlanmayı bitirmemiş.","Devre arasındaki gösterisine hazırlanmayı bitirmemiş, hatta hazırlanmaya başlamamış.","Devre arasındaki gösterisine hazırlanmayı bitirmemiş, belki hazırlanmaya başlamamış bile.",Devre arasındaki gösterisine hazırlanmayı bitirmemiş ama hazırlanmaya başlamış.
başlamak-bitirmek,Okçuluk derslerine başlamışlar.,Okçuluk derslerini bitirmişler.,Okçuluk derslerine başlamamışlar.,Okçuluk derslerini bitirmemişler.,"Okçuluk derslerine başlamışlar, hatta bitirmişler.","Okçuluk derslerine başlamışlar, belki de bitirmişler.",Okçuluk derslerine başlamışlar ama bitirmemişler.,"Okçuluk derslerini bitirmemişler, hatta başlamamışlar bile.","Okçuluk derslerini bitirmemişler, belki başlamamışlar bile.",Okçuluk derslerini bitirmemişler ama başlamışlar.
başlamak-bitirmek,Derginin son yazısını değerlendirmeye başladık.,Derginin son yazısını değerlendirmeyi bitirdik.,Derginin son yazısını değerlendirmeye başlamadık.,Derginin son yazısını değerlendirmeyi bitirmedik.,"Derginin son yazısını değerlendirmeye başladık, hatta bitirdik.","Derginin son yazısını değerlendirmeye başladık, belki de bitirdik.",Derginin son yazısını değerlendirmeye başladık ama bitirmedik.,"Derginin son yazısını değerlendirmeyi bitirmedik, hatta başlamadık bile.","Derginin son yazısını değerlendirmeyi bitirmedik, belki başlamadık bile.",Derginin son yazısını değerlendirmeyi bitirmedik ama başladık.
başlamak-bitirmek,Beş kilometrelik parkura başlamışlar.,Beş kilometrelik parkuru bitirmişler.,Beş kilometrelik parkura başlamamışlar.,Beş kilometrelik parkuru bitirmemişler.,"Beş kilometrelik parkura başlamışlar, hatta bitirmişler.","Beş kilometrelik parkura başlamışlar, belki de bitirmişler.",Beş kilometrelik parkura başlamışlar ama bitirmemişler.,"Beş kilometrelik parkuru bitirmemişler, hatta başlamamışlar bile.","Beş kilometrelik parkuru bitirmemişler, belki başlamamışlar bile.",Beş kilometrelik parkuru bitirmemişler ama başlamışlar.
katılmak-benimsemek,Öğrencilerin çoğu bu kararımıza katıldı.,Öğrencilerin çoğu bu kararımızı benimsedi.,Öğrencilerin çoğu bu kararımıza katılmadı.,Öğrencilerin çoğu bu kararımızı benimsemedi.,"Öğrencilerin çoğu bu kararımıza katıldı, hatta benimsedi.","Öğrencilerin çoğu bu kararımıza katıldı, belki de benimsedi.",Öğrencilerin çoğu bu kararımıza katıldı ama benimsemedi.,"Öğrencilerin çoğu bu kararımızı benimsemedi, hatta kararımıza katılmadı bile.","Öğrencilerin çoğu bu kararımızı benimsemedi, belki kararımıza katılmadı bile.",Öğrencilerin çoğu bu kararımızı benimsemedi ama kararımıza katıldı.
katılmak-benimsemek,Toplantıdaki fikirlerinize katıldık.,Toplantıdaki fikirlerinizi benimsedik.,Toplantıdaki fikirlerinize katılmadık.,Toplantıdaki fikirlerinizi benimsemedik.,"Toplantıdaki fikirlerinize katıldık, hatta benimsedik.","Toplantıdaki fikirlerinize katıldık, belki de benimsedik.",Toplantıdaki fikirlerinize katıldık ama benimsemedik.,"Toplantıdaki fikirlerinizi benimsemedik, hatta katılmadık bile.","Toplantıdaki fikirlerinizi benimsemedik, belki katılmadık bile.",Toplantıdaki fikirlerinizi benimsemedik ama katıldık.
katılmak-benimsemek,Kitabındaki ana görüşe katıldılar.,Kitabındaki ana görüşü benimsediler.,Kitabındaki ana görüşe katılmadılar.,Kitabındaki ana görüşü benimsemediler.,"Kitabındaki ana görüşe katıldılar, hatta benimsediler.","Kitabındaki ana görüşe katıldılar, belki de benimsediler.",Kitabındaki ana görüşe katıldılar ama benimsemediler.,"Kitabındaki ana görüşü benimsemediler, hatta katılmadılar bile.","Kitabındaki ana görüşü benimsemediler, belki katılmadılar bile.",Kitabındaki ana görüşü benimsemediler ama katıldılar.
katılmak-benimsemek,Sağlıklı yaşam tarzımıza katıldınız.,Sağlıklı yaşam tarzımızı benimsediniz.,Sağlıklı yaşam tarzımıza katılmadınız.,Sağlıklı yaşam tarzımızı benimsemediniz.,"Sağlıklı yaşam tarzımıza katıldınız, hatta benimsediniz.","Sağlıklı yaşam tarzımıza katıldınız, belki de benimsediniz.",Sağlıklı yaşam tarzımıza katıldınız ama benimsemediniz.,"Sağlıklı yaşam tarzımızı benimsemediniz, hatta katılmadınız bile.","Sağlıklı yaşam tarzımızı benimsemediniz, belki katılmadınız bile.",Sağlıklı yaşam tarzımızı benimsemediniz ama katıldınız.
katılmak-benimsemek,Minimalist yaşam tarzınıza katılmıştı.,Minimalist yaşam tarzınızı benimsemişti.,Minimalist yaşam tarzınıza katılmamıştı.,Minimalist yaşam tarzınızı benimsememişti.,"Minimalist yaşam tarzınıza katılmıştı, hatta benimsemişti.","Minimalist yaşam tarzınıza katılmıştı, belki de benimsemişti.",Minimalist yaşam tarzınıza katılmıştı ama benimsememişti.,"Minimalist yaşam tarzınızı benimsememişti, hatta katılmamıştı bile.","Minimalist yaşam tarzınızı benimsememişti, belki katılmamıştı bile.",Minimalist yaşam tarzınızı benimsememişti ama katılmıştı.
katılmak-benimsemek,Kendisine sunulan projeye katılmış.,Kendisine sunulan projeyi benimsemiş.,Kendisine sunulan projeye katılmamış.,Kendisine sunulan projeyi benimsememiş.,"Kendisine sunulan projeye katılmış, hatta benimsemiş.","Kendisine sunulan projeye katılmış, belki de benimsemiş.",Kendisine sunulan projeye katılmış ama benimsememiş.,"Kendisine sunulan projeyi benimsememiş, hatta katılmamış bile.","Kendisine sunulan projeyi benimsememiş, belki katılmamış bile.",Kendisine sunulan projeyi benimsememiş ama katılmış.
katılmak-benimsemek,Senin eleştirel düşünce yapına katılmıştılar.,Senin eleştirel düşünce yapını benimsemişlerdi.,Senin eleştirel düşünce yapına katılmamışlardı.,Senin eleştirel düşünce yapını benimsememişlerdi.,"Senin eleştirel düşünce yapına katılmışlardı, hatta benimsemişlerdi.","Senin eleştirel düşünce yapına katılmışlardı, belki de benimsemişlerdi.",Senin eleştirel düşünce yapına katılmışlardı ama benimsememişlerdi.,"Senin eleştirel düşünce yapını benimsememişlerdi, hatta katılmamışlardı bile.","Senin eleştirel düşünce yapını benimsememişlerdi, belki katılmamışlardı bile.",Senin eleştirel düşünce yapını benimsememişlerdi ama katılmışlardı.
katılmak-benimsemek,Toplantıda dile getirilen fikirlere katıldım.,Toplantıda dile getirilen fikirleri benimsedim.,Toplantıda dile getirilen fikirlere katılmadım.,Toplantıda dile getirilen fikirleri benimsemedim.,"Toplantıda dile getirilen fikirlere katıldım, hatta benimsedim.","Toplantıda dile getirilen fikirlere katıldım, belki de benimsedim.",Toplantıda dile getirilen fikirlere katıldım ama benimsemedim.,"Toplantıda dile getirilen fikirleri benimsemedim, hatta katılmadım bile.","Toplantıda dile getirilen fikirleri benimsemedim, belki katılmadım bile.",Toplantıda dile getirilen fikirleri benimsemedim ama katıldım.
katılmak-benimsemek,Ülkemizin ormanları için olan bu çalışmaya katılındı.,Ülkemizin ormanları için olan bu çalışma benimsendi.,Ülkemizin ormanları için olan bu çalışmaya katılınmadı.,Ülkemizin ormanları için olan bu çalışma benimsenmedi.,"Ülkemizin ormanları için olan bu çalışmaya katılındı, hatta benimsendi.","Ülkemizin ormanları için olan bu çalışmaya katılındı, belki de benimsendi.",Ülkemizin ormanları için olan bu çalışmaya katılındı ama benimsenmedi.,"Ülkemizin ormanları için olan bu çalışma benimsenmedi, hatta katılınmadı bile.","Ülkemizin ormanları için olan bu çalışma benimsenmedi, belki katılınmadı bile.",Ülkemizin ormanları için olan bu çalışma benimsenmedi ama katılındı.
katılmak-benimsemek,Firmanın yeni projesine katıldık.,Firmanın yeni projesini benimsedik.,Firmanın yeni projesine katılmadık.,Firmanın yeni projesini benimsemedik.,"Firmanın yeni projesine katıldık, hatta benimsedik.","Firmanın yeni projesine katıldık, belki de benimsedik.",Firmanın yeni projesine katıldık ama benimsemedik.,"Firmanın yeni projesini benimsemedik, hatta katılmadık bile.","Firmanın yeni projesini benimsemedik, belki katılmadık bile.",Firmanın yeni projesini benimsemedik ama katıldık.
katılmak-benimsemek,Son projeye katıldık.,Son projeyi benimsedik.,Son projeye katılmadık.,Son projeyi benimsemedik.,"Son projeye katıldık, hatta benimsedik.","Son projeye katıldık, belki de benimsedik.",Son projeye katıldık ama benimsemedik.,"Son projeyi benimsemedik, hatta katılmadık bile.","Son projeyi benimsemedik, belki katılmadık bile.",Son projeyi benimsemedik ama katıldık.
katılmak-benimsemek,Geçen seneki aktiviteye katılmıştı.,Geçen seneki aktiviteyi benimsemişti.,Geçen seneki aktiviteye katılmamıştı.,Geçen seneki aktiviteyi benimsememişti.,"Geçen seneki aktiviteye katılmıştı, hatta benimsemişti.","Geçen seneki aktiviteye katılmıştı, belki de benimsemişti.",Geçen seneki aktiviteye katılmıştı ama benimsememişti.,"Geçen seneki aktiviteyi benimsememişti, hatta katılmamıştı bile.","Geçen seneki aktiviteyi benimsememişti, belki katılmamıştı bile.",Geçen seneki aktiviteyi benimsememişti ama katılmıştı.
katılmak-benimsemek,Analizlerime katıldın.,Analizlerimi benimsedin.,Analizlerime katılmadın.,Analizlerimi benimsemedin.,"Analizlerime katıldın, hatta benimsedin.","Analizlerime katıldın, belki de benimsedin.",Analizlerime katıldın ama benimsemedin.,"Analizlerimi benimsemedin, hatta katılmadın bile.","Analizlerimi benimsemedin, belki katılmadın bile.",Analizlerimi benimsemedin ama katıldın.
katılmak-benimsemek,Pazarlama ekibinin hedeflerine katılmışsınız.,Pazarlama ekibinin hedeflerini benimsemişsiniz.,Pazarlama ekibinin hedeflerine katılmamışsınız.,Pazarlama ekibinin hedeflerini benimsememişsiniz.,"Pazarlama ekibinin hedeflerine katılmışsınız, hatta benimsemişsiniz.","Pazarlama ekibinin hedeflerine katılmışsınız, belki de benimsemişsiniz.",Pazarlama ekibinin hedeflerine katılmışsınız ama benimsememişsiniz.,"Pazarlama ekibinin hedeflerini benimsememişsiniz, hatta katılmamışsınız bile.","Pazarlama ekibinin hedeflerini benimsememişsiniz, belki katılmamışsınız bile.",Pazarlama ekibinin hedeflerini benimsememişsiniz ama katılmışsınız.
katılmak-benimsemek,Modern çağın değişimlerine katıldılar.,Modern çağın değişimlerini benimsediler.,Modern çağın değişimlerine katılmadılar.,Modern çağın değişimlerini benimsemediler.,"Modern çağın değişimlerine katıldılar, hatta benimsediler.","Modern çağın değişimlerine katıldılar, belki de benimsediler.",Modern çağın değişimlerine katıldılar ama benimsemediler.,"Modern çağın değişimlerini benimsemediler, hatta katılmadılar bile.","Modern çağın değişimlerini benimsemediler, belki katılmadılar bile.",Modern çağın değişimlerini benimsemediler ama katıldılar.
katılmak-benimsemek,Coğrafya alanındaki yeniliklere katılmışlar.,Coğrafya alanındaki yenilikleri benimsemişler.,Coğrafya alanındaki yeniliklere katılmamışlar.,Coğrafya alanındaki yenilikleri benimsememişler.,"Coğrafya alanındaki yeniliklere katılmışlar, hatta benimsemişler.","Coğrafya alanındaki yeniliklere katılmışlar, belki de benimsemişler.",Coğrafya alanındaki yeniliklere katılmışlar ama benimsememişler.,"Coğrafya alanındaki yenilikleri benimsememişler, hatta katılmamışlar bile.","Coğrafya alanındaki yenilikleri benimsememişler, belki katılmamışlar bile.",Coğrafya alanındaki yenilikleri benimsememişler ama katılmışlar.
katılmak-benimsemek,Son yıllardaki toplumsal değişime katılmışlar.,Son yıllardaki toplumsal değişimi benimsemişler.,Son yıllardaki toplumsal değişime katılmamışlar.,Son yıllardaki toplumsal değişimi benimsememişler.,"Son yıllardaki toplumsal değişime katılmışlar, hatta benimsemişler.","Son yıllardaki toplumsal değişime katılmışlar, belki de benimsemişler.",Son yıllardaki toplumsal değişime katılmışlar ama benimsememişler.,"Son yıllardaki toplumsal değişimi benimsememişler, hatta katılmamışlar bile.","Son yıllardaki toplumsal değişimi benimsememişler, belki katılmamışlar bile.",Son yıllardaki toplumsal değişimi benimsememişler ama katılmışlar.
katılmak-benimsemek,Yeni teknolojik gelişmelere katıldık.,Yeni teknolojik gelişmeleri benimsedik.,Yeni teknolojik gelişmelere katılmadık.,Yeni teknolojik gelişmeleri benimsemedik.,"Yeni teknolojik gelişmelere katıldık, hatta benimsedik.","Yeni teknolojik gelişmelere katıldık, belki de benimsedik.",Yeni teknolojik gelişmelere katıldık ama benimsemedik.,"Yeni teknolojik gelişmeleri benimsemedik, hatta katılmadık bile.","Yeni teknolojik gelişmeleri benimsemedik, belki katılmadık bile.",Yeni teknolojik gelişmeleri benimsemedik ama katıldık.
katılmak-benimsemek,Yeni yasal düzenlemelere katıldılar.,Yeni yasal düzenlemeleri benimsediler.,Yeni yasal düzenlemelere katılmadılar.,Yeni yasal düzenlemeleri benimsemediler.,"Yeni yasal düzenlemelere katıldılar, hatta benimsediler.","Yeni yasal düzenlemelere katıldılar, belki de benimsediler.",Yeni yasal düzenlemelere katıldılar ama benimsemediler.,"Yeni yasal düzenlemeleri benimsemediler, hatta katılmadılar bile.","Yeni yasal düzenlemeleri benimsemediler, belki katılmadılar bile.",Yeni yasal düzenlemeleri benimsemediler ama katıldılar.
katılmak-benimsemek,Mahkemenin kararına katıldık.,Mahkemenin kararını benimsedik.,Mahkemenin kararına katılmadık.,Mahkemenin kararını benimsemedik.,"Mahkemenin kararına katıldık, hatta benimsedik.","Mahkemenin kararına katıldık, belki de benimsedik.",Mahkemenin kararına katıldık ama benimsemedik.,"Mahkemenin kararını benimsemedik, hatta katılmadık bile.","Mahkemenin kararını benimsemedik, belki katılmadık bile.",Mahkemenin kararını benimsemedik ama katıldık.
katılmak-benimsemek,Yeni taşındığı ülkenin kültürüne katılmış.,Yeni taşındığı ülkenin kültürünü benimsemiş.,Yeni taşındığı ülkenin kültürüne katılmamış.,Yeni taşındığı ülkenin kültürünü benimsememiş.,"Yeni taşındığı ülkenin kültürüne katılmış, hatta benimsemiş.","Yeni taşındığı ülkenin kültürüne katılmış, belki de benimsemiş.",Yeni taşındığı ülkenin kültürüne katılmış ama benimsememiş.,"Yeni taşındığı ülkenin kültürünü benimsememiş, hatta katılmamış bile.","Yeni taşındığı ülkenin kültürünü benimsememiş, belki katılmamış bile.",Yeni taşındığı ülkenin kültürünü benimsememiş ama katılmış.
katılmak-benimsemek,Yeni iş arkadaşlarının fikirlerine katıldı.,Yeni iş arkadaşlarının fikirlerini benimsedi.,Yeni iş arkadaşlarının fikirlerine katılmadı.,Yeni iş arkadaşlarının fikirlerini benimsemedi.,"Yeni iş arkadaşlarının fikirlerine katıldı, hatta benimsedi.","Yeni iş arkadaşlarının fikirlerine katıldı, belki de benimsedi.",Yeni iş arkadaşlarının fikirlerine katıldı ama benimsemedi.,"Yeni iş arkadaşlarının fikirlerini benimsemedi, hatta katılmadı bile.","Yeni iş arkadaşlarının fikirlerini benimsemedi, belki katılmadı bile.",Yeni iş arkadaşlarının fikirlerini benimsemedi ama katıldı.
katılmak-benimsemek,Farklı fikirlere katıldım.,Farklı fikirleri benimsedim.,Farklı fikirlere katılmadım.,Farklı fikirleri benimsemedim.,"Farklı fikirlere katıldım, hatta benimsedim.","Farklı fikirlere katıldım, belki de benimsedim.",Farklı fikirlere katıldım ama benimsemedim.,"Farklı fikirleri benimsemedim, hatta katılmadım bile.","Farklı fikirleri benimsemedim, belki katılmadım bile.",Farklı fikirleri benimsemedim ama katıldım.
katılmak-benimsemek,Yeni eğitim sisteminin getirdiği yeniliklere katıldılar.,Yeni eğitim sisteminin getirdiği yenilikleri benimsediler.,Yeni eğitim sisteminin getirdiği yeniliklere katılmadılar.,Yeni eğitim sisteminin getirdiği yenilikleri benimsemediler.,"Yeni eğitim sisteminin getirdiği yeniliklere katıldılar, hatta benimsediler.","Yeni eğitim sisteminin getirdiği yeniliklere katıldılar, belki de benimsediler.",Yeni eğitim sisteminin getirdiği yeniliklere katıldılar ama benimsemediler.,"Yeni eğitim sisteminin getirdiği yenilikleri benimsemediler, hatta katılmadılar bile.","Yeni eğitim sisteminin getirdiği yenilikleri benimsemediler, belki katılmadılar bile.",Yeni eğitim sisteminin getirdiği yenilikleri benimsemediler ama katıldılar.
