scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
some-all,Some green vehicles are here.,All green vehicles are here.,No green vehicles are here.,All green vehicles are not here.,"Some green vehicles are here, in fact all green vehicles are here.","Some green vehicles are here, maybe all green vehicles are here.","Some green vehicles are here, but all green vehicles are not here.","All green vehicles are not here, in fact some green vehicles are not here.","All green vehicles are not here, maybe some green vehicles are not here.","All green vehicles are not here, but some green vehicles are here."
some-all,I like some of the desserts.,I like all of the desserts.,I don't like any of the desserts.,I don't like all of the desserts.,"I like some of the desserts, in fact I like all of the desserts.","I like some of the desserts, maybe I like all of the desserts.","I like some of the desserts, but I don't like all of the desserts.","I don't like all of the desserts, in fact I don't like some of the desserts.","I don't like all of the desserts, maybe I don't like some of the desserts.","I don't like all of the desserts, but I like some of the desserts."
some-all,Some of the white gloves are dirty.,All of the white gloves are dirty.,None of the white gloves are dirty.,All of the white gloves are not dirty.,"Some of the white gloves are dirty, in fact all of the white gloves are dirty.","Some of the white gloves are dirty, maybe all of the white gloves are dirty.","Some of the white gloves are dirty, but all of the white gloves are not dirty.","All of the white gloves are not dirty, in fact some of the white gloves are not dirty.","All of the white gloves are not dirty, maybe some of the white gloves are not dirty.","All of the white gloves are not dirty, but some of the white gloves are dirty."
some-all,Some sour apples turned out to be rotten.,All sour apples turned out to be rotten.,No sour apples turned out to be rotten.,All sour apples did not turn out to be rotten.,"Some sour apples turned out to be rotten, in fact all sour apples turned out to be rotten.","Some sour apples turned out to be rotten, maybe all sour apples turned out to be rotten.","Some sour apples turned out to be rotten, but all sour apples did not turn out to be rotten.","All sour apples did not turn out to be rotten, in fact some sour apples did not turn out to be rotten.","All sour apples did not turn out to be rotten, maybe some sour apples did not turn out to be rotten.","All sour apples did not turn out to be rotten, but some sour apples turned out to be rotten."
some-all,Some metallics are found in our factory.,All metallics are found in our factory.,None of the metallics are found in our factory.,All metallics are not found in our factory.,"Some metallics are found in our factory, in fact all metallics are found in our factory.","Some metallics are found in our factory, maybe all metallics are found in our factory.","Some metallics are found in our factory, but all metallics are not found in our factory.","All metallics are not found in our factory, in fact some metallics are not found in our factory.","All metallics are not found in our factory, maybe some metallics are not found in our factory.","All metallics are not found in our factory, but some metallics are found in our factory."
some-all,Some vanilla varieties are harmful to health.,All vanilla varieties are harmful to health.,No vanilla varieties are harmful to health.,All vanilla varieties are not harmful to health.,"Some vanilla varieties are harmful to health, in fact all vanilla varieties are harmful to health.","Some vanilla varieties are harmful to health, maybe all vanilla varieties are harmful to health.","Some vanilla varieties are harmful to health, but all vanilla varieties are not harmful to health.","All vanilla varieties are not harmful to health, in fact some vanilla varieties are not harmful to health.","All vanilla varieties are not harmful to health, maybe some vanilla varieties are not harmful to health.","All vanilla varieties are not harmful to health, but some vanilla varieties are harmful to health."
some-all,Some members of the rose family grow in our country.,All members of the rose family grow in our country.,No members of the rose family grow in our country.,All members of the rose family do not grow in our country.,"Some members of the rose family grow in our country, in fact all members of the rose family grow in our country.","Some members of the rose family grow in our country, maybe all members of the rose family grow in our country.","Some members of the rose family grow in our country, but all members of the rose family do not grow in our country.","All members of the rose family do not grow in our country, in fact some members of the rose family do not grow in our country.","All members of the rose family do not grow in our country, maybe some members of the rose family do not grow in our country.","All members of the rose family do not grow in our country, but some members of the rose family grow in our country."
some-all,You recognized some coffee smells.,You recognized all coffee smells.,You didn't recognize any coffee smells.,You didn't recognize all coffee smells.,"You recognized some coffee smells, in fact you recognized all coffee smells.","You recognized some coffee smells, maybe you recognized all coffee smells.","You recognized some coffee smells, but you didn't recognize all coffee smells.","You didn't recognize all coffee smells, in fact you didn't recognize some coffee smells.","You didn't recognize all coffee smells, maybe you didn't recognize some coffee smells.","You didn't recognize all coffee smells, but you recognized some coffee smells."
some-all,Some of my friends are in the bread line.,All of my friends are in the bread line.,None of my friends are in the bread line.,All of my friends are not in the bread line.,"Some of my friends are in the bread line, in fact all of my friends are in the bread line.","Some of my friends are in the bread line, maybe all of my friends are in the bread line.","Some of my friends are in the bread line, but all of my friends are not in the bread line.","All of my friends are not in the bread line, in fact some of my friends are not in the bread line.","All of my friends are not in the bread line, maybe some of my friends are not in the bread line.","All of my friends are not in the bread line, but some of my friends are in the bread line."
some-all,Some cars were suitable for our country.,All cars were suitable for our country.,No cars were suitable for our country.,All cars were not suitable for our country.,"Some cars were suitable for our country, even all cars were suitable for our country.","Some cars were suitable for our country, maybe all cars were suitable for our country.","Some cars were suitable for our country, but all cars were not suitable for our country.","All cars were not suitable for our country, even some cars were not suitable for our country.","All cars were not suitable for our country, maybe some cars were not suitable for our country.","All cars were not suitable for our country, but some cars were suitable for our country."
some-all,Some diseases caused by smoke have started to be seen in our country.,All diseases caused by smoke have started to be seen in our country.,No diseases caused by smoke have started to be seen in our country.,All diseases caused by smoke have not started to be seen in our country.,"Some diseases caused by smoke have started to be seen in our country, even all of them have started to be seen in our country.","Some diseases caused by smoke have started to be seen in our country, maybe all of them have started to be seen in our country.","Some diseases caused by smoke have started to be seen in our country, but all of them have not started to be seen in our country.","All diseases caused by smoke have not started to be seen in our country, even some of them have not started to be seen in our country.","All diseases caused by smoke have not started to be seen in our country, maybe some of them have not started to be seen in our country.","All diseases caused by smoke have not started to be seen in our country, but some of them have started to be seen in our country."
some-all,Some of the soft beds have been sold.,All of the soft beds have been sold.,None of the soft beds have been sold.,All of the soft beds have not been sold.,"Some of the soft beds have been sold, even all of the soft beds have been sold.","Some of the soft beds have been sold, maybe all of the soft beds have been sold.","Some of the soft beds have been sold, but all of the soft beds have not been sold.","All of the soft beds have not been sold, even some of the soft beds have not been sold.","All of the soft beds have not been sold, maybe some of the soft beds have not been sold.","All of the soft beds have not been sold, but some of the soft beds have been sold."
some-all,I took some of the dry leaves as a souvenir.,I took all of the dry leaves as a souvenir.,I did not take any of the dry leaves as a souvenir.,I did not take all of the dry leaves as a souvenir.,"I took some of the dry leaves as a souvenir, even I took all of the dry leaves as a souvenir.","I took some of the dry leaves as a souvenir, maybe I took all of the dry leaves as a souvenir.","I took some of the dry leaves as a souvenir, but I did not take all of the dry leaves as a souvenir.","I did not take all of the dry leaves as a souvenir, even I did not take some of the dry leaves as a souvenir.","I did not take all of the dry leaves as a souvenir, maybe I did not take some of the dry leaves as a souvenir.","I did not take all of the dry leaves as a souvenir, but I took some of the dry leaves as a souvenir."
some-all,He gave some of the heavy bags to his brother.,He gave all of the heavy bags to his brother.,He did not give any of the heavy bags to his brother.,He did not give all of the heavy bags to his brother.,"He gave some of the heavy bags to his brother, even he gave all of the heavy bags to his brother.","He gave some of the heavy bags to his brother, maybe he gave all of the heavy bags to his brother.","He gave some of the heavy bags to his brother, but he did not give all of the heavy bags to his brother.","He did not give all of the heavy bags to his brother, even he did not give some of the heavy bags to his brother.","He did not give all of the heavy bags to his brother, maybe he did not give some of the heavy bags to his brother.","He did not give all of the heavy bags to his brother, but he gave some of the heavy bags to his brother."
some-all,I will clean some of the rough surfaces.,I will clean all of the rough surfaces.,I will not clean any of the rough surfaces.,I will not clean all of the rough surfaces.,"I will clean some of the rough surfaces, even I will clean all of the rough surfaces.","I will clean some of the rough surfaces, maybe I will clean all of the rough surfaces.","I will clean some of the rough surfaces, but I will not clean all of the rough surfaces.","I will not clean all of the rough surfaces, even I will not clean some of the rough surfaces.","I will not clean all of the rough surfaces, maybe I will not clean some of the rough surfaces.","I will not clean all of the rough surfaces, but I will clean some of the rough surfaces."
some-all,Some slippery floors are dangerous for him.,All slippery floors are dangerous for him.,No slippery floors are safe for him.,All slippery floors are safe for him.,"Some slippery floors are dangerous for him, even all slippery floors are dangerous for him.","Some slippery floors are dangerous for him, maybe all slippery floors are dangerous for him.","Some slippery floors are dangerous for him, but all slippery floors are safe for him.","All slippery floors are safe for him, even some slippery floors are safe for him.","All slippery floors are safe for him, maybe some slippery floors are safe for him.","All slippery floors are safe for him, but some slippery floors are dangerous for him."
some-all,This disease has been seen in some hot countries.,This disease has been seen in all hot countries.,This disease has not been seen in any hot countries.,This disease has not been seen in all hot countries.,"This disease has been seen in some hot countries, even it has been seen in all hot countries.","This disease has been seen in some hot countries, maybe it has been seen in all hot countries.","This disease has been seen in some hot countries, but it has not been seen in all hot countries.","This disease has not been seen in all hot countries, even it has not been seen in some hot countries.","This disease has not been seen in all hot countries, maybe it has not been seen in some hot countries.","This disease has not been seen in all hot countries, but it has been seen in some hot countries."
some-all,I lived in some cold countries.,I lived in all cold countries.,I did not live in any cold countries.,I did not live in all cold countries.,"I lived in some cold countries, even I lived in all cold countries.","I lived in some cold countries, maybe I lived in all cold countries.","I lived in some cold countries, but I did not live in all cold countries.","I did not live in all cold countries, even I did not live in some cold countries.","I did not live in all cold countries, maybe I did not live in some cold countries.","I did not live in all cold countries, but I lived in some cold countries."
some-all,I knew some of the musical notes.,I knew all of the musical notes.,I did not know any of the musical notes.,I did not know all of the musical notes.,"I knew some of the musical notes, even I knew all of the musical notes.","I knew some of the musical notes, maybe I knew all of the musical notes.","I knew some of the musical notes, but I did not know all of the musical notes.","I did not know all of the musical notes, even I did not know some of the musical notes.","I did not know all of the musical notes, maybe I did not know some of the musical notes.","I did not know all of the musical notes, but I knew some of the musical notes."
some-all,Some bird sounds are peaceful.,All bird sounds are peaceful.,No bird sound is peaceful.,All bird sounds are not peaceful.,"Some bird sounds are peaceful, even all bird sounds are peaceful.","Some bird sounds are peaceful, maybe all bird sounds are peaceful.","Some bird sounds are peaceful, but all bird sounds are not peaceful.","All bird sounds are not peaceful, even some bird sounds are not peaceful.","All bird sounds are not peaceful, maybe some bird sounds are not peaceful.","All bird sounds are not peaceful, but some bird sounds are peaceful."
some-all,Some rains caused floods.,All rains caused floods.,No rain caused floods.,All rains did not cause floods.,"Some rains caused floods, even all rains caused floods.","Some rains caused floods, maybe all rains caused floods.","Some rains caused floods, but all rains did not cause floods.","All rains did not cause floods, even some rains did not cause floods.","All rains did not cause floods, maybe some rains did not cause floods.","All rains did not cause floods, but some rains caused floods."
some-all,Some of the waves hit the house.,All of the waves hit the house.,None of the waves hit the house.,All of the waves did not hit the house.,"Some of the waves hit the house, even all of the waves hit the house.","Some of the waves hit the house, maybe all of the waves hit the house.","Some of the waves hit the house, but all of the waves did not hit the house.","All of the waves did not hit the house, even some of the waves did not hit the house.","All of the waves did not hit the house, maybe some of the waves did not hit the house.","All of the waves did not hit the house, but some of the waves hit the house."
some-all,Some traffic lights are broken.,All traffic lights are broken.,No traffic light is broken.,All traffic lights are not broken.,"Some traffic lights are broken, even all traffic lights are broken.","Some traffic lights are broken, maybe all traffic lights are broken.","Some traffic lights are broken, but all traffic lights are not broken.","All traffic lights are not broken, even some traffic lights are not broken.","All traffic lights are not broken, maybe some traffic lights are not broken.","All traffic lights are not broken, but some traffic lights are broken."
some-all,Some people were scared because of the explosion sound.,All people were scared because of the explosion sound.,No people were scared because of the explosion sound.,All people were not scared because of the explosion sound.,"Some people were scared because of the explosion sound, even all people were scared because of the explosion sound.","Some people were scared because of the explosion sound, maybe all people were scared because of the explosion sound.","Some people were scared because of the explosion sound, but all people were not scared because of the explosion sound.","All people were not scared because of the explosion sound, even some people were not scared because of the explosion sound.","All people were not scared because of the explosion sound, maybe some people were not scared because of the explosion sound.","All people were not scared because of the explosion sound, but some people were scared because of the explosion sound."
some-all,Some children will play here.,All children will play here.,No child will play here.,All children will not play here.,"Some children will play here, even all children will play here.","Some children will play here, maybe all children will play here.","Some children will play here, but all children will not play here.","All children will not play here, even some children will not play here.","All children will not play here, maybe some children will not play here.","All children will not play here, but some children will play here."
some-all,They made some of the laughing sounds with effects.,They made all of the laughing sounds with effects.,They did not make any of the laughing sounds with effects.,They did not make all of the laughing sounds with effects.,"They made some of the laughing sounds with effects, even they made all of the laughing sounds with effects.","They made some of the laughing sounds with effects, maybe they made all of the laughing sounds with effects.","They made some of the laughing sounds with effects, but they did not make all of the laughing sounds with effects.","They did not make all of the laughing sounds with effects, even they did not make some of the laughing sounds with effects.","They did not make all of the laughing sounds with effects, maybe they did not make some of the laughing sounds with effects.","They did not make all of the laughing sounds with effects, but they made some of the laughing sounds with effects."
some-all,Imagination was liked by some.,Imagination was liked by all.,Imagination was not liked by any.,Imagination was not liked by all.,"Imagination was liked by some, even imagination was liked by all.","Imagination was liked by some, maybe imagination was liked by all.","Imagination was liked by some, but imagination was not liked by all.","Imagination was not liked by all, even imagination was not liked by some.","Imagination was not liked by all, maybe imagination was not liked by some.","Imagination was not liked by all, but imagination was liked by some."
some-all,Wisdom was appreciated by some schools.,Wisdom was appreciated by all schools.,Wisdom was not appreciated by any school.,Wisdom was not appreciated by all schools.,"Wisdom was appreciated by some schools, even wisdom was appreciated by all schools.","Wisdom was appreciated by some schools, maybe wisdom was appreciated by all schools.","Wisdom was appreciated by some schools, but wisdom was not appreciated by all schools.","Wisdom was not appreciated by all schools, even wisdom was not appreciated by some schools.","Wisdom was not appreciated by all schools, maybe wisdom was not appreciated by some schools.","Wisdom was not appreciated by all schools, but wisdom was appreciated by some schools."
some-all,Being invisible is a dream of some.,Being invisible is a dream of all.,Being invisible is not a dream of any.,Being invisible is not a dream of all.,"Being invisible is a dream of some, even being invisible is a dream of all.","Being invisible is a dream of some, maybe being invisible is a dream of all.","Being invisible is a dream of some, but not of all.","Being invisible is not a dream of all, even not of some.","Being invisible is not a dream of all, maybe not of some.","Being invisible is not a dream of all, but being invisible is a dream of some."
some-all,Some students have critical thinking.,All students have critical thinking.,No students have critical thinking.,All students do not have critical thinking.,"Some students have critical thinking, even all students have critical thinking.","Some students have critical thinking, maybe even all students have critical thinking.",Some students have critical thinking but all students do not have critical thinking.,"All students do not have critical thinking, even some students do not have critical thinking.","All students do not have critical thinking, maybe even some students do not have critical thinking.",All students do not have critical thinking but some students have critical thinking.
some-all,Some parents are understanding people.,All parents are understanding people.,No parents are understanding people.,All parents are not understanding people.,"Some parents are understanding people, even all parents are understanding people.","Some parents are understanding people, maybe even all parents are understanding people.",Some parents are understanding people but all parents are not understanding people.,"All parents are not understanding people, even some parents are not understanding people.","All parents are not understanding people, maybe even some parents are not understanding people.",All parents are not understanding people but some parents are understanding people.
some-all,You appear in some scenes in the movie.,You appear in all scenes in the movie.,You do not appear in any scenes in the movie.,You do not appear in all scenes in the movie.,"You appear in some scenes in the movie, even you appear in all scenes in the movie.","You appear in some scenes in the movie, maybe even you appear in all scenes in the movie.",You appear in some scenes in the movie but you do not appear in all scenes in the movie.,"You do not appear in all scenes in the movie, even you do not appear in some scenes in the movie.","You do not appear in all scenes in the movie, maybe even you do not appear in some scenes in the movie.",You do not appear in all scenes in the movie but you appear in some scenes in the movie.
some-all,Some educators spoke about building a happy family.,All educators spoke about building a happy family.,No educators spoke about building a happy family.,All educators did not speak about building a happy family.,"Some educators spoke about building a happy family, even all educators spoke about building a happy family.","Some educators spoke about building a happy family, maybe even all educators spoke about building a happy family.",Some educators spoke about building a happy family but all educators did not speak about building a happy family.,"All educators did not speak about building a happy family, even some educators did not speak about building a happy family.","All educators did not speak about building a happy family, maybe even some educators did not speak about building a happy family.",All educators did not speak about building a happy family but some educators spoke about building a happy family.
some-all,Some inventions are world-changing.,All inventions are world-changing.,No invention is world-changing.,All inventions are not world-changing.,"Some inventions are world-changing, even all inventions are world-changing.","Some inventions are world-changing, maybe even all inventions are world-changing.",Some inventions are world-changing but all inventions are not world-changing.,"All inventions are not world-changing, even some inventions are not world-changing.","All inventions are not world-changing, maybe even some inventions are not world-changing.",All inventions are not world-changing but some inventions are world-changing.
some-all,Some people enjoy being alone.,All people enjoy being alone.,No people enjoy being alone.,All people do not enjoy being alone.,"Some people enjoy being alone, even all people enjoy being alone.","Some people enjoy being alone, maybe even all people enjoy being alone.",Some people enjoy being alone but all people do not enjoy being alone.,"All people do not enjoy being alone, even some do not enjoy being alone.","All people do not enjoy being alone, maybe even some do not enjoy being alone.",All people do not enjoy being alone but some people enjoy being alone.
some-all,Coincidences explain some events.,Coincidences explain all events.,Coincidences explain no events.,Coincidences do not explain all events.,"Coincidences explain some events, even coincidences explain all events.","Coincidences explain some events, maybe even coincidences explain all events.",Coincidences explain some events but coincidences do not explain all events.,"Coincidences do not explain all events, even some coincidences do not explain events.","Coincidences do not explain all events, maybe even some coincidences do not explain events.",Coincidences do not explain all events but some coincidences explain events.
some-all,Some stars in the universe are smaller than the Sun.,All stars in the universe are smaller than the Sun.,No star in the universe is smaller than the Sun.,All stars in the universe are not smaller than the Sun.,"Some stars in the universe are smaller than the Sun, even all stars are smaller than the Sun.","Some stars in the universe are smaller than the Sun, maybe even all stars are smaller than the Sun.",Some stars in the universe are smaller than the Sun but all stars are not smaller than the Sun.,"All stars in the universe are not smaller than the Sun, even some stars are not smaller than the Sun.","All stars in the universe are not smaller than the Sun, maybe even some stars are not smaller than the Sun.",All stars in the universe are not smaller than the Sun but some stars are smaller than the Sun.
some-all,Justice works well in some countries.,Justice works well in all countries.,Justice works well in no countries.,Justice does not work well in all countries.,"Justice works well in some countries, even justice works well in all countries.","Justice works well in some countries, maybe even justice works well in all countries.",Justice works well in some countries but justice does not work well in all countries.,"Justice does not work well in all countries, even in some, justice does not work well.","Justice does not work well in all countries, maybe even in some, justice does not work well.",Justice does not work well in all countries but justice works well in some countries.
some-all,Infinity confused some students.,Infinity confused all students.,Infinity did not confuse any students.,Infinity did not confuse all students.,"Infinity confused some students, even infinity confused all students.","Infinity confused some students, maybe even infinity confused all students.",Infinity confused some students but infinity did not confuse all students.,"Infinity did not confuse all students, even infinity did not confuse some.","Infinity did not confuse all students, maybe even infinity did not confuse some.",Infinity did not confuse all students but infinity confused some students.
some-all,The learning process is slow for some of our students.,The learning process is slow for all of our students.,The learning process is not slow for any of our students.,The learning process is not slow for all of our students.,"The learning process is slow for some of our students, even for all of our students.","The learning process is slow for some of our students, maybe even for all of our students.",The learning process is slow for some of our students but not for all of our students.,"The learning process is not slow for all of our students, even for some of them.","The learning process is not slow for all of our students, maybe even for some of them.","The learning process is not slow for all of our students, but it is slow for some of our students."
some-all,The understanding of fate exists in some societies.,The understanding of fate exists in all societies.,The understanding of fate does not exist in any society.,The understanding of fate does not exist in all societies.,"The understanding of fate exists in some societies, even in all societies.","The understanding of fate exists in some societies, maybe even in all societies.","The understanding of fate exists in some societies, but not in all societies.","The understanding of fate does not exist in all societies, not even in some.","The understanding of fate does not exist in all societies, maybe not even in some.","The understanding of fate does not exist in all societies, but exists in some societies."
some-all,The belief in freedom existed in some ancient tribes.,The belief in freedom existed in all ancient tribes.,The belief in freedom did not exist in any ancient tribe.,The belief in freedom did not exist in all ancient tribes.,"The belief in freedom existed in some ancient tribes, even in all ancient tribes.","The belief in freedom existed in some ancient tribes, maybe even in all ancient tribes.","The belief in freedom existed in some ancient tribes, but not in all ancient tribes.","The belief in freedom did not exist in all ancient tribes, not even in some ancient tribes.","The belief in freedom did not exist in all ancient tribes, maybe not even in some ancient tribes.","The belief in freedom did not exist in all ancient tribes, but existed in some ancient tribes."
some-all,Being rich is the dream of some of my friends.,Being rich is the dream of all of my friends.,Being rich is not the dream of any of my friends.,Being rich is not the dream of all of my friends.,"Being rich is the dream of some of my friends, even all of my friends.","Being rich is the dream of some of my friends, maybe even all of my friends.","Being rich is the dream of some of my friends, but not all of my friends.","Being rich is not the dream of all of my friends, not even some of my friends.","Being rich is not the dream of all of my friends, maybe not even some of my friends.","Being rich is not the dream of all of my friends, but it is the dream of some of my friends."
some-all,I have spoken to some agencies I know about to travel the world.,I have spoken to all the agencies I know about to travel the world.,I have not spoken to any agencies I know about to travel the world.,I have not spoken to all the agencies I know about to travel the world.,"I have spoken to some agencies I know about to travel the world, even all agencies.","I have spoken to some agencies I know about to travel the world, maybe even all agencies.","I have spoken to some agencies I know about to travel the world, but not all agencies.","I have not spoken to all the agencies I know about to travel the world, not even some agencies.","I have not spoken to all the agencies I know about to travel the world, maybe not even some agencies.","I have not spoken to all the agencies I know about to travel the world, but I have spoken to some agencies."
some-all,Flying exists in some mammals.,Flying exists in all mammals.,Flying does not exist in any mammal.,Flying does not exist in all mammals.,"Flying exists in some mammals, even all mammals.","Flying exists in some mammals, maybe even all mammals.","Flying exists in some mammals, but not in all mammals.","Flying does not exist in all mammals, not even in some mammals.","Flying does not exist in all mammals, maybe not even in some mammals.","Flying does not exist in all mammals, but it exists in some mammals."
some-all,I'm on the radar of some companies with my problem-solving skills.,I'm on the radar of all companies with my problem-solving skills.,I'm not on the radar of any company with my problem-solving skills.,I'm not on the radar of all companies with my problem-solving skills.,"I'm on the radar of some companies with my problem-solving skills, even all companies.","I'm on the radar of some companies with my problem-solving skills, maybe even all companies.","I'm on the radar of some companies with my problem-solving skills, but not all companies.","I'm not on the radar of all companies with my problem-solving skills, not even some companies.","I'm not on the radar of all companies with my problem-solving skills, maybe not even some companies.","I'm not on the radar of all companies with my problem-solving skills, but I'm on the radar of some companies."
some-all,Some of the wet floors are swollen.,All of the wet floors are swollen.,None of the wet floors are swollen.,All of the wet floors are not swollen.,"Some of the wet floors are swollen, even all of the wet floors are swollen.","Some of the wet floors are swollen, maybe even all of them are swollen.","Some of the wet floors are swollen, but not all of them.","All of the wet floors are not swollen, not even some of them.","All of the wet floors are not swollen, maybe not even some of them.","All of the wet floors are not swollen, but some of them are swollen."
some-all,I will give some of the light bags to my brother.,I will give all of the light bags to my brother.,I will not give any of the light bags to my brother.,I will not give all of the light bags to my brother.,"I will give some of the light bags to my brother, even all of them.","I will give some of the light bags to my brother, maybe even all of them.","I will give some of the light bags to my brother, but not all of them.","I will not give all of the light bags to my brother, not even some of them.","I will not give all of the light bags to my brother, maybe not even some of them.","I will not give all of the light bags to my brother, but I will give some of them."
some-all,Some gas stations went bankrupt.,All gas stations went bankrupt.,No gas stations went bankrupt.,All gas stations did not go bankrupt.,"Some gas stations went bankrupt, even all gas stations went bankrupt.","Some gas stations went bankrupt, maybe even all gas stations went bankrupt.","Some gas stations went bankrupt, but not all gas stations went bankrupt.","All gas stations did not go bankrupt, not even some gas stations.","All gas stations did not go bankrupt, maybe not even some gas stations.","All gas stations did not go bankrupt, but some gas stations went bankrupt."
some-every,Some of the citizens will attend the event.,Every citizen will attend the event.,None of the citizens will attend the event.,Every citizen will not attend the event.,"Some of the citizens will attend the event, in fact, every citizen will attend the event.","Some of the citizens will attend the event, maybe every citizen will attend.","Some of the citizens will attend the event, but every citizen will not attend.","Every citizen will not attend the event, in fact, even some will not attend.","Every citizen will not attend the event, maybe even some will not attend.","Every citizen will not attend the event, but some citizens will attend."
some-every,Some of the children will play here.,Every child will play here.,None of the children will play here.,Every child will not play here.,"Some of the children will play here, in fact, every child will play here.","Some of the children will play here, maybe every child will play here.","Some of the children will play here, but every child will not play here.","Every child will not play here, in fact, even some will not play here.","Every child will not play here, maybe even some will not play here.","Every child will not play here, but some of them will play here."
some-every,Some people were scared.,Every person was scared.,No one was scared.,Every person was not scared.,"Some people were scared, in fact, every person was scared.","Some people were scared, maybe every person was scared.","Some people were scared, but every person was not scared.","Every person was not scared, in fact, even some were not scared.","Every person was not scared, maybe even some were not scared.","Every person was not scared, but some people were scared."
some-every,We removed some of the heavy metals from the factory.,We removed every heavy metal from the factory.,We didn't remove any of the heavy metals from the factory.,We didn't remove every heavy metal from the factory.,"We removed some of the heavy metals from the factory, in fact, we removed every heavy metal from the factory.","We removed some of the heavy metals from the factory, maybe we removed every heavy metal from the factory.","We removed some of the heavy metals from the factory, but we didn't remove every heavy metal from the factory.","We didn't remove every heavy metal from the factory, in fact, we didn't even remove some of them.","We didn't remove every heavy metal from the factory, maybe we didn't even remove some of them.","We didn't remove every heavy metal from the factory, but we removed some of the heavy metals from the factory."
some-every,Some of the wet roofs collapsed.,Every wet roof collapsed.,None of the wet roofs collapsed.,Every wet roof did not collapse.,"Some of the wet roofs collapsed, in fact, every wet roof collapsed.","Some of the wet roofs collapsed, maybe every wet roof collapsed.","Some of the wet roofs collapsed, but every wet roof did not collapse.","Every wet roof did not collapse, in fact, even some of them did not collapse.","Every wet roof did not collapse, maybe even some of them did not collapse.","Every wet roof did not collapse, but some of them collapsed."
some-every,Some of the dried fruits were wormy.,Every dried fruit was wormy.,None of the dried fruits were wormy.,Every dried fruit was not wormy.,"Some of the dried fruits were wormy, in fact, every dried fruit was wormy.","Some of the dried fruits were wormy, maybe every dried fruit was wormy.","Some of the dried fruits were wormy, but every dried fruit was not wormy.","Every dried fruit was not wormy, in fact, even some of them were not wormy.","Every dried fruit was not wormy, maybe even some of them were not wormy.","Every dried fruit was not wormy, but some of them were wormy."
some-every,Some of the rose-scented perfumes have been stolen.,Every rose-scented perfume has been stolen.,None of the rose-scented perfumes have been stolen.,Every rose-scented perfume has not been stolen.,"Some of the rose-scented perfumes have been stolen, in fact, every rose-scented perfume has been stolen.","Some of the rose-scented perfumes have been stolen, maybe every rose-scented perfume has been stolen.","Some of the rose-scented perfumes have been stolen, but every rose-scented perfume has not been stolen.","Every rose-scented perfume has not been stolen, in fact, even some of them have not been stolen.","Every rose-scented perfume has not been stolen, maybe even some of them have not been stolen.","Every rose-scented perfume has not been stolen, but some of them have been stolen."
some-every,Some of the coffee makers are malfunctioning.,Every coffee maker is malfunctioning.,None of the coffee makers are malfunctioning.,Every coffee maker is not malfunctioning.,"Some of the coffee makers are malfunctioning, in fact, every coffee maker is malfunctioning.","Some of the coffee makers are malfunctioning, maybe every coffee maker is malfunctioning.","Some of the coffee makers are malfunctioning, but every coffee maker is not malfunctioning.","Every coffee maker is not malfunctioning, in fact, even some are not malfunctioning.","Every coffee maker is not malfunctioning, maybe even some are not malfunctioning.","Every coffee maker is not malfunctioning, but some are malfunctioning."
some-every,Some of the houses on the oceanfront were destroyed.,Every house on the oceanfront was destroyed.,None of the houses on the oceanfront were destroyed.,Every house on the oceanfront was not destroyed.,"Some of the houses on the oceanfront were destroyed, in fact, every house on the oceanfront was destroyed.","Some of the houses on the oceanfront were destroyed, maybe every house on the oceanfront was destroyed.","Some of the houses on the oceanfront were destroyed, but every house on the oceanfront was not destroyed.","Every house on the oceanfront was not destroyed, in fact, even some of them were not destroyed.","Every house on the oceanfront was not destroyed, maybe even some of them were not destroyed.","Every house on the oceanfront was not destroyed, but some of them were destroyed."
some-every,Some of the couples walking in the rain got sick.,Every couple walking in the rain got sick.,None of the couples walking in the rain got sick.,Every couple walking in the rain did not get sick.,"Some of the couples walking in the rain got sick, in fact, every couple walking in the rain got sick.","Some of the couples walking in the rain got sick, maybe every couple walking in the rain got sick.","Some of the couples walking in the rain got sick, but every couple walking in the rain did not get sick.","Every couple walking in the rain did not get sick, in fact, even some of them did not get sick.","Every couple walking in the rain did not get sick, maybe even some of them did not get sick.","Every couple walking in the rain did not get sick, but some of them got sick."
some-every,Some of the bakeries will go bankrupt.,Every bakery will go bankrupt.,None of the bakeries will go bankrupt.,Every bakery will not go bankrupt.,"Some of the bakeries will go bankrupt, even every one of them.","Some of the bakeries will go bankrupt, maybe even every one of them.",Some of the bakeries will go bankrupt but not every bakery.,"Every bakery will not go bankrupt, even some of them will not.","Every bakery will not go bankrupt, maybe even some of them will not.",Every bakery will not go bankrupt but some bakeries will.
some-every,Gülnur moved some of the stones on the road to the side.,Gülnur moved every stone on the road to the side.,Gülnur didn't move any of the stones on the road to the side.,Gülnur didn't move every stone on the road to the side.,"Gülnur moved some of the stones on the road to the side, she even moved every one of them.","Gülnur moved some of the stones on the road to the side, maybe she even moved every one of them.","Gülnur moved some of the stones on the road to the side, but she didn't move every one.","Gülnur didn't move every stone on the road to the side, she didn't even move some of them.","Gülnur didn't move every stone on the road to the side, maybe she didn't even move some of them.",Gülnur didn't move every stone on the road to the side but she moved some of them.
