scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
start-finish ,"As a country, we started development projects.","As a country, we finished development projects.","As a country, we did not start development projects.","As a country, we did not finish development projects.","As a country, we started development projects, we even finished them.","As a country, we started development projects, maybe we finished them.","As a country, we started development projects, but we did not finish them.","As a country, we did not finish development projects, in fact we did not even start them.","As a country, we did not finish development projects, maybe we did not even start them.","As a country, we did not finish development projects, but we started them."
start-finish ,The repair of the old furniture was started.,The repair of the old furniture was finished.,The repair of the old furniture was not started.,The repair of the old furniture was not finished.,"The repair of the old furniture was started, in fact it was finished.","The repair of the old furniture was started, maybe it was finished.","The repair of the old furniture was started, but it was not finished.","The repair of the old furniture was not finished, in fact it was not even started.","The repair of the old furniture was not finished, maybe it was not even started.","The repair of the old furniture was not finished, but it was started."
start-finish ,Earthquake preparations were started at the university's old campus.,Earthquake preparations were finished at the university's old campus.,Earthquake preparations were not started at the university's old campus.,Earthquake preparations were not finished at the university's old campus.,"Earthquake preparations were started at the university's old campus, in fact they were finished.","Earthquake preparations were started at the university's old campus, maybe they were finished.","Earthquake preparations were started at the university's old campus, but they were not finished.","Earthquake preparations were not finished at the university's old campus, in fact they were not even started.","Earthquake preparations were not finished at the university's old campus, maybe they were not even started.","Earthquake preparations were not finished at the university's old campus, but they were started."
start-finish ,The opening of all museums to visitors was started.,The opening of all museums to visitors was finished.,The opening of all museums to visitors was not started.,The opening of all museums to visitors was not finished.,"The opening of all museums to visitors was started, in fact it was finished.","The opening of all museums to visitors was started, maybe it was finished.","The opening of all museums to visitors was started, but it was not finished.","The opening of all museums to visitors was not finished, in fact it was not even started.","The opening of all museums to visitors was not finished, maybe it was not even started.","The opening of all museums to visitors was not finished, but it was started."
start-finish ,The repair of the buildings that burned down in the fire was started.,The repair of the buildings that burned down in the fire was finished.,The repair of the buildings that burned down in the fire was not started.,The repair of the buildings that burned down in the fire was not finished.,"The repair of the buildings that burned down in the fire was started, in fact the repair was finished.","The repair of the buildings that burned down in the fire was started, maybe the repair was finished.","The repair of the buildings that burned down in the fire was started, but the repair was not finished.","The repair of the buildings that burned down in the fire was not finished, in fact the repair was not even started.","The repair of the buildings that burned down in the fire was not finished, maybe the repair was not even started.","The repair of the buildings that burned down in the fire was not finished, but the repair was started."
start-finish ,Lighting works were started on the lonely streets of the city.,Lighting works were finished on the lonely streets of the city.,Lighting works were not started on the lonely streets of the city.,Lighting works were not finished on the lonely streets of the city.,"Lighting works were started on the lonely streets of the city, in fact they were finished.","Lighting works were started on the lonely streets of the city, maybe they were finished.","Lighting works were started on the lonely streets of the city, but they were not finished.","Lighting works were not finished on the lonely streets of the city, in fact they were not even started.","Lighting works were not finished on the lonely streets of the city, maybe they were not even started.","Lighting works were not finished on the lonely streets of the city, but they were started."
start-finish ,The destruction of the ten-year-old project has been started.,The destruction of the ten-year-old project has been finished.,The destruction of the ten-year-old project has not been started.,The destruction of the ten-year-old project has not been finished.,"The destruction of the ten-year-old project has been started, even finished.","The destruction of the ten-year-old project has been started, maybe even finished.","The destruction of the ten-year-old project has been started, but not finished.","The destruction of the ten-year-old project has not been finished, not even started.","The destruction of the ten-year-old project has not been finished, maybe not even started.","The destruction of the ten-year-old project has not been finished, but started."
start-finish ,The distribution of gifts to the students of the digital marketing course has been started.,The distribution of gifts to the students of the digital marketing course has been finished.,The distribution of gifts to the students of the digital marketing course has not been started.,The distribution of gifts to the students of the digital marketing course has not been finished.,"The distribution of gifts to the students of the digital marketing course has been started, even finished.","The distribution of gifts to the students of the digital marketing course has been started, maybe even finished.","The distribution of gifts to the students of the digital marketing course has been started, but not finished.","The distribution of gifts to the students of the digital marketing course has not been finished, not even started.","The distribution of gifts to the students of the digital marketing course has not been finished, maybe not even started.","The distribution of gifts to the students of the digital marketing course has not been finished, but started."
start-finish ,The delivery of the ancient artifacts of Indian culture to their countries has been started.,The delivery of the ancient artifacts of Indian culture to their countries has been finished.,The delivery of the ancient artifacts of Indian culture to their countries has not been started.,The delivery of the ancient artifacts of Indian culture to their countries has not been finished.,"The delivery of the ancient artifacts of Indian culture to their countries has been started, even finished.","The delivery of the ancient artifacts of Indian culture to their countries has been started, maybe even finished.","The delivery of the ancient artifacts of Indian culture to their countries has been started, but not finished.","The delivery of the ancient artifacts of Indian culture to their countries has not been finished, not even started.","The delivery of the ancient artifacts of Indian culture to their countries has not been finished, maybe not even started.","The delivery of the ancient artifacts of Indian culture to their countries has not been finished, but started."
start-finish ,The destruction of the remaining pieces has been started.,The destruction of the remaining pieces has been finished.,The destruction of the remaining pieces has not been started.,The destruction of the remaining pieces has not been finished.,"The destruction of the remaining pieces has been started, even finished.","The destruction of the remaining pieces has been started, maybe even finished.","The destruction of the remaining pieces has been started, but not finished.","The destruction of the remaining pieces has not been finished, not even started.","The destruction of the remaining pieces has not been finished, maybe not even started.","The destruction of the remaining pieces has not been finished, but started."
start-finish ,The restoration of the painting exhibition has been started.,The restoration of the painting exhibition has been finished.,The restoration of the painting exhibition has not been started.,The restoration of the painting exhibition has not been finished.,"The restoration of the painting exhibition has been started, even finished.","The restoration of the painting exhibition has been started, maybe even finished.","The restoration of the painting exhibition has been started, but not finished.","The restoration of the painting exhibition has not been finished, not even started.","The restoration of the painting exhibition has not been finished, maybe not even started.","The restoration of the painting exhibition has not been finished, but started."
start-finish ,He has started to improve his skills in the course he attended.,He has finished improving his skills in the course he attended.,He has not started to improve his skills in the course he attended.,He has not finished improving his skills in the course he attended.,"He has started to improve his skills in the course he attended, even finished improving them.","He has started to improve his skills in the course he attended, maybe even finished improving them.","He has started to improve his skills in the course he attended, but not finished improving them.","He has not finished improving his skills in the course he attended, not even started improving them.","He has not finished improving his skills in the course he attended, maybe not even started improving them.","He has not finished improving his skills in the course he attended, but started improving them."
start-finish ,He has started his world tour with a sailboat.,He has finished his world tour with a sailboat.,He has not started his world tour with a sailboat.,He has not finished his world tour with a sailboat.,"He has started his world tour with a sailboat, even finished it.","He has started his world tour with a sailboat, maybe even finished it.","He has started his world tour with a sailboat, but not finished it.","He has not finished his world tour with a sailboat, not even started it.","He has not finished his world tour with a sailboat, maybe not even started it.","He has not finished his world tour with a sailboat, but started it."
start-finish ,I started roasting the meat next to the vegetables.,I finished roasting the meat next to the vegetables.,I didn't start roasting the meat next to the vegetables.,I didn't finish roasting the meat next to the vegetables.,"I started roasting the meat next to the vegetables, even finished roasting it.","I started roasting the meat next to the vegetables, maybe even finished roasting it.","I started roasting the meat next to the vegetables, but didn't finish roasting it.","I didn't finish roasting the meat next to the vegetables, didn't even start it.","I didn't finish roasting the meat next to the vegetables, maybe didn't even start it.","I didn't finish roasting the meat next to the vegetables, but started it."
start-finish ,He had started to tell the police what he knew.,He had finished telling the police what he knew.,He had not started to tell the police what he knew.,He had not finished telling the police what he knew.,"He had started to tell the police what he knew, even finished telling them.","He had started to tell the police what he knew, maybe even finished telling them.","He had started to tell the police what he knew, but not finished telling them.","He had not finished telling the police what he knew, not even started telling them.","He had not finished telling the police what he knew, maybe not even started telling them.","He had not finished telling the police what he knew, but started telling them."
start-finish ,He had started his child on a robotic coding course.,He had finished his child's robotic coding course.,He had not started his child on a robotic coding course.,He had not finished his child's robotic coding course.,"He had started his child on a robotic coding course, even finished it.","He had started his child on a robotic coding course, maybe even finished it.","He had started his child on a robotic coding course, but not finished it.","He had not finished his child's robotic coding course, not even started it.","He had not finished his child's robotic coding course, maybe not even started it.","He had not finished his child's robotic coding course, but started it."
start-finish ,You started to count the stars that appeared in the sky last night.,You finished counting the stars that appeared in the sky last night.,You did not start to count the stars that appeared in the sky last night.,You did not finish counting the stars that appeared in the sky last night.,"You started to count the stars that appeared in the sky last night, you even finished counting them.","You started to count the stars that appeared in the sky last night, maybe you finished counting them.","You started to count the stars that appeared in the sky last night, but you did not finish counting them.","You did not finish counting the stars that appeared in the sky last night, you did not even start counting them.","You did not finish counting the stars that appeared in the sky last night, maybe you did not even start counting them.","You did not finish counting the stars that appeared in the sky last night, but you started counting them."
start-finish ,I started to write the last chapter of the thesis.,I finished writing the last chapter of the thesis.,I did not start to write the last chapter of the thesis.,I did not finish writing the last chapter of the thesis.,"I started to write the last chapter of the thesis, I even finished writing it.","I started to write the last chapter of the thesis, maybe I finished writing it.","I started to write the last chapter of the thesis, but I did not finish writing it.","I did not finish writing the last chapter of the thesis, I did not even start writing it.","I did not finish writing the last chapter of the thesis, maybe I did not even start writing it.","I did not finish writing the last chapter of the thesis, but I started writing it."
start-finish ,You had started to solve the quantum book.,You had finished solving the quantum book.,You had not started to solve the quantum book.,You had not finished solving the quantum book.,"You had started to solve the quantum book, you had even finished solving it.","You had started to solve the quantum book, maybe you had finished solving it.","You had started to solve the quantum book, but you had not finished solving it.","You had not finished solving the quantum book, you had not even started to solve it.","You had not finished solving the quantum book, maybe you had not even started to solve it.","You had not finished solving the quantum book, but you had started to solve it."
start-finish ,We had started to watch the replay of yesterday's race.,We had finished watching the replay of yesterday's race.,We had not started to watch the replay of yesterday's race.,We had not finished watching the replay of yesterday's race.,"We had started to watch the replay of yesterday's race, we had even finished watching it.","We had started to watch the replay of yesterday's race, maybe we had finished watching it.","We had started to watch the replay of yesterday's race, but we had not finished watching it.","We had not finished watching the replay of yesterday's race, we had not even started to watch it.","We had not finished watching the replay of yesterday's race, maybe we had not even started to watch it.","We had not finished watching the replay of yesterday's race, but we had started to watch it."
start-finish ,They had started a sustainable project.,They had finished a sustainable project.,They had not started a sustainable project.,They had not finished a sustainable project.,"They had started a sustainable project, they had even finished it.","They had started a sustainable project, maybe they had finished it.","They had started a sustainable project, but they had not finished it.","They had not finished a sustainable project, they had not even started it.","They had not finished a sustainable project, maybe they had not even started it.","They had not finished a sustainable project, but they had started it."
start-finish ,Arif started to present the blog post.,Arif finished presenting the blog post.,Arif did not start to present the blog post.,Arif did not finish presenting the blog post.,"Arif started to present the blog post, he even finished presenting it.","Arif started to present the blog post, maybe he finished presenting it.","Arif started to present the blog post, but he did not finish presenting it.","Arif did not finish presenting the blog post, he did not even start presenting it.","Arif did not finish presenting the blog post, maybe he did not even start presenting it.","Arif did not finish presenting the blog post, but he started presenting it."
start-finish ,He has started to prepare for his halftime show.,He has finished preparing for his halftime show.,He has not started to prepare for his halftime show.,He has not finished preparing for his halftime show.,"He has started to prepare for his halftime show, he has even finished preparing.","He has started to prepare for his halftime show, maybe he has finished preparing.","He has started to prepare for his halftime show, but he has not finished preparing.","He has not finished preparing for his halftime show, he has not even started preparing.","He has not finished preparing for his halftime show, maybe he has not even started preparing.","He has not finished preparing for his halftime show, but he has started preparing."
start-finish ,They have started archery lessons.,They have finished archery lessons.,They have not started archery lessons.,They have not finished archery lessons.,"They have started archery lessons, they have even finished them.","They have started archery lessons, maybe they have finished them.","They have started archery lessons, but they have not finished them.","They have not finished archery lessons, they have not even started them.","They have not finished archery lessons, maybe they have not even started them.","They have not finished archery lessons, but they have started them."
start-finish ,We started to evaluate the last article of the magazine.,We finished evaluating the last article of the magazine.,We did not start to evaluate the last article of the magazine.,We did not finish evaluating the last article of the magazine.,"We started to evaluate the last article of the magazine, we even finished it.","We started to evaluate the last article of the magazine, maybe we finished it.","We started to evaluate the last article of the magazine, but we did not finish it.","We did not finish evaluating the last article of the magazine, we did not even start it.","We did not finish evaluating the last article of the magazine, maybe we did not even start it.","We did not finish evaluating the last article of the magazine, but we started it."
start-finish ,They have started the five kilometer course.,They have finished the five kilometer course.,They have not started the five kilometer course.,They have not finished the five kilometer course.,"They have started the five kilometer course, they have even finished it.","They have started the five kilometer course, maybe they have finished it.","They have started the five kilometer course, but they have not finished it.","They have not finished the five kilometer course, they have not even started it.","They have not finished the five kilometer course, maybe they have not even started it.","They have not finished the five kilometer course, but they have started it."
agree-adopt ,Most of the students agreed with our decision.,Most of the students adopted our decision.,Most of the students did not agree with our decision.,Most of the students did not adopt our decision.,"Most of the students agreed with our decision, even adopted it.","Most of the students agreed with our decision, maybe even adopted it.",Most of the students agreed with our decision but did not adopt it.,"Most of the students did not adopt our decision, they did not even agree with it.","Most of the students did not adopt our decision, maybe they did not even agree with it.",Most of the students did not adopt our decision but they agreed with it.
agree-adopt ,We agreed with your ideas in the meeting.,We adopted your ideas in the meeting.,We did not agree with your ideas in the meeting.,We did not adopt your ideas in the meeting.,"We agreed with your ideas in the meeting, even adopted them.","We agreed with your ideas in the meeting, maybe even adopted them.",We agreed with your ideas in the meeting but did not adopt them.,"We did not adopt your ideas in the meeting, we did not even agree with them.","We did not adopt your ideas in the meeting, maybe we did not even agree with them.",We did not adopt your ideas in the meeting but we agreed with them.
agree-adopt ,They agreed with the main point in your book.,They adopted the main point in your book.,They did not agree with the main point in your book.,They did not adopt the main point in your book.,"They agreed with the main point in your book, even adopted it.","They agreed with the main point in your book, maybe even adopted it.",They agreed with the main point in your book but did not adopt it.,"They did not adopt the main point in your book, they did not even agree with it.","They did not adopt the main point in your book, maybe they did not even agree with it.",They did not adopt the main point in your book but they agreed with it.
agree-adopt ,You agreed with our healthy lifestyle.,You adopted our healthy lifestyle.,You did not agree with our healthy lifestyle.,You did not adopt our healthy lifestyle.,"You agreed with our healthy lifestyle, even adopted it.","You agreed with our healthy lifestyle, maybe even adopted it.",You agreed with our healthy lifestyle but did not adopt it.,"You did not adopt our healthy lifestyle, you did not even agree with it.","You did not adopt our healthy lifestyle, maybe you did not even agree with it.",You did not adopt our healthy lifestyle but you agreed with it.
agree-adopt ,He agreed with your minimalist lifestyle.,He adopted your minimalist lifestyle.,He did not agree with your minimalist lifestyle.,He did not adopt your minimalist lifestyle.,"He agreed with your minimalist lifestyle, even adopted it.","He agreed with your minimalist lifestyle, maybe even adopted it.",He agreed with your minimalist lifestyle but did not adopt it.,"He did not adopt your minimalist lifestyle, he did not even agree with it.","He did not adopt your minimalist lifestyle, maybe he did not even agree with it.",He did not adopt your minimalist lifestyle but he agreed with it.
agree-adopt ,She agreed with the project offered to her.,She adopted the project offered to her.,She did not agree with the project offered to her.,She did not adopt the project offered to her.,"She agreed with the project offered to her, even adopted it.","She agreed with the project offered to her, maybe even adopted it.",She agreed with the project offered to her but did not adopt it.,"She did not adopt the project offered to her, she did not even agree with it.","She did not adopt the project offered to her, maybe she did not even agree with it.",She did not adopt the project offered to her but she agreed with it.
agree-adopt ,They agreed with your critical thinking structure.,They adopted your critical thinking structure.,They did not agree with your critical thinking structure.,They did not adopt your critical thinking structure.,"They agreed with your critical thinking structure, even adopted it.","They agreed with your critical thinking structure, maybe even adopted it.",They agreed with your critical thinking structure but did not adopt it.,"They did not adopt your critical thinking structure, they did not even agree with it.","They did not adopt your critical thinking structure, maybe they did not even agree with it.",They did not adopt your critical thinking structure but they agreed with it.
agree-adopt ,I agreed with the ideas expressed at the meeting.,I adopted the ideas expressed at the meeting.,I did not agree with the ideas expressed at the meeting.,I did not adopt the ideas expressed at the meeting.,"I agreed with the ideas expressed at the meeting, even adopted them.","I agreed with the ideas expressed at the meeting, maybe even adopted them.",I agreed with the ideas expressed at the meeting but did not adopt them.,"I did not adopt the ideas expressed at the meeting, I did not even agree with them.","I did not adopt the ideas expressed at the meeting, maybe I did not even agree with them.",I did not adopt the ideas expressed at the meeting but I agreed with them.
agree-adopt ,This work for our country's forests was agreed with.,This work for our country's forests was adopted.,This work for our country's forests was not agreed with.,This work for our country's forests was not adopted.,"This work for our country's forests was agreed with, even adopted.","This work for our country's forests was agreed with, maybe even adopted.",This work for our country's forests was agreed with but not adopted.,"This work for our country's forests was not adopted, it was not even agreed with.","This work for our country's forests was not adopted, maybe it was not even agreed with.",This work for our country's forests was not adopted but it was agreed with.
agree-adopt ,We agreed with the company's new project.,We adopted the company's new project.,We did not agree with the company's new project.,We did not adopt the company's new project.,"We agreed with the company's new project, even adopted it.","We agreed with the company's new project, maybe even adopted it.",We agreed with the company's new project but did not adopt it.,"We did not adopt the company's new project, we did not even agree with it.","We did not adopt the company's new project, maybe we did not even agree with it.",We did not adopt the company's new project but we agreed with it.
agree-adopt ,We agreed with the latest project.,We adopted the latest project.,We did not agree with the latest project.,We did not adopt the latest project.,"We agreed with the latest project, we even adopted it.","We agreed with the latest project, maybe we even adopted it.",We agreed with the latest project but we did not adopt it.,"We did not adopt the latest project, we did not even agree with it.","We did not adopt the latest project, maybe we did not even agree with it.",We did not adopt the latest project but we agreed with it.
agree-adopt ,He agreed with last year's activity.,He adopted last year's activity.,He did not agree with last year's activity.,He did not adopt last year's activity.,"He agreed with last year's activity, he even adopted it.","He agreed with last year's activity, maybe he even adopted it.",He agreed with last year's activity but he did not adopt it.,"He did not adopt last year's activity, he did not even agree with it.","He did not adopt last year's activity, maybe he did not even agree with it.",He did not adopt last year's activity but he agreed with it.
agree-adopt ,You agreed with my analyses.,You adopted my analyses.,You did not agree with my analyses.,You did not adopt my analyses.,"You agreed with my analyses, you even adopted them.","You agreed with my analyses, maybe you even adopted them.",You agreed with my analyses but you did not adopt them.,"You did not adopt my analyses, you did not even agree with them.","You did not adopt my analyses, maybe you did not even agree with them.",You did not adopt my analyses but you agreed with them.
agree-adopt ,You agreed with the marketing team's goals.,You adopted the marketing team's goals.,You did not agree with the marketing team's goals.,You did not adopt the marketing team's goals.,"You agreed with the marketing team's goals, you even adopted them.","You agreed with the marketing team's goals, maybe you even adopted them.",You agreed with the marketing team's goals but you did not adopt them.,"You did not adopt the marketing team's goals, you did not even agree with them.","You did not adopt the marketing team's goals, maybe you did not even agree with them.",You did not adopt the marketing team's goals but you agreed with them.
agree-adopt ,They agreed with the changes of the modern age.,They adopted the changes of the modern age.,They did not agree with the changes of the modern age.,They did not adopt the changes of the modern age.,"They agreed with the changes of the modern age, they even adopted them.","They agreed with the changes of the modern age, maybe they even adopted them.",They agreed with the changes of the modern age but they did not adopt them.,"They did not adopt the changes of the modern age, they did not even agree with them.","They did not adopt the changes of the modern age, maybe they did not even agree with them.",They did not adopt the changes of the modern age but they agreed with them.
agree-adopt ,They agreed with the innovations in the field of geography.,They adopted the innovations in the field of geography.,They did not agree with the innovations in the field of geography.,They did not adopt the innovations in the field of geography.,"They agreed with the innovations in the field of geography, they even adopted them.","They agreed with the innovations in the field of geography, maybe they even adopted them.",They agreed with the innovations in the field of geography but they did not adopt them.,"They did not adopt the innovations in the field of geography, they did not even agree with them.","They did not adopt the innovations in the field of geography, maybe they did not even agree with them.",They did not adopt the innovations in the field of geography but they agreed with them.
agree-adopt ,They agreed with the social change in recent years.,They adopted the social change in recent years.,They did not agree with the social change in recent years.,They did not adopt the social change in recent years.,"They agreed with the social change in recent years, they even adopted it.","They agreed with the social change in recent years, maybe they even adopted it.",They agreed with the social change in recent years but they did not adopt it.,"They did not adopt the social change in recent years, they did not even agree with it.","They did not adopt the social change in recent years, maybe they did not even agree with it.",They did not adopt the social change in recent years but they agreed with it.
agree-adopt ,We agreed with the new technological developments.,We adopted the new technological developments.,We did not agree with the new technological developments.,We did not adopt the new technological developments.,"We agreed with the new technological developments, we even adopted them.","We agreed with the new technological developments, maybe we even adopted them.",We agreed with the new technological developments but we did not adopt them.,"We did not adopt the new technological developments, we did not even agree with them.","We did not adopt the new technological developments, maybe we did not even agree with them.",We did not adopt the new technological developments but we agreed with them.
agree-adopt ,They agreed with the new legal regulations.,They adopted the new legal regulations.,They did not agree with the new legal regulations.,They did not adopt the new legal regulations.,"They agreed with the new legal regulations, they even adopted them.","They agreed with the new legal regulations, maybe they even adopted them.",They agreed with the new legal regulations but they did not adopt them.,"They did not adopt the new legal regulations, they did not even agree with them.","They did not adopt the new legal regulations, maybe they did not even agree with them.",They did not adopt the new legal regulations but they agreed with them.
agree-adopt ,We agreed with the court's decision.,We adopted the court's decision.,We did not agree with the court's decision.,We did not adopt the court's decision.,"We agreed with the court's decision, we even adopted it.","We agreed with the court's decision, maybe we even adopted it.",We agreed with the court's decision but we did not adopt it.,"We did not adopt the court's decision, we did not even agree with it.","We did not adopt the court's decision, maybe we did not even agree with it.",We did not adopt the court's decision but we agreed with it.
agree-adopt ,He agreed with the culture of the country he just moved to.,He adopted the culture of the country he just moved to.,He did not agree with the culture of the country he just moved to.,He did not adopt the culture of the country he just moved to.,"He agreed with the culture of the country he just moved to, and even adopted it.","He agreed with the culture of the country he just moved to, and perhaps adopted it.","He agreed with the culture of the country he just moved to, but did not adopt it.","He did not adopt the culture of the country he just moved to, and did not even agree with it.","He did not adopt the culture of the country he just moved to, and perhaps did not even agree with it.","He did not adopt the culture of the country he just moved to, but agreed with it."
agree-adopt ,He agreed with his new colleagues' ideas.,He adopted his new colleagues' ideas.,He did not agree with his new colleagues' ideas.,He did not adopt his new colleagues' ideas.,"He agreed with his new colleagues' ideas, and even adopted them.","He agreed with his new colleagues' ideas, and perhaps adopted them.","He agreed with his new colleagues' ideas, but did not adopt them.","He did not adopt his new colleagues' ideas, and did not even agree with them.","He did not adopt his new colleagues' ideas, and perhaps did not even agree with them.","He did not adopt his new colleagues' ideas, but agreed with them."
agree-adopt ,I agreed with different ideas.,I adopted different ideas.,I did not agree with different ideas.,I did not adopt different ideas.,"I agreed with different ideas, and even adopted them.","I agreed with different ideas, and perhaps adopted them.","I agreed with different ideas, but did not adopt them.","I did not adopt different ideas, and did not even agree with them.","I did not adopt different ideas, and perhaps did not even agree with them.","I did not adopt different ideas, but agreed with them."
agree-adopt ,They agreed with the innovations brought by the new education system.,They adopted the innovations brought by the new education system.,They did not agree with the innovations brought by the new education system.,They did not adopt the innovations brought by the new education system.,"They agreed with the innovations brought by the new education system, and even adopted them.","They agreed with the innovations brought by the new education system, and perhaps adopted them.","They agreed with the innovations brought by the new education system, but did not adopt them.","They did not adopt the innovations brought by the new education system, and did not even agree with them.","They did not adopt the innovations brought by the new education system, and perhaps did not even agree with them.","They did not adopt the innovations brought by the new education system, but agreed with them."
agree-adopt ,They agreed with the beliefs of the local people.,They adopted the beliefs of the local people.,They did not agree with the beliefs of the local people.,They did not adopt the beliefs of the local people.,"They agreed with the beliefs of the local people, and even adopted them.","They agreed with the beliefs of the local people, and perhaps adopted them.","They agreed with the beliefs of the local people, but did not adopt them.","They did not adopt the beliefs of the local people, and did not even agree with them.","They did not adopt the beliefs of the local people, and perhaps did not even agree with them.","They did not adopt the beliefs of the local people, but agreed with them."
agree-adopt ,We agreed with the activities of the music group.,We adopted the activities of the music group.,We did not agree with the activities of the music group.,We did not adopt the activities of the music group.,"We agreed with the activities of the music group, and even adopted them.","We agreed with the activities of the music group, and perhaps adopted them.","We agreed with the activities of the music group, but did not adopt them.","We did not adopt the activities of the music group, and did not even agree with them.","We did not adopt the activities of the music group, and perhaps did not even agree with them.","We did not adopt the activities of the music group, but agreed with them."
agree-adopt ,I agreed with the ideas expressed at the conference.,I adopted the ideas expressed at the conference.,I did not agree with the ideas expressed at the conference.,I did not adopt the ideas expressed at the conference.,"I agreed with the ideas expressed at the conference, and even adopted them.","I agreed with the ideas expressed at the conference, and perhaps adopted them.","I agreed with the ideas expressed at the conference, but did not adopt them.","I did not adopt the ideas expressed at the conference, and did not even agree with them.","I did not adopt the ideas expressed at the conference, and perhaps did not even agree with them.","I did not adopt the ideas expressed at the conference, but agreed with them."
agree-adopt ,You agreed with his arguments about our geography.,You adopted his arguments about our geography.,You did not agree with his arguments about our geography.,You did not adopt his arguments about our geography.,"You agreed with his arguments about our geography, and even adopted them.","You agreed with his arguments about our geography, and perhaps adopted them.","You agreed with his arguments about our geography, but did not adopt them.","You did not adopt his arguments about our geography, and did not even agree with them.","You did not adopt his arguments about our geography, and perhaps did not even agree with them.","You did not adopt his arguments about our geography, but agreed with them."
agree-adopt ,You agreed with the political parties' stances on this issue.,You adopted the political parties' stances on this issue.,You did not agree with the political parties' stances on this issue.,You did not adopt the political parties' stances on this issue.,"You agreed with the political parties' stances on this issue, and even adopted them.","You agreed with the political parties' stances on this issue, and perhaps adopted them.","You agreed with the political parties' stances on this issue, but did not adopt them.","You did not adopt the political parties' stances on this issue, and did not even agree with them.","You did not adopt the political parties' stances on this issue, and perhaps did not even agree with them.","You did not adopt the political parties' stances on this issue, but agreed with them."
agree-adopt ,I agreed with the student club's activities on campus.,I adopted the student club's activities on campus.,I did not agree with the student club's activities on campus.,I did not adopt the student club's activities on campus.,"I agreed with the student club's activities on campus, and even adopted them.","I agreed with the student club's activities on campus, and perhaps adopted them.","I agreed with the student club's activities on campus, but did not adopt them.","I did not adopt the student club's activities on campus, and did not even agree with them.","I did not adopt the student club's activities on campus, and perhaps did not even agree with them.","I did not adopt the student club's activities on campus, but agreed with them."
agree-adopt ,You agreed with the neighborhood's views about him.,You adopted the neighborhood's views about him.,You did not agree with the neighborhood's views about him.,You did not adopt the neighborhood's views about him.,"You agreed with the neighborhood's views about him, you even adopted them.","You agreed with the neighborhood's views about him, maybe you even adopted them.","You agreed with the neighborhood's views about him, but did not adopt them.","You did not adopt the neighborhood's views about him, you didn't even agree with them.","You did not adopt the neighborhood's views about him, maybe you didn't even agree with them.","You did not adopt the neighborhood's views about him, but you agreed with them."
agree-adopt ,They agreed with the sociology professor's perspective.,They adopted the sociology professor's perspective.,They did not agree with the sociology professor's perspective.,They did not adopt the sociology professor's perspective.,"They agreed with the sociology professor's perspective, they even adopted it.","They agreed with the sociology professor's perspective, maybe they even adopted it.","They agreed with the sociology professor's perspective, but did not adopt it.","They did not adopt the sociology professor's perspective, they didn't even agree with it.","They did not adopt the sociology professor's perspective, maybe they didn't even agree with it.","They did not adopt the sociology professor's perspective, but they agreed with it."
agree-adopt ,You agreed with this approach to elementary school students.,You adopted this approach to elementary school students.,You did not agree with this approach to elementary school students.,You did not adopt this approach to elementary school students.,"You agreed with this approach to elementary school students, you even adopted it.","You agreed with this approach to elementary school students, maybe you even adopted it.","You agreed with this approach to elementary school students, but did not adopt it.","You did not adopt this approach to elementary school students, you didn't even agree with it.","You did not adopt this approach to elementary school students, maybe you didn't even agree with it.","You did not adopt this approach to elementary school students, but you agreed with it."
agree-adopt ,You agreed with this newly emerging understanding.,You adopted this newly emerging understanding.,You did not agree with this newly emerging understanding.,You did not adopt this newly emerging understanding.,"You agreed with this newly emerging understanding, you even adopted it.","You agreed with this newly emerging understanding, maybe you even adopted it.","You agreed with this newly emerging understanding, but did not adopt it.","You did not adopt this newly emerging understanding, you didn't even agree with it.","You did not adopt this newly emerging understanding, maybe you didn't even agree with it.","You did not adopt this newly emerging understanding, but you agreed with it."
agree-adopt ,You agreed with the different conclusions in the meeting.,You adopted the different conclusions in the meeting.,You did not agree with the different conclusions in the meeting.,You did not adopt the different conclusions in the meeting.,"You agreed with the different conclusions in the meeting, you even adopted them.","You agreed with the different conclusions in the meeting, maybe you even adopted them.","You agreed with the different conclusions in the meeting, but did not adopt them.","You did not adopt the different conclusions in the meeting, you didn't even agree with them.","You did not adopt the different conclusions in the meeting, maybe you didn't even agree with them.","You did not adopt the different conclusions in the meeting, but you agreed with them."
agree-adopt ,They agreed with this mentality in their country.,They adopted this mentality in their country.,They did not agree with this mentality in their country.,They did not adopt this mentality in their country.,"They agreed with this mentality in their country, they even adopted it.","They agreed with this mentality in their country, maybe they even adopted it.","They agreed with this mentality in their country, but did not adopt it.","They did not adopt this mentality in their country, they didn't even agree with it.","They did not adopt this mentality in their country, maybe they didn't even agree with it.","They did not adopt this mentality in their country, but they agreed with it."
