scale,A,B,C,D,D2,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement,C_implicature_1,C_implicature_2,C_implicature_3
seventeen-twenty-nine,I have a store in seventeen countries.,I have a store in twenty countries.,I don't have a store in seventeen countries.,I don't have a store in twenty countries.,I don't have a store in more than seventeen countries.,"I have a store in seventeen countries, even twenty countries.","I have a store in seventeen countries, maybe even twenty countries.",I have a store in seventeen countries but I don't have a store in twenty countries.,"I don't have a store in twenty countries, not even seventeen countries.","I don't have a store in twenty countries, maybe not even seventeen countries.","I don't have a store in twenty countries, but I do in seventeen countries.",I have a store in fewer than seventeen countries.,I have a store in at most sixteen countries.,I have a store in at least one country.
seventeen-twenty-nine,We examined seventeen models.,We examined twenty models.,We didn't examine seventeen models.,We didn't examine twenty models.,We didn't examine more than seventeen models.,"We examined seventeen models, even twenty models.","We examined seventeen models, maybe even twenty models.",We examined seventeen models but we didn't examine twenty models.,"We didn't examine twenty models, not even seventeen models.","We didn't examine twenty models, maybe not even seventeen models.",We didn't examine twenty models but we examined seventeen models.,We examined fewer than seventeen models.,We examined at most sixteen models.,We examined at least one model.
seventeen-twenty-nine,We flew seventeen hours.,We flew twenty hours.,We didn't fly seventeen hours.,We didn't fly twenty hours.,We didn't fly more than seventeen hours.,"We flew seventeen hours, even twenty hours.","We flew seventeen hours, maybe even twenty hours.",We flew seventeen hours but we didn't fly twenty hours.,"We didn't fly twenty hours, not even seventeen hours.","We didn't fly twenty hours, maybe not even seventeen hours.","We didn't fly twenty hours, but we flew seventeen hours.",We flew fewer than seventeen hours.,We flew at most sixteen hours.,We flew at least one hour.
seventeen-twenty-nine,We ate seventeen kinds of vegetables.,We ate twenty kinds of vegetables.,We didn't eat seventeen kinds of vegetables.,We didn't eat twenty kinds of vegetables.,We didn't eat more than seventeen kinds of vegetables.,"We ate seventeen kinds of vegetables, even twenty kinds of vegetables.","We ate seventeen kinds of vegetables, maybe even twenty kinds of vegetables.",We ate seventeen kinds of vegetables but we didn't eat twenty kinds of vegetables.,"We didn't eat twenty kinds of vegetables, not even seventeen kinds of vegetables.","We didn't eat twenty kinds of vegetables, maybe not even seventeen kinds of vegetables.","We didn't eat twenty kinds of vegetables, but we ate seventeen kinds of vegetables.",We ate fewer than seventeen kinds of vegetables.,We ate at most sixteen kinds of vegetables.,We ate at least one kind of vegetable.
seventeen-twenty-nine,Seventeen pizzas have been ordered.,Twenty pizzas have been ordered.,Seventeen pizzas haven't been ordered.,Twenty pizzas haven't been ordered.,More than seventeen pizzas haven't been ordered.,"Seventeen pizzas have been ordered, even twenty pizzas have been ordered.","Seventeen pizzas have been ordered, maybe even twenty pizzas have been ordered.",Seventeen pizzas have been ordered but twenty pizzas haven't been ordered.,"Twenty pizzas haven't been ordered, not even seventeen pizzas have been ordered.","Twenty pizzas haven't been ordered, maybe not even seventeen pizzas have been ordered.","Twenty pizzas haven't been ordered, but seventeen pizzas have been ordered.",Fewer than seventeen pizzas have been ordered.,At most sixteen pizzas have been ordered.,At least one pizza has been ordered.
seventeen-twenty-nine,Seventeen tables will arrive late.,Twenty tables will arrive late.,Seventeen tables will not arrive late.,Twenty tables will not arrive late.,More than seventeen tables will not arrive late.,"Seventeen tables will arrive late, even twenty tables will arrive late.","Seventeen tables will arrive late, maybe even twenty tables will arrive late.",Seventeen tables will arrive late but twenty tables will not arrive late.,"Twenty tables will not arrive late, not even seventeen tables will arrive late.","Twenty tables will not arrive late, maybe not even seventeen tables will arrive late.","Twenty tables will not arrive late, but seventeen tables will arrive late.",Fewer than seventeen tables will arrive late.,At most sixteen tables will arrive late.,At least one table will arrive late.
seventeen-twenty-nine,It will supposedly take seventeen hours.,It will supposedly take twenty hours.,It will supposedly not take seventeen hours.,It will supposedly not take twenty hours.,It will supposedly not take more than seventeen hours.,"It will supposedly take seventeen hours, even twenty hours.","It will supposedly take seventeen hours, maybe even twenty hours.","It will supposedly take seventeen hours, but it won't take twenty hours.","It will supposedly not take twenty hours, it won't even take seventeen hours.","It will supposedly not take twenty hours, maybe not even seventeen hours.","It will supposedly not take twenty hours, but it will take seventeen hours.",It will supposedly take fewer than seventeen hours.,It will supposedly take at most sixteen hours.,It will supposedly take at least one hour.
seventeen-twenty-nine,Seventeen pilots watched the flight.,Twenty pilots watched the flight.,Seventeen pilots didn't watch the flight.,Twenty pilots didn't watch the flight.,More than seventeen pilots didn't watch the flight.,"Seventeen pilots watched the flight, even twenty pilots watched the flight.","Seventeen pilots watched the flight, maybe even twenty pilots watched the flight.","Seventeen pilots watched the flight, but twenty pilots didn't watch the flight.","Twenty pilots didn't watch the flight, not even seventeen pilots watched the flight.","Twenty pilots didn't watch the flight, maybe not even seventeen pilots watched the flight.","Twenty pilots didn't watch the flight, but seventeen pilots watched the flight.",Fewer than seventeen pilots watched the flight.,At most sixteen pilots watched the flight.,At least one pilot watched the flight.
seventeen-twenty-nine,Seventeen commanders applauded the parade.,Twenty commanders applauded the parade.,Seventeen commanders didn't applaud the parade.,Twenty commanders didn't applaud the parade.,More than seventeen commanders didn't applaud the parade.,"Seventeen commanders applauded the parade, even twenty commanders applauded.","Seventeen commanders applauded the parade, maybe even twenty commanders applauded.","Seventeen commanders applauded the parade, but twenty commanders didn't.","Twenty commanders didn't applaud the parade, even seventeen commanders didn't applaud.","Twenty commanders didn't applaud the parade, maybe even seventeen commanders didn't applaud.","Twenty commanders didn't applaud the parade, but seventeen commanders applauded.",Fewer than seventeen commanders applauded.,At most sixteen commanders applauded.,At least one commander applauded.
seventeen-twenty-nine,Seventeen cities have been visited.,Twenty cities have been visited.,Seventeen cities haven't been visited.,Twenty cities haven't been visited.,More than seventeen cities haven't been visited.,"Seventeen cities have been visited, even twenty cities have been visited.","Seventeen cities have been visited, maybe even twenty cities have been visited.","Seventeen cities have been visited, but twenty cities haven't been visited.","Twenty cities haven't been visited, even seventeen cities haven't been visited.","Twenty cities haven't been visited, maybe even seventeen cities haven't been visited.","Twenty cities haven't been visited, but seventeen cities have been visited.",Fewer than seventeen cities have been visited.,At most sixteen cities have been visited.,At least one city has been visited.
seventeen-twenty-nine,Seventeen commuter trains passed by here.,Twenty commuter trains passed by here.,Seventeen commuter trains didn't pass by here.,Twenty commuter trains didn't pass by here.,More than seventeen commuter trains didn't pass by here.,"Seventeen commuter trains passed by here, even twenty commuter trains passed by here.","Seventeen commuter trains passed by here, maybe even twenty commuter trains passed by here.","Seventeen commuter trains passed by here, but twenty commuter trains didn't pass by here.","Twenty commuter trains didn't pass by here, even seventeen commuter trains didn't pass by here.","Twenty commuter trains didn't pass by here, maybe even seventeen commuter trains didn't pass by here.","Twenty commuter trains didn't pass by here, but seventeen commuter trains passed by here.",Fewer than seventeen commuter trains passed by here.,At most sixteen commuter trains passed by here.,At least one commuter train passed by here.
seventeen-twenty-nine,There are seventeen windows on the outside of the building.,There are twenty windows on the outside of the building.,There aren't seventeen windows on the outside of the building.,There aren't twenty windows on the outside of the building.,There aren't more than seventeen windows on the outside of the building.,"There are seventeen windows on the outside of the building, even twenty windows.","There are seventeen windows on the outside of the building, maybe even twenty windows.","There are seventeen windows on the outside of the building, but there aren't twenty windows.","There aren't twenty windows on the outside of the building, there aren't even seventeen windows.","There aren't twenty windows on the outside of the building, maybe there aren't even seventeen windows.","There aren't twenty windows on the outside of the building, but there are seventeen windows.",There are fewer than seventeen windows on the outside of the building.,There are at most sixteen windows on the outside of the building.,There is at least one window on the outside of the building.
seventeen-twenty-nine,The railings are seventeen meters high.,The railings are twenty meters high.,The railings aren't seventeen meters high.,The railings aren't twenty meters high.,The railings aren't more than seventeen meters high.,"The railings are seventeen meters high, even twenty meters high.","The railings are seventeen meters high, maybe even twenty meters high.","The railings are seventeen meters high, but they aren't twenty meters high.","The railings aren't twenty meters high, they aren't even seventeen meters high.","The railings aren't twenty meters high, maybe they aren't even seventeen meters high.","The railings aren't twenty meters high, but they are seventeen meters high.",The railings are less than seventeen meters high.,The railings are at most sixteen meters high.,The railings are at least one meter high.
seventeen-twenty-nine,He fired seventeen people.,He fired twenty people.,He didn't fire seventeen people.,He didn't fire twenty people.,He didn't fire more than seventeen people.,"He fired seventeen people, he even fired twenty people.","He fired seventeen people, maybe he even fired twenty people.","He fired seventeen people, but he didn't fire twenty people.","He didn't fire twenty people, he didn't even fire seventeen people.","He didn't fire twenty people, maybe he didn't even fire seventeen people.","He didn't fire twenty people, but he fired seventeen people.",He fired fewer than seventeen people.,He fired at most sixteen people.,He fired at least one person.
seventeen-twenty-nine,Seventeen people climbed the hill.,Twenty people climbed the hill.,Seventeen people didn't climb the hill.,Twenty people didn't climb the hill.,More than seventeen people didn't climb the hill.,"Seventeen people climbed the hill, even twenty people climbed the hill.","Seventeen people climbed the hill, maybe even twenty people climbed the hill.","Seventeen people climbed the hill, but twenty people didn't climb the hill.","Twenty people didn't climb the hill, even seventeen people didn't climb the hill.","Twenty people didn't climb the hill, maybe even seventeen people didn't climb the hill.","Twenty people didn't climb the hill, but seventeen people climbed the hill.",Fewer than seventeen people climbed the hill.,At most sixteen people climbed the hill.,At least one person climbed the hill.
seventeen-twenty-nine,Seventeen people boarded the train.,Twenty people boarded the train.,Seventeen people didn't board the train.,Twenty people didn't board the train.,More than seventeen people didn't board the train.,"Seventeen people boarded the train, even twenty people boarded the train.","Seventeen people boarded the train, maybe even twenty people boarded the train.","Seventeen people boarded the train, but twenty people didn't board the train.","Twenty people didn't board the train, even seventeen people didn't board the train.","Twenty people didn't board the train, maybe even seventeen people didn't board the train.","Twenty people didn't board the train, but seventeen people boarded the train.",Fewer than seventeen people boarded the train.,At most sixteen people boarded the train.,At least one person boarded the train.
seventeen-twenty-nine,There were seventeen tea sellers in the scenery.,There were twenty tea sellers in the scenery.,There weren't seventeen tea sellers in the scenery.,There weren't twenty tea sellers in the scenery.,There weren't more than seventeen tea sellers in the scenery.,"There were seventeen tea sellers in the scenery, there were even twenty tea sellers.","There were seventeen tea sellers in the scenery, maybe there were even twenty tea sellers.","There were seventeen tea sellers in the scenery, but there weren't twenty tea sellers.","There weren't twenty tea sellers in the scenery, there weren't even seventeen tea sellers.","There weren't twenty tea sellers in the scenery, maybe there weren't even seventeen tea sellers.","There weren't twenty tea sellers in the scenery, but there were seventeen tea sellers.",There were fewer than seventeen tea sellers in the scenery.,There were at most sixteen tea sellers in the scenery.,There was at least one tea seller in the scenery.
seventeen-twenty-nine,There are seventeen clinics in the city.,There are twenty clinics in the city.,There aren't seventeen clinics in the city.,There aren't twenty clinics in the city.,There aren't more than seventeen clinics in the city.,"There are seventeen clinics in the city, even twenty clinics.","There are seventeen clinics in the city, maybe even twenty clinics.","There are seventeen clinics in the city, but there aren't twenty clinics.","There aren't twenty clinics in the city, there aren't even seventeen clinics.","There aren't twenty clinics in the city, maybe there aren't even seventeen clinics.","There aren't twenty clinics in the city, but there are seventeen clinics.",There are fewer than seventeen clinics in the city.,There are at most sixteen clinics in the city.,There is at least one clinic in the city.
seventeen-twenty-nine,He has seventeen stitches in his body.,He has twenty stitches in his body.,He doesn't have seventeen stitches in his body.,He doesn't have twenty stitches in his body.,He doesn't have more than seventeen stitches in his body.,"He has seventeen stitches in his body, in fact twenty stitches.","He has seventeen stitches in his body, maybe even twenty stitches.","He has seventeen stitches in his body, but not twenty stitches.","He doesn't have twenty stitches in his body, in fact not even seventeen.","He doesn't have twenty stitches in his body, maybe not even seventeen.","He doesn't have twenty stitches in his body, but he has seventeen.",He has fewer than seventeen stitches in his body.,He has at most sixteen stitches in his body.,He has at least one stitch in his body.
seventeen-twenty-nine,The limousine has seventeen liters of gasoline.,The limousine has twenty liters of gasoline.,The limousine doesn't have seventeen liters of gasoline.,The limousine doesn't have twenty liters of gasoline.,The limousine doesn't have more than seventeen liters of gasoline.,"The limousine has seventeen liters of gasoline, in fact twenty liters.","The limousine has seventeen liters of gasoline, maybe even twenty liters.","The limousine has seventeen liters of gasoline, but not twenty liters.","The limousine doesn't have twenty liters of gasoline, in fact not even seventeen.","The limousine doesn't have twenty liters of gasoline, maybe not even seventeen.","The limousine doesn't have twenty liters of gasoline, but it has seventeen.",The limousine has less than seventeen liters of gasoline.,The limousine has at most sixteen liters of gasoline.,The limousine has at least one liter of gasoline.
seventeen-twenty-nine,Seventeen people are waiting in front of the door.,Twenty people are waiting in front of the door.,Seventeen people are not waiting in front of the door.,Twenty people are not waiting in front of the door.,More than seventeen people are not waiting in front of the door.,"Seventeen people are waiting in front of the door, in fact twenty people.","Seventeen people are waiting in front of the door, maybe even twenty people.","Seventeen people are waiting in front of the door, but not twenty people.","Twenty people are not waiting in front of the door, in fact not even seventeen.","Twenty people are not waiting in front of the door, maybe not even seventeen.","Twenty people are not waiting in front of the door, but seventeen are.",Fewer than seventeen people are waiting in front of the door.,At most sixteen people are waiting in front of the door.,At least one person is waiting in front of the door.
seventeen-twenty-nine,There were seventeen roads behind the door.,There were twenty roads behind the door.,There were no seventeen roads behind the door.,There were no twenty roads behind the door.,There were no more than seventeen roads behind the door.,"There were seventeen roads behind the door, in fact twenty roads.","There were seventeen roads behind the door, maybe even twenty roads.","There were seventeen roads behind the door, but not twenty roads.","There were no twenty roads behind the door, in fact not even seventeen.","There were no twenty roads behind the door, maybe not even seventeen.","There were no twenty roads behind the door, but there were seventeen.",There were fewer than seventeen roads behind the door.,There were at most sixteen roads behind the door.,There was at least one road behind the door.
seventeen-twenty-nine,Seventeen prosecutors examined the documents.,Twenty prosecutors examined the documents.,Seventeen prosecutors did not examine the documents.,Twenty prosecutors did not examine the documents.,More than seventeen prosecutors did not examine the documents.,"Seventeen prosecutors examined the documents, in fact twenty prosecutors.","Seventeen prosecutors examined the documents, perhaps even twenty prosecutors.","Seventeen prosecutors examined the documents, but not twenty prosecutors.","Twenty prosecutors did not examine the documents, in fact not even seventeen.","Twenty prosecutors did not examine the documents, perhaps not even seventeen.","Twenty prosecutors did not examine the documents, but seventeen did.",Fewer than seventeen prosecutors examined the documents.,At most sixteen prosecutors examined the documents.,At least one prosecutor examined the documents.
seventeen-twenty-nine,The court has seventeen employees.,The court has twenty employees.,The court does not have seventeen employees.,The court does not have twenty employees.,The court does not have more than seventeen employees.,"The court has seventeen employees, in fact twenty employees.","The court has seventeen employees, maybe even twenty employees.","The court has seventeen employees, but not twenty employees.","The court does not have twenty employees, in fact not even seventeen.","The court does not have twenty employees, maybe not even seventeen.","The court does not have twenty employees, but it has seventeen.",The court has fewer than seventeen employees.,The court has at most sixteen employees.,The court has at least one employee.
seventeen-twenty-nine,Seventeen people are responsible for the decisions.,Twenty people are responsible for the decisions.,Seventeen people are not responsible for the decisions.,Twenty people are not responsible for the decisions.,More than seventeen people are not responsible for the decisions.,"Seventeen people are responsible for the decisions, in fact twenty people.","Seventeen people are responsible for the decisions, maybe even twenty people.","Seventeen people are responsible for the decisions, but not twenty people.","Twenty people are not responsible for the decisions, in fact not even seventeen.","Twenty people are not responsible for the decisions, maybe not even seventeen.","Twenty people are not responsible for the decisions, but seventeen are.",Fewer than seventeen people are responsible for the decisions.,At most sixteen people are responsible for the decisions.,At least one person is responsible for the decisions.
seventeen-twenty-nine,Fatma visited seventeen hospitals.,Fatma visited twenty hospitals.,Fatma did not visit seventeen hospitals.,Fatma did not visit twenty hospitals.,Fatma did not visit more than seventeen hospitals.,"Fatma visited seventeen hospitals, in fact twenty hospitals.","Fatma visited seventeen hospitals, maybe even twenty hospitals.","Fatma visited seventeen hospitals, but not twenty hospitals.","Fatma did not visit twenty hospitals, in fact not even seventeen.","Fatma did not visit twenty hospitals, maybe not even seventeen.","Fatma did not visit twenty hospitals, but she visited seventeen.",Fatma visited fewer than seventeen hospitals.,Fatma visited at most sixteen hospitals.,Fatma visited at least one hospital.
seventeen-twenty-nine,I saw seventeen varieties of tropical fruits.,I saw twenty varieties of tropical fruits.,I did not see seventeen varieties of tropical fruits.,I did not see twenty varieties of tropical fruits.,I did not see more than seventeen varieties of tropical fruits.,"I saw seventeen varieties of tropical fruits, in fact twenty varieties.","I saw seventeen varieties of tropical fruits, maybe even twenty varieties.","I saw seventeen varieties of tropical fruits, but not twenty varieties.","I did not see twenty varieties of tropical fruits, in fact not even seventeen.","I did not see twenty varieties of tropical fruits, maybe not even seventeen.","I did not see twenty varieties of tropical fruits, but I saw seventeen.",I saw fewer than seventeen varieties of tropical fruits.,I saw at most sixteen varieties of tropical fruits.,I saw at least one variety of tropical fruits.
seventeen-twenty-nine,The geography book has seventeen pages.,The geography book has twenty pages.,The geography book does not have seventeen pages.,The geography book does not have twenty pages.,The geography book does not have more than seventeen pages.,"The geography book has seventeen pages, in fact twenty pages.","The geography book has seventeen pages, maybe even twenty pages.","The geography book has seventeen pages, but not twenty pages.","The geography book does not have twenty pages, in fact not even seventeen.","The geography book does not have twenty pages, maybe not even seventeen.","The geography book does not have twenty pages, but it has seventeen.",The geography book has fewer than seventeen pages.,The geography book has at most sixteen pages.,The geography book has at least one page.
seventeen-twenty-nine,There are seventeen marketers at the meeting.,There are twenty marketers at the meeting.,There aren't seventeen marketers at the meeting.,There aren't twenty marketers at the meeting.,There aren't more than seventeen marketers at the meeting.,"There are seventeen marketers at the meeting, even twenty marketers.","There are seventeen marketers at the meeting, maybe even twenty marketers.",There are seventeen marketers at the meeting but there aren't twenty marketers.,"There aren't twenty marketers at the meeting, not even seventeen marketers.","There aren't twenty marketers at the meeting, maybe not even seventeen marketers.","There aren't twenty marketers at the meeting, but there are seventeen marketers.",There are fewer than seventeen marketers at the meeting.,There are at most sixteen marketers at the meeting.,There is at least one marketer at the meeting.
seventeen-twenty-nine,We ate seventeen kinds of fish.,We ate twenty kinds of fish.,We didn't eat seventeen kinds of fish.,We didn't eat twenty kinds of fish.,We didn't eat more than seventeen kinds of fish.,"We ate seventeen kinds of fish, even twenty kinds.","We ate seventeen kinds of fish, maybe even twenty kinds.","We ate seventeen kinds of fish, but we didn't eat twenty kinds.","We didn't eat twenty kinds of fish, not even seventeen kinds.","We didn't eat twenty kinds of fish, maybe not even seventeen kinds.","We didn't eat twenty kinds of fish, but we ate seventeen kinds.",We ate fewer than seventeen kinds of fish.,We ate at most sixteen kinds of fish.,We ate at least one kind of fish.
seventeen-twenty-nine,Seventeen candles melted.,Twenty candles melted.,Seventeen candles didn't melt.,Twenty candles didn't melt.,More than seventeen candles didn't melt.,"Seventeen candles melted, even twenty candles melted.","Seventeen candles melted, maybe even twenty candles melted.","Seventeen candles melted, but twenty candles didn't melt.","Twenty candles didn't melt, not even seventeen candles melted.","Twenty candles didn't melt, maybe not even seventeen candles melted.","Twenty candles didn't melt, but seventeen candles melted.",Fewer than seventeen candles melted.,At most sixteen candles melted.,At least one candle melted.
seventeen-twenty-nine,He visited seventeen cities.,He visited twenty cities.,He didn't visit seventeen cities.,He didn't visit twenty cities.,He didn't visit more than seventeen cities.,"He visited seventeen cities, he even visited twenty cities.","He visited seventeen cities, maybe he even visited twenty cities.","He visited seventeen cities, but he didn't visit twenty cities.","He didn't visit twenty cities, he didn't even visit seventeen cities.","He didn't visit twenty cities, maybe he didn't even visit seventeen cities.","He didn't visit twenty cities, but he visited seventeen cities.",He visited fewer than seventeen cities.,He visited at most sixteen cities.,He visited at least one city.
seventeen-twenty-nine,There are seventeen drawers in our house.,There are twenty drawers in our house.,There aren't seventeen drawers in our house.,There aren't twenty drawers in our house.,There aren't more than seventeen drawers in our house.,"There are seventeen drawers in our house, even twenty drawers.","There are seventeen drawers in our house, maybe even twenty drawers.","There are seventeen drawers in our house, but there aren't twenty drawers.","There aren't twenty drawers in our house, not even seventeen drawers.","There aren't twenty drawers in our house, maybe not even seventeen drawers.","There aren't twenty drawers in our house, but there are seventeen drawers.",There are fewer than seventeen drawers in our house.,There are at most sixteen drawers in our house.,There is at least one drawer in our house.
seventeen-twenty-nine,There are seventeen kinds of tea in this cafe.,There are twenty kinds of tea in this cafe.,There aren't seventeen kinds of tea in this cafe.,There aren't twenty kinds of tea in this cafe.,There aren't more than seventeen kinds of tea in this cafe.,"There are seventeen kinds of tea in this cafe, even twenty kinds.","There are seventeen kinds of tea in this cafe, maybe even twenty kinds.","There are seventeen kinds of tea in this cafe, but there aren't twenty kinds.","There aren't twenty kinds of tea in this cafe, not even seventeen kinds.","There aren't twenty kinds of tea in this cafe, maybe not even seventeen kinds.","There aren't twenty kinds of tea in this cafe, but there are seventeen kinds.",There are fewer than seventeen kinds of tea in this cafe.,There are at most sixteen kinds of tea in this cafe.,There is at least one kind of tea in this cafe.
seventeen-twenty-nine,Seventeen people died last year.,Twenty people died last year.,Seventeen people didn't die last year.,Twenty people didn't die last year.,More than seventeen people didn't die last year.,"Seventeen people died last year, even twenty people died.","Seventeen people died last year, maybe even twenty people died.","Seventeen people died last year, but twenty people didn't die.","Twenty people didn't die last year, not even seventeen people died.","Twenty people didn't die last year, maybe not even seventeen people died.","Twenty people didn't die last year, but seventeen people died.",Fewer than seventeen people died last year.,At most sixteen people died last year.,At least one person died last year.
seventeen-twenty-nine,There are seventeen tissues in the package.,There are twenty tissues in the package.,There aren't seventeen tissues in the package.,There aren't twenty tissues in the package.,There aren't more than seventeen tissues in the package.,"There are seventeen tissues in the package, even twenty tissues.","There are seventeen tissues in the package, maybe even twenty tissues.","There are seventeen tissues in the package, but there aren't twenty tissues.","There aren't twenty tissues in the package, not even seventeen tissues.","There aren't twenty tissues in the package, maybe not even seventeen tissues.","There aren't twenty tissues in the package, but there are seventeen tissues.",There are fewer than seventeen tissues in the package.,There are at most sixteen tissues in the package.,There is at least one tissue in the package.
seventeen-twenty-nine,He has directed seventeen people to this project.,He has directed twenty people to this project.,He didn't direct seventeen people to this project.,He didn't direct twenty people to this project.,He didn't direct more than seventeen people to this project.,"He directed seventeen people to this project, he even directed twenty people.","He directed seventeen people to this project, maybe he even directed twenty people.","He directed seventeen people to this project, but he didn't direct twenty people.","He didn't direct twenty people to this project, he didn't even direct seventeen people.","He didn't direct twenty people to this project, maybe he didn't even direct seventeen people.","He didn't direct twenty people to this project, but he directed seventeen people.",He directed fewer than seventeen people to this project.,He directed at most sixteen people to this project.,He directed at least one person to this project.
seventeen-twenty-nine,There are seventeen dogs in the kennel.,There are twenty dogs in the kennel.,There aren't seventeen dogs in the kennel.,There aren't twenty dogs in the kennel.,There aren't more than seventeen dogs in the kennel.,"There are seventeen dogs in the kennel, even twenty dogs.","There are seventeen dogs in the kennel, maybe even twenty dogs.","There are seventeen dogs in the kennel, but there aren't twenty dogs.","There aren't twenty dogs in the kennel, not even seventeen dogs.","There aren't twenty dogs in the kennel, maybe not even seventeen dogs.","There aren't twenty dogs in the kennel, but there are seventeen dogs.",There are fewer than seventeen dogs in the kennel.,There are at most sixteen dogs in the kennel.,There is at least one dog in the kennel.
twenty-four-thirty-six,Twenty men have been seen.,Four men have been seen.,Twenty men have not been seen.,Four men have not been seen.,More than twenty men have not been seen.,"Twenty men have been seen, in fact four men have been seen.","Twenty men have been seen, maybe even four men have been seen.","Twenty men have been seen, but four men have not been seen.","Four men have not been seen, in fact not even twenty men have been seen.","Four men have not been seen, maybe not even twenty men have been seen.","Four men have not been seen, but twenty men have been seen.",Less than twenty men have been seen.,At most twenty-three men have been seen.,At least one man has been seen.
twenty-four-thirty-six,Twenty players will play.,Four players will play.,Twenty players will not play.,Four players will not play.,More than twenty players will not play.,"Twenty players will play, in fact four players will play.","Twenty players will play, maybe even four players will play.","Twenty players will play, but four players will not play.","Four players will not play, in fact not even twenty players will play.","Four players will not play, maybe not even twenty players will play.","Four players will not play, but twenty players will play.",Less than twenty players will play.,At most twenty-three players will play.,At least one player will play.
twenty-four-thirty-six,I hit twenty times.,I hit four times.,I didn't hit twenty times.,I didn't hit four times.,I didn't hit more than twenty times.,"I hit twenty times, in fact I hit four times.","I hit twenty times, maybe even four times.",I hit twenty times but I didn't hit four times.,"I didn't hit four times, in fact I didn't even hit twenty times.","I didn't hit four times, maybe I didn't even hit twenty times.","I didn't hit four times, but I hit twenty times.",I hit less than twenty times.,I hit at most twenty-three times.,I hit at least once.
twenty-four-thirty-six,It consists of twenty parts.,It consists of four parts.,It does not consist of twenty parts.,It does not consist of four parts.,It does not consist of more than twenty parts.,"It consists of twenty parts, in fact it consists of four parts.","It consists of twenty parts, maybe even four parts.","It consists of twenty parts, but it does not consist of four parts.","It does not consist of four parts, in fact it does not even consist of twenty parts.","It does not consist of four parts, maybe it does not even consist of twenty parts.","It does not consist of four parts, but it consists of twenty parts.",It consists of less than twenty parts.,It consists of at most twenty-three parts.,It consists of at least one part.
twenty-four-thirty-six,They brought twenty poles.,They brought four poles.,They didn't bring twenty poles.,They didn't bring four poles.,They didn't bring more than twenty poles.,"They brought twenty poles, in fact they brought four poles.","They brought twenty poles, maybe even four poles.","They brought twenty poles, but they didn't bring four poles.","They didn't bring four poles, in fact they didn't even bring twenty poles.","They didn't bring four poles, maybe they didn't even bring twenty poles.","They didn't bring four poles, but they brought twenty poles.",They brought less than twenty poles.,They brought at most twenty-three poles.,They brought at least one pole.
twenty-four-thirty-six,The campaign consists of twenty ads.,The campaign consists of four ads.,The campaign does not consist of twenty ads.,The campaign does not consist of four ads.,The campaign does not consist of more than twenty ads.,"The campaign consists of twenty ads, in fact it consists of four ads.","The campaign consists of twenty ads, maybe even four ads.","The campaign consists of twenty ads, but it does not consist of four ads.","The campaign does not consist of four ads, in fact it does not even consist of twenty ads.","The campaign does not consist of four ads, maybe it does not even consist of twenty ads.","The campaign does not consist of four ads, but it consists of twenty ads.",The campaign consists of less than twenty ads.,The campaign consists of at most twenty-three ads.,The campaign consists of at least one ad.
twenty-four-thirty-six,Twenty kilograms of oranges are at home.,Four kilograms of oranges are at home.,Twenty kilograms of oranges are not at home.,Four kilograms of oranges are not at home.,More than twenty kilograms of oranges are not at home.,"Twenty kilograms of oranges are at home, in fact four kilograms of oranges are at home.","Twenty kilograms of oranges are at home, maybe even four kilograms of oranges are at home.","Twenty kilograms of oranges are at home, but four kilograms of oranges are not at home.","Four kilograms of oranges are not at home, in fact not even twenty kilograms of oranges are at home.","Four kilograms of oranges are not at home, maybe not even twenty kilograms of oranges are at home.","Four kilograms of oranges are not at home, but twenty kilograms of oranges are at home.",Less than twenty kilograms of oranges are at home.,At most twenty-three kilograms of oranges are at home.,At least one kilogram of oranges is at home.
twenty-four-thirty-six,He has lost twenty documents.,He has lost four documents.,He has not lost twenty documents.,He has not lost four documents.,He has not lost more than twenty documents.,"He has lost twenty documents, in fact he has lost four documents.","He has lost twenty documents, maybe even four documents.","He has lost twenty documents, but he has not lost four documents.","He has not lost four documents, in fact he has not even lost twenty documents.","He has not lost four documents, maybe he has not even lost twenty documents.","He has not lost four documents, but he has lost twenty documents.",He has lost less than twenty documents.,He has lost at most twenty-three documents.,He has lost at least one document.
twenty-four-thirty-six,I counted twenty lines.,I counted four lines.,I didn't count twenty lines.,I didn't count four lines.,I didn't count more than twenty lines.,"I counted twenty lines, in fact I counted four lines.","I counted twenty lines, maybe even four lines.","I counted twenty lines, but I didn't count four lines.","I didn't count four lines, in fact I didn't even count twenty lines.","I didn't count four lines, maybe I didn't even count twenty lines.","I didn't count four lines, but I counted twenty lines.",I counted less than twenty lines.,I counted at most twenty-three lines.,I counted at least one line.
twenty-four-thirty-six,There are twenty flags.,There are four flags.,There are no twenty flags.,There are no four flags.,There are no more than twenty flags.,"There are twenty flags, in fact there are four flags.","There are twenty flags, maybe even four flags.","There are twenty flags, but there are no four flags.","There are no four flags, in fact there are not even twenty flags.","There are no four flags, maybe there are not even twenty flags.","There are no four flags, but there are twenty flags.",There are less than twenty flags.,There are at most twenty-three flags.,There is at least one flag.
