scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
affordable-cheap ,"When I started university, the houses I rented were affordable.","When I started university, the houses I rented were cheap.","When I started university, the houses I rented were not affordable.","When I started university, the houses I rented were not cheap.","When I started university, the houses I rented were affordable, even cheap.","When I started university, the houses I rented were affordable, maybe even cheap.","When I started university, the houses I rented were affordable but not cheap.","When I started university, the houses I rented were not cheap, not even affordable.","When I started university, the houses I rented were not cheap, maybe not even affordable.","When I started university, the houses I rented were not cheap but were affordable."
affordable-cheap ,Weapons sold during wartime were affordable.  ,Weapons sold during wartime were cheap.  ,Weapons sold during wartime were not affordable.  ,Weapons sold during wartime were not cheap.  ,"Weapons sold during wartime were affordable, even cheap.  ","Weapons sold during wartime were affordable, maybe even cheap.  ",Weapons sold during wartime were affordable but not cheap.  ,"Weapons sold during wartime were not cheap, not even affordable.  ","Weapons sold during wartime were not cheap, maybe not even affordable.  ",Weapons sold during wartime were not cheap but were affordable.  
affordable-cheap ,Shipping cargo to Indonesia is affordable.,Shipping cargo to Indonesia is cheap.,Shipping cargo to Indonesia is not affordable.,Shipping cargo to Indonesia is not cheap.,"Shipping cargo to Indonesia is affordable, even cheap.","Shipping cargo to Indonesia is affordable, perhaps even cheap.",Shipping cargo to Indonesia is affordable but not cheap.,"Shipping cargo to Indonesia is not cheap, not even affordable.","Shipping cargo to Indonesia is not cheap, perhaps not even affordable.",Shipping cargo to Indonesia is not cheap but it is affordable.
affordable-cheap ,Climbing clothes used to be affordable.  ,Climbing clothes used to be cheap.  ,Climbing clothes didn't used to be affordable.  ,Climbing clothes didn't used to be cheap.  ,"Climbing clothes used to be affordable, even cheap.  ","Climbing clothes used to be affordable, perhaps even cheap.  ",Climbing clothes used to be affordable but not cheap.  ,"Climbing clothes used to be not cheap, not even affordable.  ","Climbing clothes used to be not cheap, perhaps not even affordable.  ",Climbing clothes used to be not cheap but affordable.  
unfortunate-disastrous ,Your statements after the match were unfortunate.,Your statements after the match were disastrous.,Your statements after the match were not unfortunate.,Your statements after the match were not disastrous.,"Your statements after the match were unfortunate, even disastrous.","Your statements after the match were unfortunate, maybe even disastrous.",Your statements after the match were unfortunate but not disastrous.,"Your statements after the match were not disastrous, not even unfortunate.","Your statements after the match were not disastrous, maybe not even unfortunate.",Your statements after the match were not disastrous but unfortunate.
unfortunate-disastrous ,The situation the company is facing is unfortunate.  ,The situation the company is facing is disastrous.  ,The situation the company is facing is not unfortunate.  ,The situation the company is facing is not disastrous.  ,"The situation the company is facing is unfortunate, even disastrous.  ","The situation the company is facing is unfortunate, perhaps disastrous.  ",The situation the company is facing is unfortunate but not disastrous.  ,"The situation the company is facing is not disastrous, in fact, it is not even unfortunate.  ","The situation the company is facing is not disastrous, maybe not even unfortunate.  ",The situation the company is facing is not disastrous but unfortunate.  
unfortunate-disastrous ,Your stance on this matter is unfortunate.  ,Your stance on this matter is disastrous.  ,Your stance on this matter is not unfortunate.  ,Your stance on this matter is not disastrous.  ,"Your stance on this matter is unfortunate, even disastrous.  ","Your stance on this matter is unfortunate, perhaps even disastrous.  ",Your stance on this matter is unfortunate but not disastrous.  ,"Your stance on this matter is not disastrous, not even unfortunate.  ","Your stance on this matter is not disastrous, maybe not even unfortunate.  ",Your stance on this matter is not disastrous but unfortunate.  
unfortunate-disastrous ,The treatment of the painting is unfortunate.  ,The treatment of the painting is disastrous.  ,The treatment of the painting is not unfortunate.  ,The treatment of the painting is not disastrous.  ,"The treatment of the painting is unfortunate, even disastrous.  ","The treatment of the painting is unfortunate, perhaps even disastrous.  ",The treatment of the painting is unfortunate but not disastrous.  ,"The treatment of the painting is not disastrous, not even unfortunate.  ","The treatment of the painting is not disastrous, maybe not even unfortunate.  ",The treatment of the painting is not disastrous but unfortunate.  
unfortunate-disastrous ,The topics you mentioned in your book were unfortunate.  ,The topics you mentioned in your book were disastrous.  ,The topics you mentioned in your book were not unfortunate.  ,The topics you mentioned in your book were not disastrous.  ,"The topics you mentioned in your book were unfortunate, even disastrous.  ","The topics you mentioned in your book were unfortunate, perhaps even disastrous.  ",The topics you mentioned in your book were unfortunate but not disastrous.  ,"The topics you mentioned in your book were not disastrous, not even unfortunate.  ","The topics you mentioned in your book were not disastrous, perhaps not even unfortunate.  ",The topics you mentioned in your book were not disastrous but they were unfortunate.  
unfortunate-disastrous ,The accident he had after getting his driver's license was unfortunate.,The accident he had after getting his driver's license was disastrous.,The accident he had after getting his driver's license was not unfortunate.,The accident he had after getting his driver's license was not disastrous.,"The accident he had after getting his driver's license was unfortunate, even disastrous.","The accident he had after getting his driver's license was unfortunate, perhaps even disastrous.",The accident he had after getting his driver's license was unfortunate but not disastrous.,"The accident he had after getting his driver's license was not disastrous, not even unfortunate.","The accident he had after getting his driver's license was not disastrous, maybe not even unfortunate.",The accident he had after getting his driver's license was not disastrous but it was unfortunate.
unfortunate-disastrous ,The events we encountered while being so excited are unfortunate.,The events we encountered while being so excited are disastrous.,The events we encountered while being so excited are not unfortunate.,The events we encountered while being so excited are not disastrous.,"The events we encountered while being so excited are unfortunate, even disastrous.","The events we encountered while being so excited are unfortunate, perhaps even disastrous.",The events we encountered while being so excited are unfortunate but not disastrous.,"The events we encountered while being so excited are not disastrous, not even unfortunate.","The events we encountered while being so excited are not disastrous, maybe not even unfortunate.",The events we encountered while being so excited are not disastrous but unfortunate.
unfortunate-disastrous ,The situation our forests are facing is unfortunate.  ,The situation our forests are facing is disastrous.  ,The situation our forests are facing is not unfortunate.  ,The situation our forests are facing is not disastrous.  ,"The situation our forests are facing is unfortunate, even disastrous.  ","The situation our forests are facing is unfortunate, perhaps even disastrous.  ",The situation our forests are facing is unfortunate but not disastrous.  ,"The situation our forests are facing is not disastrous, not even unfortunate.  ","The situation our forests are facing is not disastrous, perhaps not even unfortunate.  ",The situation our forests are facing is not disastrous but unfortunate.  
unfortunate-disastrous ,Developments in the field of technology and politics are unfortunate.,Developments in the field of technology and politics are disastrous.,Developments in the field of technology and politics are not unfortunate.,Developments in the field of technology and politics are not disastrous.,"Developments in the field of technology and politics are unfortunate, even disastrous.","Developments in the field of technology and politics are unfortunate, perhaps even disastrous.",Developments in the field of technology and politics are unfortunate but not disastrous.,"Developments in the field of technology and politics are not disastrous, not even unfortunate.","Developments in the field of technology and politics are not disastrous, maybe not even unfortunate.",Developments in the field of technology and politics are not disastrous but unfortunate.
unfortunate-disastrous ,The outcome of the company's investments last year was unfortunate.  ,The outcome of the company's investments last year was disastrous.  ,The outcome of the company's investments last year was not unfortunate.  ,The outcome of the company's investments last year was not disastrous.  ,"The outcome of the company's investments last year was unfortunate, even disastrous.  ","The outcome of the company's investments last year was unfortunate, maybe even disastrous.  ",The outcome of the company's investments last year was unfortunate but not disastrous.  ,"The outcome of the company's investments last year was not disastrous, not even unfortunate.  ","The outcome of the company's investments last year was not disastrous, maybe not even unfortunate.  ",The outcome of the company's investments last year was not disastrous but was unfortunate.  
unfortunate-disastrous ,"While happily wandering, the news they received was unfortunate.","While happily wandering, the news they received was disastrous.","While happily wandering, the news they received was not unfortunate.","While happily wandering, the news they received was not disastrous.","While happily wandering, the news they received was unfortunate, even disastrous.","While happily wandering, the news they received was unfortunate, perhaps even disastrous.","While happily wandering, the news they received was unfortunate but not disastrous.","While happily wandering, the news they received was not disastrous, not even unfortunate.","While happily wandering, the news they received was not disastrous, maybe not even unfortunate.","While happily wandering, the news they received was not disastrous but unfortunate."
unfortunate-disastrous ,"This discovery, resulting from billions poured into investment, is unfortunate.  ","This discovery, resulting from billions poured into investment, is disastrous.  ","This discovery, resulting from billions poured into investment, is not unfortunate.  ","This discovery, resulting from billions poured into investment, is not disastrous.  ","This discovery, resulting from billions poured into investment, is unfortunate, even disastrous.  ","This discovery, resulting from billions poured into investment, is unfortunate, perhaps even disastrous.  ","This discovery, resulting from billions poured into investment, is unfortunate but not disastrous.  ","This discovery, resulting from billions poured into investment, is not disastrous, not even unfortunate.  ","This discovery, resulting from billions poured into investment, is not disastrous, perhaps not even unfortunate.  ","This discovery, resulting from billions poured into investment, is not disastrous but unfortunate.  "
unfortunate-disastrous ,The coincidences he encountered in his job are unfortunate.,The coincidences he encountered in his job are disastrous.,The coincidences he encountered in his job are not unfortunate.,The coincidences he encountered in his job are not disastrous.,"The coincidences he encountered in his job are unfortunate, even disastrous.","The coincidences he encountered in his job are unfortunate, perhaps even disastrous.",The coincidences he encountered in his job are unfortunate but not disastrous.,"The coincidences he encountered in his job are not disastrous, not even unfortunate.","The coincidences he encountered in his job are not disastrous, maybe not even unfortunate.",The coincidences he encountered in his job are not disastrous but unfortunate.
unfortunate-disastrous ,The things that happened to him after he moved into his new house were unfortunate.  ,The things that happened to him after he moved into his new house were disastrous.  ,The things that happened to him after he moved into his new house were not unfortunate.  ,The things that happened to him after he moved into his new house were not disastrous.  ,"The things that happened to him after he moved into his new house were unfortunate, even disastrous.  ","The things that happened to him after he moved into his new house were unfortunate, perhaps even disastrous.  ",The things that happened to him after he moved into his new house were unfortunate but not disastrous.  ,"The things that happened to him after he moved into his new house were not disastrous, not even unfortunate.  ","The things that happened to him after he moved into his new house were not disastrous, perhaps not even unfortunate.  ",The things that happened to him after he moved into his new house were not disastrous but unfortunate.  
unfortunate-disastrous ,The storm that occurred in the small village is unfortunate.  ,The storm that occurred in the small village is disastrous.  ,The storm that occurred in the small village is not unfortunate.  ,The storm that occurred in the small village is not disastrous.  ,"The storm that occurred in the small village is unfortunate, even disastrous.  ","The storm that occurred in the small village is unfortunate, perhaps even disastrous.  ",The storm that occurred in the small village is unfortunate but not disastrous.  ,"The storm that occurred in the small village is not disastrous, not even unfortunate.  ","The storm that occurred in the small village is not disastrous, perhaps not even unfortunate.  ",The storm that occurred in the small village is not disastrous but unfortunate.  
unfortunate-disastrous ,The protest against this board of directors is unfortunate.  ,The protest against this board of directors is disastrous.  ,The protest against this board of directors is not unfortunate.  ,The protest against this board of directors is not disastrous.  ,"The protest against this board of directors is unfortunate, even disastrous.  ","The protest against this board of directors is unfortunate, perhaps even disastrous.  ",The protest against this board of directors is unfortunate but not disastrous.  ,"The protest against this board of directors is not disastrous, not even unfortunate.  ","The protest against this board of directors is not disastrous, maybe not even unfortunate.  ",The protest against this board of directors is not disastrous but unfortunate.  
unfortunate-disastrous ,The epidemic that broke out after starting a new business was unfortunate.  ,The epidemic that broke out after starting a new business was disastrous.  ,The epidemic that broke out after starting a new business was not unfortunate.  ,The epidemic that broke out after starting a new business was not disastrous.  ,"The epidemic that broke out after starting a new business was unfortunate, even disastrous.  ","The epidemic that broke out after starting a new business was unfortunate, perhaps even disastrous.  ",The epidemic that broke out after starting a new business was unfortunate but not disastrous.  ,"The epidemic that broke out after starting a new business was not disastrous, not even unfortunate.  ","The epidemic that broke out after starting a new business was not disastrous, maybe not even unfortunate.  ",The epidemic that broke out after starting a new business was not disastrous but it was unfortunate.  
unfortunate-disastrous ,This assassination in the well-run country was unfortunate.,This assassination in the well-run country was disastrous.,This assassination in the well-run country was not unfortunate.,This assassination in the well-run country was not disastrous.,"This assassination in the well-run country was unfortunate, even disastrous.","This assassination in the well-run country was unfortunate, perhaps even disastrous.",This assassination in the well-run country was unfortunate but not disastrous.,"This assassination in the well-run country was not disastrous, in fact, not even unfortunate.","This assassination in the well-run country was not disastrous, perhaps not even unfortunate.",This assassination in the well-run country was not disastrous but it was unfortunate.
unfortunate-disastrous ,The diplomatic crisis is unfortunate.  ,The diplomatic crisis is disastrous.  ,The diplomatic crisis is not unfortunate.  ,The diplomatic crisis is not disastrous.  ,"The diplomatic crisis is unfortunate, even disastrous.  ","The diplomatic crisis is unfortunate, maybe even disastrous.  ",The diplomatic crisis is unfortunate but not disastrous.  ,"The diplomatic crisis is not disastrous, not even unfortunate.  ","The diplomatic crisis is not disastrous, maybe not even unfortunate.  ",The diplomatic crisis is not disastrous but unfortunate.  
unfortunate-disastrous ,This scandal related to his ex-wife was unfortunate.  ,This scandal related to his ex-wife was disastrous.  ,This scandal related to his ex-wife was not unfortunate.  ,This scandal related to his ex-wife was not disastrous.  ,"This scandal related to his ex-wife was unfortunate, even disastrous.  ","This scandal related to his ex-wife was unfortunate, perhaps even disastrous.  ",This scandal related to his ex-wife was unfortunate but not disastrous.  ,"This scandal related to his ex-wife was not disastrous, not even unfortunate.  ","This scandal related to his ex-wife was not disastrous, perhaps not even unfortunate.  ",This scandal related to his ex-wife was not disastrous but unfortunate.  
unfortunate-disastrous ,His declaration of war to the European states was unfortunate.  ,His declaration of war to the European states was disastrous.  ,His declaration of war to the European states was not unfortunate.  ,His declaration of war to the European states was not disastrous.  ,"His declaration of war to the European states was unfortunate, even disastrous.  ","His declaration of war to the European states was unfortunate, perhaps even disastrous.  ",His declaration of war to the European states was unfortunate but not disastrous.  ,"His declaration of war to the European states was not disastrous, not even unfortunate.  ","His declaration of war to the European states was not disastrous, maybe not even unfortunate.  ",His declaration of war to the European states was not disastrous but unfortunate.  
unfortunate-disastrous ,This exhibition he hardly thought about was unfortunate.  ,This exhibition he hardly thought about was disastrous.  ,This exhibition he hardly thought about was not unfortunate.  ,This exhibition he hardly thought about was not disastrous.  ,"This exhibition he hardly thought about was unfortunate, even disastrous.  ","This exhibition he hardly thought about was unfortunate, perhaps even disastrous.  ",This exhibition he hardly thought about was unfortunate but not disastrous.  ,"This exhibition he hardly thought about was not disastrous, in fact, it was not even unfortunate.  ","This exhibition he hardly thought about was not disastrous, perhaps not even unfortunate.  ",This exhibition he hardly thought about was not disastrous but unfortunate.   
unfortunate-disastrous ,The events occurring at this wedding compared to the first one are unfortunate.  ,The events occurring at this wedding compared to the first one are disastrous.  ,The events occurring at this wedding compared to the first one are not unfortunate.  ,The events occurring at this wedding compared to the first one are not disastrous.  ,"The events occurring at this wedding compared to the first one are unfortunate, even disastrous.  ","The events occurring at this wedding compared to the first one are unfortunate, maybe even disastrous.  ",The events occurring at this wedding compared to the first one are unfortunate but not disastrous.  ,"The events occurring at this wedding compared to the first one are not disastrous, not even unfortunate.  ","The events occurring at this wedding compared to the first one are not disastrous, maybe not even unfortunate.  ",The events occurring at this wedding compared to the first one are not disastrous but unfortunate.  
unfortunate-disastrous ,"Compared to the others, this development is unfortunate.  ","Compared to the others, this development is disastrous.  ","Compared to the others, this development is not unfortunate.  ","Compared to the others, this development is not disastrous.  ","Compared to the others, this development is unfortunate, even disastrous.  ","Compared to the others, this development is unfortunate, perhaps even disastrous.  ","Compared to the others, this development is unfortunate but not disastrous.  ","Compared to the others, this development is not disastrous, not even unfortunate.  ","Compared to the others, this development is not disastrous, maybe not even unfortunate.  ","Compared to the others, this development is not disastrous but unfortunate.  "
unfortunate-disastrous ,The outcome of that sports competition was unfortunate.  ,The outcome of that sports competition was disastrous.  ,The outcome of that sports competition was not unfortunate.  ,The outcome of that sports competition was not disastrous.  ,"The outcome of that sports competition was unfortunate, even disastrous.  ","The outcome of that sports competition was unfortunate, perhaps even disastrous.  ",The outcome of that sports competition was unfortunate but not disastrous.  ,"The outcome of that sports competition was not disastrous, not even unfortunate.  ","The outcome of that sports competition was not disastrous, perhaps not even unfortunate.  ",The outcome of that sports competition was not disastrous but was unfortunate.  
unfortunate-disastrous ,This ceasefire agreement is unfortunate.  ,This ceasefire agreement is disastrous.  ,This ceasefire agreement is not unfortunate.  ,This ceasefire agreement is not disastrous.  ,"This ceasefire agreement is unfortunate, even disastrous.  ","This ceasefire agreement is unfortunate, perhaps even disastrous.  ",This ceasefire agreement is unfortunate but not disastrous.  ,"This ceasefire agreement is not disastrous, not even unfortunate.  ","This ceasefire agreement is not disastrous, perhaps not even unfortunate.  ",This ceasefire agreement is not disastrous but unfortunate.  
unfortunate-disastrous ,Last year's helicopter crash was unfortunate.,Last year's helicopter crash was disastrous.,Last year's helicopter crash was not unfortunate.,Last year's helicopter crash was not disastrous.,"Last year's helicopter crash was unfortunate, even disastrous.","Last year's helicopter crash was unfortunate, perhaps even disastrous.",Last year's helicopter crash was unfortunate but not disastrous.,"Last year's helicopter crash was not disastrous, not even unfortunate.","Last year's helicopter crash was not disastrous, perhaps not even unfortunate.",Last year's helicopter crash was not disastrous but unfortunate.
unfortunate-disastrous ,This drought occurring in Asia is unfortunate for them.,This drought occurring in Asia is disastrous for them.,This drought occurring in Asia is not unfortunate for them.,This drought occurring in Asia is not disastrous for them.,"This drought occurring in Asia is unfortunate for them, even disastrous.","This drought occurring in Asia is unfortunate for them, maybe even disastrous.",This drought occurring in Asia is unfortunate for them but not disastrous.,"This drought occurring in Asia is not disastrous for them, not even unfortunate.","This drought occurring in Asia is not disastrous for them, perhaps not even unfortunate.",This drought occurring in Asia is not disastrous for them but unfortunate.
unfortunate-disastrous ,The strike that occurred just as things were getting on track is unfortunate.  ,The strike that occurred just as things were getting on track is disastrous.  ,The strike that occurred just as things were getting on track is not unfortunate.  ,The strike that occurred just as things were getting on track is not disastrous.  ,"The strike that occurred just as things were getting on track is unfortunate, even disastrous.  ","The strike that occurred just as things were getting on track is unfortunate, perhaps even disastrous.  ",The strike that occurred just as things were getting on track is unfortunate but not disastrous.  ,"The strike that occurred just as things were getting on track is not disastrous, not even unfortunate.  ","The strike that occurred just as things were getting on track is not disastrous, perhaps not even unfortunate.  ",The strike that occurred just as things were getting on track is not disastrous but unfortunate.  
unfortunate-disastrous ,This recession was unfortunate for them.,This recession was disastrous for them.,This recession was not unfortunate for them.,This recession was not disastrous for them.,"This recession was unfortunate for them, even disastrous.","This recession was unfortunate for them, perhaps even disastrous.",This recession was unfortunate for them but not disastrous.,"This recession was not disastrous for them, not even unfortunate.","This recession was not disastrous for them, maybe not even unfortunate.",This recession was not disastrous for them but it was unfortunate.
misleading-false ,The news in the newspaper was misleading.  ,The news in the newspaper was false.  ,The news in the newspaper was not misleading.  ,The news in the newspaper was not false.  ,"The news in the newspaper was misleading, even false.  ","The news in the newspaper was misleading, perhaps even false.  ",The news in the newspaper was misleading but not false.  ,"The news in the newspaper was not false, not even misleading.  ","The news in the newspaper was not false, perhaps not even misleading.  ",The news in the newspaper was not false but it was misleading.  
misleading-false ,The company reports were misleading.,The company reports were false.,The company reports were not misleading.,The company reports were not false.,"The company reports were misleading, even false.","The company reports were misleading, perhaps even false.",The company reports were misleading but not false.,"The company reports were not false, not even misleading.","The company reports were not false, maybe not even misleading.",The company reports were not false but misleading.
misleading-false ,The earthquake test for this apartment is misleading.,The earthquake test for this apartment is false.,The earthquake test for this apartment is not misleading.,The earthquake test for this apartment is not false.,"The earthquake test for this apartment is misleading, even false.","The earthquake test for this apartment is misleading, perhaps even false.",The earthquake test for this apartment is misleading but not false.,"The earthquake test for this apartment is not false, not even misleading.","The earthquake test for this apartment is not false, perhaps not even misleading.",The earthquake test for this apartment is not false but misleading.
misleading-false ,The information about the student club's event was misleading.  ,The information about the student club's event was false.  ,The information about the student club's event was not misleading.  ,The information about the student club's event was not false.  ,"The information about the student club's event was misleading, even false.  ","The information about the student club's event was misleading, perhaps even false.  ",The information about the student club's event was misleading but not false.  ,"The information about the student club's event was not false, not even misleading.  ","The information about the student club's event was not false, maybe not even misleading.  ",The information about the student club's event was not false but misleading.  
misleading-false ,What is said in this company's advertisements is misleading.  ,What is said in this company's advertisements is false.  ,What is said in this company's advertisements is not misleading.  ,What is said in this company's advertisements is not false.  ,"What is said in this company's advertisements is misleading, even false.  ","What is said in this company's advertisements is misleading, maybe even false.  ",What is said in this company's advertisements is misleading but not false.  ,"What is said in this company's advertisements is not false, not even misleading.  ","What is said in this company's advertisements is not false, maybe not even misleading.  ",What is said in this company's advertisements is not false but misleading.  
misleading-false ,The descriptions of your products sold in the market are misleading.  ,The descriptions of your products sold in the market are false.  ,The descriptions of your products sold in the market are not misleading.  ,The descriptions of your products sold in the market are not false.  ,"The descriptions of your products sold in the market are misleading, even false.  ","The descriptions of your products sold in the market are misleading, perhaps even false.  ",The descriptions of your products sold in the market are misleading but not false.  ,"The descriptions of your products sold in the market are not false, not even misleading.  ","The descriptions of your products sold in the market are not false, maybe not even misleading.  ",The descriptions of your products sold in the market are not false but misleading.  
misleading-false ,The statements made about the plane crash are misleading.  ,The statements made about the plane crash are false.  ,The statements made about the plane crash are not misleading.  ,The statements made about the plane crash are not false.  ,"The statements made about the plane crash are misleading, even false.  ","The statements made about the plane crash are misleading, perhaps even false.  ",The statements made about the plane crash are misleading but not false.  ,"The statements made about the plane crash are not false, not even misleading.  ","The statements made about the plane crash are not false, perhaps not even misleading.  ",The statements made about the plane crash are not false but misleading.  
misleading-false ,Politicians' words are misleading.,Politicians' words are false.,Politicians' words are not misleading.,Politicians' words are not false.,"Politicians' words are misleading, even false.","Politicians' words are misleading, perhaps even false.",Politicians' words are misleading but not false.,"Politicians' words are not false, not even misleading.","Politicians' words are not false, maybe not even misleading.",Politicians' words are not false but misleading.
misleading-false ,The things the math teacher explained were misleading.  ,The things the math teacher explained were false.  ,The things the math teacher explained were not misleading.  ,The things the math teacher explained were not false.  ,"The things the math teacher explained were misleading, even false.  ","The things the math teacher explained were misleading, maybe even false.  ",The things the math teacher explained were misleading but not false.  ,"The things the math teacher explained were not false, not even misleading.  ","The things the math teacher explained were not false, maybe not even misleading.  ",The things the math teacher explained were not false but were misleading.  
misleading-false ,The defense presented to the board was misleading.  ,The defense presented to the board was false.  ,The defense presented to the board was not misleading.  ,The defense presented to the board was not false.  ,"The defense presented to the board was misleading, even false.  ","The defense presented to the board was misleading, perhaps even false.  ",The defense presented to the board was misleading but not false.  ,"The defense presented to the board was not false, not even misleading.  ","The defense presented to the board was not false, perhaps not even misleading.  ",The defense presented to the board was not false but misleading.  
misleading-false ,The TV show's ratings from last week were misleading.  ,The TV show's ratings from last week were false.  ,The TV show's ratings from last week were not misleading.  ,The TV show's ratings from last week were not false.  ,"The TV show's ratings from last week were misleading, even false.  ","The TV show's ratings from last week were misleading, maybe even false.  ",The TV show's ratings from last week were misleading but not false.  ,"The TV show's ratings from last week were not false, not even misleading.  ","The TV show's ratings from last week were not false, maybe not even misleading.  ",The TV show's ratings from last week were not false but misleading.  
misleading-false ,What the doctors told us is misleading.  ,What the doctors told us is false.  ,What the doctors told us is not misleading.  ,What the doctors told us is not false.  ,"What the doctors told us is misleading, even false.  ","What the doctors told us is misleading, maybe even false.  ",What the doctors told us is misleading but not false.  ,"What the doctors told us is not false, not even misleading.  ","What the doctors told us is not false, maybe not even misleading.  ",What the doctors told us is not false but misleading.  
misleading-false ,The mayor's campaigns are misleading.  ,The mayor's campaigns are false.  ,The mayor's campaigns are not misleading.  ,The mayor's campaigns are not false.  ,"The mayor's campaigns are misleading, even false.  ","The mayor's campaigns are misleading, maybe even false.  ",The mayor's campaigns are misleading but not false.  ,"The mayor's campaigns are not false, not even misleading.  ","The mayor's campaigns are not false, maybe not even misleading.  ",The mayor's campaigns are not false but misleading.  
misleading-false ,The information spread by social media is misleading.  ,The information spread by social media is false.  ,The information spread by social media is not misleading.  ,The information spread by social media is not false.  ,"The information spread by social media is misleading, even false.  ","The information spread by social media is misleading, perhaps even false.  ",The information spread by social media is misleading but not false.  ,"The information spread by social media is not false, not even misleading.  ","The information spread by social media is not false, maybe not even misleading.  ",The information spread by social media is not false but misleading.  
misleading-false ,The promises about the final version of the project are misleading.  ,The promises about the final version of the project are false.  ,The promises about the final version of the project are not misleading.  ,The promises about the final version of the project are not false.  ,"The promises about the final version of the project are misleading, even false.  ","The promises about the final version of the project are misleading, perhaps even false.  ",The promises about the final version of the project are misleading but not false.  ,"The promises about the final version of the project are not false, not even misleading.  ","The promises about the final version of the project are not false, perhaps not even misleading.  ",The promises about the final version of the project are not false but misleading.  
misleading-false ,The numbers you shared about your store are misleading.,The numbers you shared about your store are false.,The numbers you shared about your store are not misleading.,The numbers you shared about your store are not false.,"The numbers you shared about your store are misleading, even false.","The numbers you shared about your store are misleading, maybe even false.",The numbers you shared about your store are misleading but not false.,"The numbers you shared about your store are not false, not even misleading.","The numbers you shared about your store are not false, maybe not even misleading.",The numbers you shared about your store are not false but misleading.
misleading-false ,The services offered by this company are misleading.  ,The services offered by this company are false.  ,The services offered by this company are not misleading.  ,The services offered by this company are not false.  ,"The services offered by this company are misleading, even false.  ","The services offered by this company are misleading, perhaps even false.  ",The services offered by this company are misleading but not false.  ,"The services offered by this company are not false, not even misleading.  ","The services offered by this company are not false, maybe not even misleading.  ",The services offered by this company are not false but misleading.  
misleading-false ,Our hotel's posters are misleading.  ,Our hotel's posters are false.  ,Our hotel's posters are not misleading.  ,Our hotel's posters are not false.  ,"Our hotel's posters are misleading, even false.  ","Our hotel's posters are misleading, perhaps even false.  ",Our hotel's posters are misleading but not false.  ,"Our hotel's posters are not false, not even misleading.  ","Our hotel's posters are not false, perhaps not even misleading.  ",Our hotel's posters are not false but misleading.  
misleading-false ,What you mentioned in the draft is misleading.,What you mentioned in the draft is false.,What you mentioned in the draft is not misleading.,What you mentioned in the draft is not false.,"What you mentioned in the draft is misleading, even false.","What you mentioned in the draft is misleading, maybe even false.",What you mentioned in the draft is misleading but not false.,"What you mentioned in the draft is not false, nor even misleading.","What you mentioned in the draft is not false, maybe not even misleading.",What you mentioned in the draft is not false but misleading.
misleading-false ,Last year's divorce statistics were misleading.  ,Last year's divorce statistics were false.  ,Last year's divorce statistics were not misleading.  ,Last year's divorce statistics were not false.  ,"Last year's divorce statistics were misleading, even false.  ","Last year's divorce statistics were misleading, maybe even false.  ",Last year's divorce statistics were misleading but not false.  ,"Last year's divorce statistics were not false, not even misleading.  ","Last year's divorce statistics were not false, maybe not even misleading.  ",Last year's divorce statistics were not false but misleading.  
misleading-false ,The discounts valid on computers are misleading.,The discounts valid on computers are false.,The discounts valid on computers are not misleading.,The discounts valid on computers are not false.,"The discounts valid on computers are misleading, even false.","The discounts valid on computers are misleading, maybe even false.",The discounts valid on computers are misleading but not false.,"The discounts valid on computers are not false, not even misleading.","The discounts valid on computers are not false, maybe not even misleading.",The discounts valid on computers are not false but misleading.
misleading-false ,What the physics teacher explained is misleading.,What the physics teacher explained is false.,What the physics teacher explained is not misleading.,What the physics teacher explained is not false.,"What the physics teacher explained is misleading, even false.","What the physics teacher explained is misleading, perhaps even false.",What the physics teacher explained is misleading but not false.,"What the physics teacher explained is not false, not even misleading.","What the physics teacher explained is not false, maybe not even misleading.",What the physics teacher explained is not false but misleading.
misleading-false ,The old uncle's statements about the old wars were misleading. ,The old uncle's statements about the old wars were false. ,The old uncle's statements about the old wars were not misleading. ,The old uncle's statements about the old wars were not false. ,"The old uncle's statements about the old wars were misleading, even false. ","The old uncle's statements about the old wars were misleading, perhaps even false. ",The old uncle's statements about the old wars were misleading but not false. ,"The old uncle's statements about the old wars were not false, not even misleading. ","The old uncle's statements about the old wars were not false, maybe not even misleading. ",The old uncle's statements about the old wars were not false but misleading.
misleading-false ,The history mentioned in history books is misleading.  ,The history mentioned in history books is false.  ,The history mentioned in history books is not misleading.  ,The history mentioned in history books is not false.  ,"The history mentioned in history books is misleading, even false.  ","The history mentioned in history books is misleading, perhaps even false.  ",The history mentioned in history books is misleading but not false.  ,"The history mentioned in history books is not false, not even misleading.  ","The history mentioned in history books is not false, maybe not even misleading.  ",The history mentioned in history books is not false but misleading.  
misleading-false ,What the organizer stated is misleading.  ,What the organizer stated is false.  ,What the organizer stated is not misleading.  ,What the organizer stated is not false.  ,"What the organizer stated is misleading, even false.  ","What the organizer stated is misleading, perhaps even false.  ",What the organizer stated is misleading but not false.  ,"What the organizer stated is not false, not even misleading.  ","What the organizer stated is not false, maybe not misleading either.  ",What the organizer stated is not false but misleading.  
