ling_category,set_n,sentence_n,scale,premise,hypothesis,category,label
5,53,5,three-five,There are no seven customers at the gas station.,There are no five customers at the gas station.,neutral,1
5,53,6,three-five,There are five customers at the gas station.,There are seven customers at the gas station.,neutral,1
5,53,7,three-five,There are seven customers at the gas station.,There are no five customers at the gas station.,contradiction,2
5,53,8,three-five,There are no five customers at the gas station.,There are seven customers at the gas station.,contradiction,2
5,53,9,three-five-c,There are no five customers at the gas station.,There are less than five customers at the gas station.,implicature,3
5,53,10,three-five-c,There are no five customers at the gas station.,There are at most four customers at the gas station.,implicature,3
5,53,11,three-five-c,There are no five customers at the gas station.,There is at least one customer at the gas station.,implicature,3
1,161,1,reasonable-marvelous ,The Croatian team's game plan was reasonable.,The Croatian team's game plan was not marvelous.,implicature,3
1,161,2,reasonable-marvelous ,The Croatian team's game plan was not marvelous.,The Croatian team's game plan was reasonable.,implicature,3
1,161,3,reasonable-marvelous ,The Croatian team's game plan was not reasonable.,The Croatian team's game plan was not marvelous.,entailment,0
1,161,4,reasonable-marvelous ,The Croatian team's game plan was marvelous.,The Croatian team's game plan was reasonable.,entailment,0
1,161,5,reasonable-marvelous ,The Croatian team's game plan was not marvelous.,The Croatian team's game plan was not reasonable.,neutral,1
1,161,6,reasonable-marvelous ,The Croatian team's game plan was reasonable.,The Croatian team's game plan was marvelous.,neutral,1
1,161,7,reasonable-marvelous ,The Croatian team's game plan was marvelous.,The Croatian team's game plan was not reasonable.,contradiction,2
1,161,8,reasonable-marvelous ,The Croatian team's game plan was not reasonable.,The Croatian team's game plan was marvelous.,contradiction,2
4,405,1,possibly-one hundred percent,The apples have possibly been exported to China.,It is not one hundred percent certain that the apples have been exported to China.,implicature,3
4,405,2,possibly-one hundred percent,It is not one hundred percent certain that the apples have been exported to China.,The apples have possibly been exported to China.,implicature,3
4,405,3,possibly-one hundred percent,The apples have possibly not been exported to China.,It is not one hundred percent certain that the apples have been exported to China.,entailment,0
4,405,4,possibly-one hundred percent,The apples have one hundred percent certain been exported to China.,The apples have possibly been exported to China.,entailment,0
4,405,5,possibly-one hundred percent,It is not one hundred percent certain that the apples have been exported to China.,The apples have possibly not been exported to China.,neutral,1
4,405,6,possibly-one hundred percent,The apples have possibly been exported to China.,The apples have one hundred percent certain been exported to China.,neutral,1
4,405,7,possibly-one hundred percent,The apples have one hundred percent certain been exported to China.,The apples have possibly not been exported to China.,contradiction,2
4,405,8,possibly-one hundred percent,The apples have possibly not been exported to China.,The apples have one hundred percent certain been exported to China.,contradiction,2
5,58,1,three-five,I recognized five people at the competition.,I did not recognize seven people at the competition.,implicature,3
5,58,2,three-five,I did not recognize more than five people at the competition.,I recognized five people at the competition.,implicature,3
5,58,3,three-five,I did not recognize five people at the competition.,I did not recognize seven people at the competition.,entailment,0
5,58,4,three-five,I recognized seven people at the competition.,I recognized five people at the competition.,entailment,0
5,58,5,three-five,I did not recognize seven people at the competition.,I did not recognize five people at the competition.,neutral,1
5,58,6,three-five,I recognized five people at the competition.,I recognized seven people at the competition.,neutral,1
5,58,7,three-five,I recognized seven people at the competition.,I did not recognize five people at the competition.,contradiction,2
5,58,8,three-five,I did not recognize five people at the competition.,I recognized seven people at the competition.,contradiction,2
5,58,9,three-five-c,I did not recognize five people at the competition.,I recognized less than five people at the competition.,implicature,3
5,58,10,three-five-c,I did not recognize five people at the competition.,I recognized at most four people at the competition.,implicature,3
5,58,11,three-five-c,I did not recognize five people at the competition.,I recognized at least one person at the competition.,implicature,3
1,254,1,misleading-false ,The information spread by social media is misleading.  ,The information spread by social media is not false.  ,implicature,3
1,254,2,misleading-false ,The information spread by social media is not false.  ,The information spread by social media is misleading.  ,implicature,3
1,254,3,misleading-false ,The information spread by social media is not misleading.  ,The information spread by social media is not false.  ,entailment,0
1,254,4,misleading-false ,The information spread by social media is false.  ,The information spread by social media is misleading.  ,entailment,0
1,254,5,misleading-false ,The information spread by social media is not false.  ,The information spread by social media is not misleading.  ,neutral,1
1,254,6,misleading-false ,The information spread by social media is misleading.  ,The information spread by social media is false.  ,neutral,1
1,254,7,misleading-false ,The information spread by social media is false.  ,The information spread by social media is not misleading.  ,contradiction,2
1,254,8,misleading-false ,The information spread by social media is not misleading.  ,The information spread by social media is false.  ,contradiction,2
2,207,1,start-finish ,He had started the guitar course at the community center.,He had not finished the guitar course at the community center.,implicature,3
2,207,2,start-finish ,He had not finished the guitar course at the community center.,He had started the guitar course at the community center.,implicature,3
2,207,3,start-finish ,He had not started the guitar course at the community center.,He had not finished the guitar course at the community center.,entailment,0
2,207,4,start-finish ,He had finished the guitar course at the community center.,He had started the guitar course at the community center.,entailment,0
2,207,5,start-finish ,He had not finished the guitar course at the community center.,He had not started the guitar course at the community center.,neutral,1
2,207,6,start-finish ,He had started the guitar course at the community center.,He had finished the guitar course at the community center.,neutral,1
2,207,7,start-finish ,He had finished the guitar course at the community center.,He had not started the guitar course at the community center.,contradiction,2
2,207,8,start-finish ,He had not started the guitar course at the community center.,He had finished the guitar course at the community center.,contradiction,2
2,425,1,cool-shiver,The cold water of the fountain cooled them off.,The cold water of the fountain didn't make them shiver.,implicature,3
2,425,2,cool-shiver,The cold water of the fountain didn't make them shiver.,The cold water of the fountain cooled them off.,implicature,3
2,425,3,cool-shiver,The cold water of the fountain didn't cool them off.,The cold water of the fountain didn't make them shiver.,entailment,0
2,425,4,cool-shiver,The cold water of the fountain made them shiver.,The cold water of the fountain cooled them off.,entailment,0
2,425,5,cool-shiver,The cold water of the fountain didn't make them shiver.,The cold water of the fountain didn't cool them off.,neutral,1
2,425,6,cool-shiver,The cold water of the fountain cooled them off.,The cold water of the fountain made them shiver.,neutral,1
2,425,7,cool-shiver,The cold water of the fountain made them shiver.,The cold water of the fountain didn't cool them off.,contradiction,2
2,425,8,cool-shiver,The cold water of the fountain didn't cool them off.,The cold water of the fountain made them shiver.,contradiction,2
3,94,1,a few-all,I ate a few of the oranges.,I didn't eat all of the oranges.,implicature,3
3,94,2,a few-all,I didn't eat all of the oranges.,I ate a few of the oranges.,implicature,3
3,94,3,a few-all,I didn't eat any of the oranges.,I didn't eat all of the oranges.,entailment,0
3,94,4,a few-all,I ate all of the oranges.,I ate a few of the oranges.,entailment,0
3,94,5,a few-all,I didn't eat all of the oranges.,I didn't eat any of the oranges.,neutral,1
3,94,6,a few-all,I ate a few of the oranges.,I ate all of the oranges.,neutral,1
3,94,7,a few-all,I ate all of the oranges.,I didn't eat any of the oranges.,contradiction,2
3,94,8,a few-all,I didn't eat any of the oranges.,I ate all of the oranges.,contradiction,2
3,258,1,some-every,Some of the coffee makers are malfunctioning.,Every coffee maker is not malfunctioning.,implicature,3
3,258,2,some-every,Every coffee maker is not malfunctioning.,Some of the coffee makers are malfunctioning.,implicature,3
3,258,3,some-every,None of the coffee makers are malfunctioning.,Every coffee maker is not malfunctioning.,entailment,0
3,258,4,some-every,Every coffee maker is malfunctioning.,Some of the coffee makers are malfunctioning.,entailment,0
3,258,5,some-every,Every coffee maker is not malfunctioning.,None of the coffee makers are malfunctioning.,neutral,1
3,258,6,some-every,Some of the coffee makers are malfunctioning.,Every coffee maker is malfunctioning.,neutral,1
3,258,7,some-every,Every coffee maker is malfunctioning.,None of the coffee makers are malfunctioning.,contradiction,2
3,258,8,some-every,None of the coffee makers are malfunctioning.,Every coffee maker is malfunctioning.,contradiction,2
5,168,1,fifteen-twenty,The song has fifteen parts.,The song doesn't have twenty parts.,implicature,3
5,168,2,fifteen-twenty,The song doesn't have more than fifteen parts.,The song has fifteen parts.,implicature,3
5,168,3,fifteen-twenty,The song doesn't have fifteen parts.,The song doesn't have twenty parts.,entailment,0
5,168,4,fifteen-twenty,The song has twenty parts.,The song has fifteen parts.,entailment,0
5,168,5,fifteen-twenty,The song doesn't have twenty parts.,The song doesn't have fifteen parts.,neutral,1
5,168,6,fifteen-twenty,The song has fifteen parts.,The song has twenty parts.,neutral,1
5,168,7,fifteen-twenty,The song has twenty parts.,The song doesn't have fifteen parts.,contradiction,2
5,168,8,fifteen-twenty,The song doesn't have fifteen parts.,The song has twenty parts.,contradiction,2
5,168,9,fifteen-twenty-c,The song doesn't have fifteen parts.,The song has less than fifteen parts.,implicature,3
5,168,10,fifteen-twenty-c,The song doesn't have fifteen parts.,The song has at most fourteen parts.,implicature,3
5,168,11,fifteen-twenty-c,The song doesn't have fifteen parts.,The song has at least one part.,implicature,3
3,155,1,some-all,Some of the umbrellas are broken.,All umbrellas are not broken.,implicature,3
3,155,2,some-all,All umbrellas are not broken.,Some of the umbrellas are broken.,implicature,3
3,155,3,some-all,None of the umbrellas are broken.,All umbrellas are not broken.,entailment,0
3,155,4,some-all,All umbrellas are broken.,Some of the umbrellas are broken.,entailment,0
3,155,5,some-all,All umbrellas are not broken.,None of the umbrellas are broken.,neutral,1
3,155,6,some-all,Some of the umbrellas are broken.,All umbrellas are broken.,neutral,1
3,155,7,some-all,All umbrellas are broken.,None of the umbrellas are broken.,contradiction,2
3,155,8,some-all,None of the umbrellas are broken.,All umbrellas are broken.,contradiction,2
1,87,1,harmful-lethal,This city life is harmful in the long run.  ,This city life is not lethal in the long run.  ,implicature,3
1,87,2,harmful-lethal,This city life is not lethal in the long run.  ,This city life is harmful in the long run.  ,implicature,3
1,87,3,harmful-lethal,This city life is not harmful in the long run.  ,This city life is not lethal in the long run.  ,entailment,0
1,87,4,harmful-lethal,This city life is lethal in the long run.  ,This city life is harmful in the long run.  ,entailment,0
1,87,5,harmful-lethal,This city life is not lethal in the long run.  ,This city life is not harmful in the long run.  ,neutral,1
1,87,6,harmful-lethal,This city life is harmful in the long run.  ,This city life is lethal in the long run.  ,neutral,1
1,87,7,harmful-lethal,This city life is lethal in the long run.  ,This city life is not harmful in the long run.  ,contradiction,2
1,87,8,harmful-lethal,This city life is not harmful in the long run.  ,This city life is lethal in the long run.  ,contradiction,2
4,22,1,probably-certain,She will probably take off her necklace.,It is not certain that she will take off her necklace.,implicature,3
4,22,2,probably-certain,It is not certain that she will take off her necklace.,She will probably take off her necklace.,implicature,3
4,22,3,probably-certain,She probably won't take off her necklace.,It is not certain that she will take off her necklace.,entailment,0
4,22,4,probably-certain,It is certain that she will take off her necklace.,She will probably take off her necklace.,entailment,0
4,22,5,probably-certain,It is not certain that she will take off her necklace.,She probably won't take off her necklace.,neutral,1
4,22,6,probably-certain,She will probably take off her necklace.,It is certain that she will take off her necklace.,neutral,1
4,22,7,probably-certain,It is certain that she will take off her necklace.,She probably won't take off her necklace.,contradiction,2
4,22,8,probably-certain,She probably won't take off her necklace.,It is certain that she will take off her necklace.,contradiction,2
2,395,1,laugh-laugh out loud ,You laughed at the jokes at the restaurant.,You didn't laugh out loud at the jokes at the restaurant.,implicature,3
2,395,2,laugh-laugh out loud ,You didn't laugh out loud at the jokes at the restaurant.,You laughed at the jokes at the restaurant.,implicature,3
2,395,3,laugh-laugh out loud ,You didn't laugh at the jokes at the restaurant.,You didn't laugh out loud at the jokes at the restaurant.,entailment,0
2,395,4,laugh-laugh out loud ,You laughed out loud at the jokes at the restaurant.,You laughed at the jokes at the restaurant.,entailment,0
2,395,5,laugh-laugh out loud ,You didn't laugh out loud at the jokes at the restaurant.,You didn't laugh at the jokes at the restaurant.,neutral,1
2,395,6,laugh-laugh out loud ,You laughed at the jokes at the restaurant.,You laughed out loud at the jokes at the restaurant.,neutral,1
2,395,7,laugh-laugh out loud ,You laughed out loud at the jokes at the restaurant.,You didn't laugh at the jokes at the restaurant.,contradiction,2
2,395,8,laugh-laugh out loud ,You didn't laugh at the jokes at the restaurant.,You laughed out loud at the jokes at the restaurant.,contradiction,2
2,133,1,learn-master ,You learned to do aromatherapy.,You didn't master doing aromatherapy.,implicature,3
2,133,2,learn-master ,You didn't master doing aromatherapy.,You learned to do aromatherapy.,implicature,3
2,133,3,learn-master ,You didn't learn to do aromatherapy.,You didn't master doing aromatherapy.,entailment,0
2,133,4,learn-master ,You mastered doing aromatherapy.,You learned to do aromatherapy.,entailment,0
2,133,5,learn-master ,You didn't master doing aromatherapy.,You didn't learn to do aromatherapy.,neutral,1
2,133,6,learn-master ,You learned to do aromatherapy.,You mastered doing aromatherapy.,neutral,1
2,133,7,learn-master ,You mastered doing aromatherapy.,You didn't learn to do aromatherapy.,contradiction,2
2,133,8,learn-master ,You didn't learn to do aromatherapy.,You mastered doing aromatherapy.,contradiction,2
3,98,1,a few-all,Mehmets will visit a few lakes in the country.,Mehmets won't visit all lakes in the country.,implicature,3
3,98,2,a few-all,Mehmets won't visit all lakes in the country.,Mehmets will visit a few lakes in the country.,implicature,3
3,98,3,a few-all,Mehmets won't visit any lakes in the country.,Mehmets won't visit all lakes in the country.,entailment,0
3,98,4,a few-all,Mehmets will visit all lakes in the country.,Mehmets will visit a few lakes in the country.,entailment,0
3,98,5,a few-all,Mehmets won't visit all lakes in the country.,Mehmets won't visit any lakes in the country.,neutral,1
3,98,6,a few-all,Mehmets will visit a few lakes in the country.,Mehmets will visit all lakes in the country.,neutral,1
3,98,7,a few-all,Mehmets will visit all lakes in the country.,Mehmets won't visit any lakes in the country.,contradiction,2
3,98,8,a few-all,Mehmets won't visit any lakes in the country.,Mehmets will visit all lakes in the country.,contradiction,2
1,299,1,insincere-hostile,This approach is insincere.  ,This approach is not hostile.  ,implicature,3
1,299,2,insincere-hostile,This approach is not hostile.  ,This approach is insincere.  ,implicature,3
1,299,3,insincere-hostile,This approach is not insincere.  ,This approach is not hostile.  ,entailment,0
1,299,4,insincere-hostile,This approach is hostile.  ,This approach is insincere.  ,entailment,0
1,299,5,insincere-hostile,This approach is not hostile.  ,This approach is not insincere.  ,neutral,1
1,299,6,insincere-hostile,This approach is insincere.  ,This approach is hostile.  ,neutral,1
1,299,7,insincere-hostile,This approach is hostile.  ,This approach is not insincere.  ,contradiction,2
1,299,8,insincere-hostile,This approach is not insincere.  ,This approach is hostile.  ,contradiction,2
1,236,1,unfortunate-disastrous ,This ceasefire agreement is unfortunate.  ,This ceasefire agreement is not disastrous.  ,implicature,3
1,236,2,unfortunate-disastrous ,This ceasefire agreement is not disastrous.  ,This ceasefire agreement is unfortunate.  ,implicature,3
1,236,3,unfortunate-disastrous ,This ceasefire agreement is not unfortunate.  ,This ceasefire agreement is not disastrous.  ,entailment,0
1,236,4,unfortunate-disastrous ,This ceasefire agreement is disastrous.  ,This ceasefire agreement is unfortunate.  ,entailment,0
1,236,5,unfortunate-disastrous ,This ceasefire agreement is not disastrous.  ,This ceasefire agreement is not unfortunate.  ,neutral,1
1,236,6,unfortunate-disastrous ,This ceasefire agreement is unfortunate.  ,This ceasefire agreement is disastrous.  ,neutral,1
1,236,7,unfortunate-disastrous ,This ceasefire agreement is disastrous.  ,This ceasefire agreement is not unfortunate.  ,contradiction,2
1,236,8,unfortunate-disastrous ,This ceasefire agreement is not unfortunate.  ,This ceasefire agreement is disastrous.  ,contradiction,2
2,222,1,start-finish ,Five masters started to repair the problem in the kitchen.,Five masters did not finish the repair of the problem in the kitchen.,implicature,3
2,222,2,start-finish ,Five masters did not finish the repair of the problem in the kitchen.,Five masters started to repair the problem in the kitchen.,implicature,3
2,222,3,start-finish ,Five masters did not start to repair the problem in the kitchen.,Five masters did not finish the repair of the problem in the kitchen.,entailment,0
2,222,4,start-finish ,Five masters finished the repair of the problem in the kitchen.,Five masters started to repair the problem in the kitchen.,entailment,0
2,222,5,start-finish ,Five masters did not finish the repair of the problem in the kitchen.,Five masters did not start to repair the problem in the kitchen.,neutral,1
2,222,6,start-finish ,Five masters started to repair the problem in the kitchen.,Five masters finished the repair of the problem in the kitchen.,neutral,1
2,222,7,start-finish ,Five masters finished the repair of the problem in the kitchen.,Five masters did not start to repair the problem in the kitchen.,contradiction,2
2,222,8,start-finish ,Five masters did not start to repair the problem in the kitchen.,Five masters finished the repair of the problem in the kitchen.,contradiction,2
5,379,1,thirty-sixty,My parrot knows thirty words.,My parrot does not know sixty words.,implicature,3
5,379,2,thirty-sixty,My parrot does not know more than thirty words.,My parrot knows thirty words.,implicature,3
5,379,3,thirty-sixty,My parrot does not know thirty words.,My parrot does not know sixty words.,entailment,0
5,379,4,thirty-sixty,My parrot knows sixty words.,My parrot knows thirty words.,entailment,0
5,379,5,thirty-sixty,My parrot does not know sixty words.,My parrot does not know thirty words.,neutral,1
5,379,6,thirty-sixty,My parrot knows thirty words.,My parrot knows sixty words.,neutral,1
5,379,7,thirty-sixty,My parrot knows sixty words.,My parrot does not know thirty words.,contradiction,2
5,379,8,thirty-sixty,My parrot does not know thirty words.,My parrot knows sixty words.,contradiction,2
5,379,9,thirty-sixty-c,My parrot does not know thirty words.,My parrot knows less than thirty words.,implicature,3
5,379,10,thirty-sixty-c,My parrot does not know thirty words.,My parrot knows at most twenty-nine words.,implicature,3
5,379,11,thirty-sixty-c,My parrot does not know thirty words.,My parrot knows at least one word.,implicature,3
4,355,1,possibly-one hundred percent,He possibly kissed his grandfather's hand on the holiday.,It is not one hundred percent certain that he kissed his grandfather's hand on the holiday.,implicature,3
4,355,2,possibly-one hundred percent,It is not one hundred percent certain that he kissed his grandfather's hand on the holiday.,He possibly kissed his grandfather's hand on the holiday.,implicature,3
4,355,3,possibly-one hundred percent,He possibly didn't kiss his grandfather's hand on the holiday.,It is not one hundred percent certain that he kissed his grandfather's hand on the holiday.,entailment,0
4,355,4,possibly-one hundred percent,He is one hundred percent certain kissed his grandfather's hand on the holiday.,He possibly kissed his grandfather's hand on the holiday.,entailment,0
4,355,5,possibly-one hundred percent,It is not one hundred percent certain that he kissed his grandfather's hand on the holiday.,He possibly didn't kiss his grandfather's hand on the holiday.,neutral,1
4,355,6,possibly-one hundred percent,He possibly kissed his grandfather's hand on the holiday.,He is one hundred percent certain kissed his grandfather's hand on the holiday.,neutral,1
4,355,7,possibly-one hundred percent,He is one hundred percent certain kissed his grandfather's hand on the holiday.,He possibly didn't kiss his grandfather's hand on the holiday.,contradiction,2
4,355,8,possibly-one hundred percent,He possibly didn't kiss his grandfather's hand on the holiday.,He is one hundred percent certain kissed his grandfather's hand on the holiday.,contradiction,2
2,375,1,laugh-laugh out loud ,People laughed at the little jokes in the movie.,People didn't laugh out loud at the little jokes in the movie.,implicature,3
2,375,2,laugh-laugh out loud ,People didn't laugh out loud at the little jokes in the movie.,People laughed at the little jokes in the movie.,implicature,3
2,375,3,laugh-laugh out loud ,People didn't laugh at the little jokes in the movie.,People didn't laugh out loud at the little jokes in the movie.,entailment,0
2,375,4,laugh-laugh out loud ,People laughed out loud at the little jokes in the movie.,People laughed at the little jokes in the movie.,entailment,0
2,375,5,laugh-laugh out loud ,People didn't laugh out loud at the little jokes in the movie.,People didn't laugh at the little jokes in the movie.,neutral,1
2,375,6,laugh-laugh out loud ,People laughed at the little jokes in the movie.,People laughed out loud at the little jokes in the movie.,neutral,1
2,375,7,laugh-laugh out loud ,People laughed out loud at the little jokes in the movie.,People didn't laugh at the little jokes in the movie.,contradiction,2
2,375,8,laugh-laugh out loud ,People didn't laugh at the little jokes in the movie.,People laughed out loud at the little jokes in the movie.,contradiction,2
1,127,1,close-adjacent,The library is close to the newly built amusement park.  ,The library is not adjacent to the newly built amusement park.  ,implicature,3
1,127,2,close-adjacent,The library is not adjacent to the newly built amusement park.  ,The library is close to the newly built amusement park.  ,implicature,3
1,127,3,close-adjacent,The library is not close to the newly built amusement park.  ,The library is not adjacent to the newly built amusement park.  ,entailment,0
1,127,4,close-adjacent,The library is adjacent to the newly built amusement park.  ,The library is close to the newly built amusement park.  ,entailment,0
1,127,5,close-adjacent,The library is not adjacent to the newly built amusement park.  ,The library is not close to the newly built amusement park.  ,neutral,1
1,127,6,close-adjacent,The library is close to the newly built amusement park.  ,The library is adjacent to the newly built amusement park.  ,neutral,1
1,127,7,close-adjacent,The library is adjacent to the newly built amusement park.  ,The library is not close to the newly built amusement park.  ,contradiction,2
1,127,8,close-adjacent,The library is not close to the newly built amusement park.  ,The library is adjacent to the newly built amusement park.  ,contradiction,2
3,61,1,a few-all,Elif put a few balls back in place.,Elif didn't put all the balls back in place.,implicature,3
3,61,2,a few-all,Elif didn't put all the balls back in place.,Elif put a few balls back in place.,implicature,3
3,61,3,a few-all,Elif didn't put any of the balls back in place.,Elif didn't put all the balls back in place.,entailment,0
3,61,4,a few-all,Elif put all the balls back in place.,Elif put a few balls back in place.,entailment,0
3,61,5,a few-all,Elif didn't put all the balls back in place.,Elif didn't put any of the balls back in place.,neutral,1
3,61,6,a few-all,Elif put a few balls back in place.,Elif put all the balls back in place.,neutral,1
3,61,7,a few-all,Elif put all the balls back in place.,Elif didn't put any of the balls back in place.,contradiction,2
3,61,8,a few-all,Elif didn't put any of the balls back in place.,Elif put all the balls back in place.,contradiction,2
5,183,1,fifteen-twenty,He was applauded for fifteen minutes.,He was not applauded for twenty minutes.,implicature,3
5,183,2,fifteen-twenty,He was not applauded for more than fifteen minutes.,He was applauded for fifteen minutes.,implicature,3
5,183,3,fifteen-twenty,He was not applauded for fifteen minutes.,He was not applauded for twenty minutes.,entailment,0
5,183,4,fifteen-twenty,He was applauded for twenty minutes.,He was applauded for fifteen minutes.,entailment,0
5,183,5,fifteen-twenty,He was not applauded for twenty minutes.,He was not applauded for fifteen minutes.,neutral,1
5,183,6,fifteen-twenty,He was applauded for fifteen minutes.,He was applauded for twenty minutes.,neutral,1
5,183,7,fifteen-twenty,He was applauded for twenty minutes.,He was not applauded for fifteen minutes.,contradiction,2
5,183,8,fifteen-twenty,He was not applauded for fifteen minutes.,He was applauded for twenty minutes.,contradiction,2
5,183,9,fifteen-twenty-c,He was not applauded for fifteen minutes.,He was applauded for less than fifteen minutes.,implicature,3
5,183,10,fifteen-twenty-c,He was not applauded for fifteen minutes.,He was applauded for at most fourteen minutes.,implicature,3
5,183,11,fifteen-twenty-c,He was not applauded for fifteen minutes.,He was applauded for at least one minute.,implicature,3
4,406,1,possibly-one hundred percent,He has possibly sold the caravan last year.,It is not one hundred percent certain that he sold the caravan last year.,implicature,3
4,406,2,possibly-one hundred percent,It is not one hundred percent certain that he sold the caravan last year.,He has possibly sold the caravan last year.,implicature,3
4,406,3,possibly-one hundred percent,He has possibly not sold the caravan last year.,It is not one hundred percent certain that he sold the caravan last year.,entailment,0
4,406,4,possibly-one hundred percent,He has one hundred percent certain sold the caravan last year.,He has possibly sold the caravan last year.,entailment,0
4,406,5,possibly-one hundred percent,It is not one hundred percent certain that he sold the caravan last year.,He has possibly not sold the caravan last year.,neutral,1
4,406,6,possibly-one hundred percent,He has possibly sold the caravan last year.,He has one hundred percent certain sold the caravan last year.,neutral,1
4,406,7,possibly-one hundred percent,He has one hundred percent certain sold the caravan last year.,He has possibly not sold the caravan last year.,contradiction,2
4,406,8,possibly-one hundred percent,He has possibly not sold the caravan last year.,He has one hundred percent certain sold the caravan last year.,contradiction,2
5,128,1,ten-twelve,There were ten people on the plane.,There were not twelve people on the plane.,implicature,3
5,128,2,ten-twelve,There were not more than ten people on the plane.,There were ten people on the plane.,implicature,3
5,128,3,ten-twelve,There were not ten people on the plane.,There were not twelve people on the plane.,entailment,0
5,128,4,ten-twelve,There were twelve people on the plane.,There were ten people on the plane.,entailment,0
5,128,5,ten-twelve,There were not twelve people on the plane.,There were not ten people on the plane.,neutral,1
5,128,6,ten-twelve,There were ten people on the plane.,There were twelve people on the plane.,neutral,1
5,128,7,ten-twelve,There were twelve people on the plane.,There were not ten people on the plane.,contradiction,2
5,128,8,ten-twelve,There were not ten people on the plane.,There were twelve people on the plane.,contradiction,2
5,128,9,ten-twelve-c,There were not ten people on the plane.,There were fewer than ten people on the plane.,implicature,3
5,128,10,ten-twelve-c,There were not ten people on the plane.,There were a maximum of nine people on the plane.,implicature,3
5,128,11,ten-twelve-c,There were not ten people on the plane.,There was at least one person on the plane.,implicature,3
1,262,1,misleading-false ,What the physics teacher explained is misleading.,What the physics teacher explained is not false.,implicature,3
1,262,2,misleading-false ,What the physics teacher explained is not false.,What the physics teacher explained is misleading.,implicature,3
1,262,3,misleading-false ,What the physics teacher explained is not misleading.,What the physics teacher explained is not false.,entailment,0
1,262,4,misleading-false ,What the physics teacher explained is false.,What the physics teacher explained is misleading.,entailment,0
1,262,5,misleading-false ,What the physics teacher explained is not false.,What the physics teacher explained is not misleading.,neutral,1
1,262,6,misleading-false ,What the physics teacher explained is misleading.,What the physics teacher explained is false.,neutral,1
1,262,7,misleading-false ,What the physics teacher explained is false.,What the physics teacher explained is not misleading.,contradiction,2
1,262,8,misleading-false ,What the physics teacher explained is not misleading.,What the physics teacher explained is false.,contradiction,2
4,84,1,probably-certain,I will probably sleep after a busy day.,It is not certain that I will sleep after a busy day.,implicature,3
4,84,2,probably-certain,It is not certain that I will sleep after a busy day.,I will probably sleep after a busy day.,implicature,3
4,84,3,probably-certain,I probably won't sleep after a busy day.,It is not certain that I will sleep after a busy day.,entailment,0
4,84,4,probably-certain,It is certain that I will sleep after a busy day.,I will probably sleep after a busy day.,entailment,0
4,84,5,probably-certain,It is not certain that I will sleep after a busy day.,I probably won't sleep after a busy day.,neutral,1
4,84,6,probably-certain,I will probably sleep after a busy day.,It is certain that I will sleep after a busy day.,neutral,1
4,84,7,probably-certain,It is certain that I will sleep after a busy day.,I probably won't sleep after a busy day.,contradiction,2
4,84,8,probably-certain,I probably won't sleep after a busy day.,It is certain that I will sleep after a busy day.,contradiction,2
2,393,1,laugh-laugh out loud ,I laughed at my little cousin's jokes.,I didn't laugh out loud at my little cousin's jokes.,implicature,3
2,393,2,laugh-laugh out loud ,I didn't laugh out loud at my little cousin's jokes.,I laughed at my little cousin's jokes.,implicature,3
2,393,3,laugh-laugh out loud ,I didn't laugh at my little cousin's jokes.,I didn't laugh out loud at my little cousin's jokes.,entailment,0
2,393,4,laugh-laugh out loud ,I laughed out loud at my little cousin's jokes.,I laughed at my little cousin's jokes.,entailment,0
2,393,5,laugh-laugh out loud ,I didn't laugh out loud at my little cousin's jokes.,I didn't laugh at my little cousin's jokes.,neutral,1
2,393,6,laugh-laugh out loud ,I laughed at my little cousin's jokes.,I laughed out loud at my little cousin's jokes.,neutral,1
2,393,7,laugh-laugh out loud ,I laughed out loud at my little cousin's jokes.,I didn't laugh at my little cousin's jokes.,contradiction,2
2,393,8,laugh-laugh out loud ,I didn't laugh at my little cousin's jokes.,I laughed out loud at my little cousin's jokes.,contradiction,2
4,447,1,possibly-one hundred percent,He possibly trusts us in this matter.,It is not one hundred percent certain that he trusts us in this matter.,implicature,3
4,447,2,possibly-one hundred percent,It is not one hundred percent certain that he trusts us in this matter.,He possibly trusts us in this matter.,implicature,3
4,447,3,possibly-one hundred percent,He possibly doesn't trust us in this matter.,It is not one hundred percent certain that he trusts us in this matter.,entailment,0
4,447,4,possibly-one hundred percent,He one hundred percent certain trusts us in this matter.,He possibly trusts us in this matter.,entailment,0
4,447,5,possibly-one hundred percent,It is not one hundred percent certain that he trusts us in this matter.,He possibly doesn't trust us in this matter.,neutral,1
4,447,6,possibly-one hundred percent,He possibly trusts us in this matter.,He one hundred percent certain trusts us in this matter.,neutral,1
4,447,7,possibly-one hundred percent,He one hundred percent certain trusts us in this matter.,He possibly doesn't trust us in this matter.,contradiction,2
4,447,8,possibly-one hundred percent,He possibly doesn't trust us in this matter.,He one hundred percent certain trusts us in this matter.,contradiction,2
4,373,1,possibly-one hundred percent,He possibly broke the broken clocks.,It is not one hundred percent certain that he broke the broken clocks.,implicature,3
4,373,2,possibly-one hundred percent,It is not one hundred percent certain that he broke the broken clocks.,He possibly broke the broken clocks.,implicature,3
4,373,3,possibly-one hundred percent,He possibly didn't break the broken clocks.,It is not one hundred percent certain that he broke the broken clocks.,entailment,0
4,373,4,possibly-one hundred percent,He is one hundred percent certain broke the broken clocks.,He possibly broke the broken clocks.,entailment,0
