ling_category,set_n,sentence_n,scale,premise,hypothesis,category,label
6,48,7,seventeen-twenty-nine-par-n,I saw twenty decks of the ship.,I did not see seventeen decks of the ship.,neutral,1
6,48,8,seventeen-twenty-nine-par-n,I did not see seventeen decks of the ship.,I saw twenty decks of the ship.,neutral,1
6,48,9,seventeen-twenty-nine-par-c,I did not see seventeen decks of the ship.,I saw less than seventeen of the ship.,neutral,1
6,48,10,seventeen-twenty-nine-par-c,I did not see seventeen decks of the ship.,I saw at most sixteen of the ship.,neutral,1
6,48,11,seventeen-twenty-nine-par-c,I did not see seventeen decks of the ship.,I saw at least one of the ship.,implicature,3
6,49,1,seventeen-twenty-nine-par-n,Seventeen of the wires are old.,Twenty of the wires are not old.,neutral,1
6,49,2,seventeen-twenty-nine-par-n,More than seventeen of the wires are not old.,Seventeen of the wires are old.,neutral,1
6,49,3,seventeen-twenty-nine-par-n,Seventeen of the wires are not old.,Twenty of the wires are not old.,neutral,1
6,49,4,seventeen-twenty-nine-par-n,Twenty of the wires are old.,Seventeen of the wires are old.,entailment,0
6,49,5,seventeen-twenty-nine-par-n,Twenty of the wires are not old.,Seventeen of the wires are not old.,neutral,1
6,49,6,seventeen-twenty-nine-par-n,Seventeen of the wires are old.,Twenty of the wires are old.,neutral,1
6,49,7,seventeen-twenty-nine-par-n,Twenty of the wires are old.,Seventeen of the wires are not old.,neutral,1
6,49,8,seventeen-twenty-nine-par-n,Seventeen of the wires are not old.,Twenty of the wires are old.,neutral,1
6,49,9,seventeen-twenty-nine-par-c,Seventeen of the wires are not old.,Less than seventeen of the wires are old.,neutral,1
6,49,10,seventeen-twenty-nine-par-c,Seventeen of the wires are not old.,At most sixteen of the wires are old.,neutral,1
6,49,11,seventeen-twenty-nine-par-c,Seventeen of the wires are not old.,At least one of the wires is old.,implicature,3
6,50,1,seventeen-twenty-nine-par-n,Seventeen of our dogs are sick.,Twenty of our dogs are not sick.,neutral,1
6,50,2,seventeen-twenty-nine-par-n,More than seventeen of our dogs are not sick.,Seventeen of our dogs are sick.,neutral,1
6,50,3,seventeen-twenty-nine-par-n,Seventeen of our dogs are not sick.,Twenty of our dogs are not sick.,neutral,1
6,50,4,seventeen-twenty-nine-par-n,Twenty of our dogs are sick.,Seventeen of our dogs are sick.,entailment,0
6,50,5,seventeen-twenty-nine-par-n,Twenty of our dogs are not sick.,Seventeen of our dogs are not sick.,neutral,1
6,50,6,seventeen-twenty-nine-par-n,Seventeen of our dogs are sick.,Twenty of our dogs are sick.,neutral,1
6,50,7,seventeen-twenty-nine-par-n,Twenty of our dogs are sick.,Seventeen of our dogs are not sick.,neutral,1
6,50,8,seventeen-twenty-nine-par-n,Seventeen of our dogs are not sick.,Twenty of our dogs are sick.,neutral,1
6,50,9,seventeen-twenty-nine-par-c,Seventeen of our dogs are not sick.,Less than seventeen of our dogs are sick.,neutral,1
6,50,10,seventeen-twenty-nine-par-c,Seventeen of our dogs are not sick.,At most sixteen of our dogs are sick.,neutral,1
6,50,11,seventeen-twenty-nine-par-c,Seventeen of our dogs are not sick.,At least one of our dogs is sick.,implicature,3
6,51,1,twenty-four-thirty-six-par-n,Twenty of your routes seem suitable for us.,Four of your routes do not seem suitable for us.,neutral,1
6,51,2,twenty-four-thirty-six-par-n,More than twenty of your routes do not seem suitable for us.,Twenty of your routes seem suitable for us.,neutral,1
6,51,3,twenty-four-thirty-six-par-n,Twenty of your routes do not seem suitable for us.,Four of your routes do not seem suitable for us.,neutral,1
6,51,4,twenty-four-thirty-six-par-n,Four of your routes seem suitable for us.,Twenty of your routes seem suitable for us.,entailment,0
6,51,5,twenty-four-thirty-six-par-n,Four of your routes do not seem suitable for us.,Twenty of your routes do not seem suitable for us.,neutral,1
6,51,6,twenty-four-thirty-six-par-n,Twenty of your routes seem suitable for us.,Four of your routes seem suitable for us.,neutral,1
6,51,7,twenty-four-thirty-six-par-n,Four of your routes seem suitable for us.,Twenty of your routes do not seem suitable for us.,neutral,1
6,51,8,twenty-four-thirty-six-par-n,Twenty of your routes do not seem suitable for us.,Four of your routes seem suitable for us.,neutral,1
6,51,9,twenty-four-thirty-six-par-c,Twenty of your routes do not seem suitable for us.,Less than twenty of your routes seem suitable for us.,neutral,1
6,51,10,twenty-four-thirty-six-par-c,Twenty of your routes do not seem suitable for us.,At most twenty-three of your routes seem suitable for us.,neutral,1
6,51,11,twenty-four-thirty-six-par-c,Twenty of your routes do not seem suitable for us.,At least one of your routes seems suitable for us.,implicature,3
6,52,1,twenty-four-thirty-six-par-n,Twenty of the tables have stains on them.,Four of the tables do not have stains on them.,neutral,1
6,52,2,twenty-four-thirty-six-par-n,More than twenty of the tables do not have stains on them.,Twenty of the tables have stains on them.,neutral,1
6,52,3,twenty-four-thirty-six-par-n,Twenty of the tables do not have stains on them.,Four of the tables do not have stains on them.,neutral,1
6,52,4,twenty-four-thirty-six-par-n,Four of the tables have stains on them.,Twenty of the tables have stains on them.,entailment,0
6,52,5,twenty-four-thirty-six-par-n,Four of the tables do not have stains on them.,Twenty of the tables do not have stains on them.,neutral,1
6,52,6,twenty-four-thirty-six-par-n,Twenty of the tables have stains on them.,Four of the tables have stains on them.,neutral,1
6,52,7,twenty-four-thirty-six-par-n,Four of the tables have stains on them.,Twenty of the tables do not have stains on them.,neutral,1
6,52,8,twenty-four-thirty-six-par-n,Twenty of the tables do not have stains on them.,Four of the tables have stains on them.,neutral,1
6,52,9,twenty-four-thirty-six-par-c,Twenty of the tables do not have stains on them.,Less than twenty of the tables have stains on them.,neutral,1
6,52,10,twenty-four-thirty-six-par-c,Twenty of the tables do not have stains on them.,At most twenty-three of the tables have stains on them.,neutral,1
6,52,11,twenty-four-thirty-six-par-c,Twenty of the tables do not have stains on them.,At least one of the tables has a stain on it.,implicature,3
6,53,1,twenty-four-thirty-six-par-n,Twenty of the seats are springy.,Four of the seats are not springy.,neutral,1
6,53,2,twenty-four-thirty-six-par-n,More than twenty of the seats are not springy.,Twenty of the seats are springy.,neutral,1
6,53,3,twenty-four-thirty-six-par-n,Twenty of the seats are not springy.,Four of the seats are not springy.,neutral,1
6,53,4,twenty-four-thirty-six-par-n,Four of the seats are springy.,Twenty of the seats are springy.,entailment,0
6,53,5,twenty-four-thirty-six-par-n,Four of the seats are not springy.,Twenty of the seats are not springy.,neutral,1
6,53,6,twenty-four-thirty-six-par-n,Twenty of the seats are springy.,Four of the seats are springy.,neutral,1
6,53,7,twenty-four-thirty-six-par-n,Four of the seats are springy.,Twenty of the seats are not springy.,neutral,1
6,53,8,twenty-four-thirty-six-par-n,Twenty of the seats are not springy.,Four of the seats are springy.,neutral,1
6,53,9,twenty-four-thirty-six-par-c,Twenty of the seats are not springy.,Less than twenty of the seats are springy.,neutral,1
6,53,10,twenty-four-thirty-six-par-c,Twenty of the seats are not springy.,At most twenty-three of the seats are springy.,neutral,1
6,53,11,twenty-four-thirty-six-par-c,Twenty of the seats are not springy.,At least one of the seats is springy.,implicature,3
6,54,1,twenty-four-thirty-six-par-n,Twenty of the paintings are old.,Four of the paintings are not old.,neutral,1
6,54,2,twenty-four-thirty-six-par-n,More than twenty of the paintings are not old.,Twenty of the paintings are old.,neutral,1
6,54,3,twenty-four-thirty-six-par-n,Twenty of the paintings are not old.,Four of the paintings are not old.,neutral,1
6,54,4,twenty-four-thirty-six-par-n,Four of the paintings are old.,Twenty of the paintings are old.,entailment,0
6,54,5,twenty-four-thirty-six-par-n,Four of the paintings are not old.,Twenty of the paintings are not old.,neutral,1
6,54,6,twenty-four-thirty-six-par-n,Twenty of the paintings are old.,Four of the paintings are old.,neutral,1
6,54,7,twenty-four-thirty-six-par-n,Four of the paintings are old.,Twenty of the paintings are not old.,neutral,1
6,54,8,twenty-four-thirty-six-par-n,Twenty of the paintings are not old.,Four of the paintings are old.,neutral,1
6,54,9,twenty-four-thirty-six-par-c,Twenty of the paintings are not old.,Less than twenty of the paintings are old.,neutral,1
6,54,10,twenty-four-thirty-six-par-c,Twenty of the paintings are not old.,At most twenty-three of the paintings are old.,neutral,1
6,54,11,twenty-four-thirty-six-par-c,Twenty of the paintings are not old.,At least one of the paintings is old.,implicature,3
6,55,1,twenty-four-thirty-six-par-n,Twenty valid cards are with me.,Four valid cards are not with me.,neutral,1
6,55,2,twenty-four-thirty-six-par-n,More than twenty valid cards are not with me.,Twenty valid cards are with me.,neutral,1
6,55,3,twenty-four-thirty-six-par-n,Twenty valid cards are not with me.,Four valid cards are not with me.,neutral,1
6,55,4,twenty-four-thirty-six-par-n,Four valid cards are with me.,Twenty valid cards are with me.,entailment,0
6,55,5,twenty-four-thirty-six-par-n,Four valid cards are not with me.,Twenty valid cards are not with me.,neutral,1
6,55,6,twenty-four-thirty-six-par-n,Twenty valid cards are with me.,Four valid cards are with me.,neutral,1
6,55,7,twenty-four-thirty-six-par-n,Four valid cards are with me.,Twenty valid cards are not with me.,neutral,1
6,55,8,twenty-four-thirty-six-par-n,Twenty valid cards are not with me.,Four valid cards are with me.,neutral,1
6,55,9,twenty-four-thirty-six-par-c,Twenty valid cards are not with me.,Less than twenty valid cards are with me.,neutral,1
6,55,10,twenty-four-thirty-six-par-c,Twenty valid cards are not with me.,At most twenty-three valid cards are with me.,neutral,1
6,55,11,twenty-four-thirty-six-par-c,Twenty valid cards are not with me.,At least one valid card is with me.,implicature,3
6,56,1,twenty-four-thirty-six-par-n,I counted twenty of the parents' responsibilities.,I didn't count four of the parents' responsibilities.,neutral,1
6,56,2,twenty-four-thirty-six-par-n,I didn't count more than twenty of the parents' responsibilities.,I counted twenty of the parents' responsibilities.,neutral,1
6,56,3,twenty-four-thirty-six-par-n,I didn't count twenty of the parents' responsibilities.,I didn't count four of the parents' responsibilities.,neutral,1
6,56,4,twenty-four-thirty-six-par-n,I counted four of the parents' responsibilities.,I counted twenty of the parents' responsibilities.,entailment,0
6,56,5,twenty-four-thirty-six-par-n,I didn't count four of the parents' responsibilities.,I didn't count twenty of the parents' responsibilities.,neutral,1
6,56,6,twenty-four-thirty-six-par-n,I counted twenty of the parents' responsibilities.,I counted four of the parents' responsibilities.,neutral,1
6,56,7,twenty-four-thirty-six-par-n,I counted four of the parents' responsibilities.,I didn't count twenty of the parents' responsibilities.,neutral,1
6,56,8,twenty-four-thirty-six-par-n,I didn't count twenty of the parents' responsibilities.,I counted four of the parents' responsibilities.,neutral,1
6,56,9,twenty-four-thirty-six-par-c,I didn't count twenty of the parents' responsibilities.,I counted less than twenty of the parents' responsibilities.,neutral,1
6,56,10,twenty-four-thirty-six-par-c,I didn't count twenty of the parents' responsibilities.,I counted at most twenty-three of the parents' responsibilities.,neutral,1
6,56,11,twenty-four-thirty-six-par-c,I didn't count twenty of the parents' responsibilities.,I counted at least one of the parents' responsibilities.,implicature,3
6,57,1,twenty-four-thirty-six-par-n,I bought twenty of the shoes that were sold.,I didn't buy four of the shoes that were sold.,neutral,1
6,57,2,twenty-four-thirty-six-par-n,I didn't buy more than twenty of the shoes that were sold.,I bought twenty of the shoes that were sold.,neutral,1
6,57,3,twenty-four-thirty-six-par-n,I didn't buy twenty of the shoes that were sold.,I didn't buy four of the shoes that were sold.,neutral,1
6,57,4,twenty-four-thirty-six-par-n,I bought four of the shoes that were sold.,I bought twenty of the shoes that were sold.,entailment,0
6,57,5,twenty-four-thirty-six-par-n,I didn't buy four of the shoes that were sold.,I didn't buy twenty of the shoes that were sold.,neutral,1
6,57,6,twenty-four-thirty-six-par-n,I bought twenty of the shoes that were sold.,I bought four of the shoes that were sold.,neutral,1
6,57,7,twenty-four-thirty-six-par-n,I bought four of the shoes that were sold.,I didn't buy twenty of the shoes that were sold.,neutral,1
6,57,8,twenty-four-thirty-six-par-n,I didn't buy twenty of the shoes that were sold.,I bought four of the shoes that were sold.,neutral,1
6,57,9,twenty-four-thirty-six-par-c,I didn't buy twenty of the shoes that were sold.,I bought less than twenty of the shoes that were sold.,neutral,1
6,57,10,twenty-four-thirty-six-par-c,I didn't buy twenty of the shoes that were sold.,I bought at most twenty-three of the shoes that were sold.,neutral,1
6,57,11,twenty-four-thirty-six-par-c,I didn't buy twenty of the shoes that were sold.,I bought at least one of the shoes that were sold.,implicature,3
6,58,1,twenty-four-thirty-six-par-n,Twenty of their interests are common with me.,Four of their interests are not common with me.,neutral,1
6,58,2,twenty-four-thirty-six-par-n,More than twenty of their interests are not common with me.,Twenty of their interests are common with me.,neutral,1
6,58,3,twenty-four-thirty-six-par-n,Twenty of their interests are not common with me.,Four of their interests are not common with me.,neutral,1
6,58,4,twenty-four-thirty-six-par-n,Four of their interests are common with me.,Twenty of their interests are common with me.,entailment,0
6,58,5,twenty-four-thirty-six-par-n,Four of their interests are not common with me.,Twenty of their interests are not common with me.,neutral,1
6,58,6,twenty-four-thirty-six-par-n,Twenty of their interests are common with me.,Four of their interests are common with me.,neutral,1
6,58,7,twenty-four-thirty-six-par-n,Four of their interests are common with me.,Twenty of their interests are not common with me.,neutral,1
6,58,8,twenty-four-thirty-six-par-n,Twenty of their interests are not common with me.,Four of their interests are common with me.,neutral,1
6,58,9,twenty-four-thirty-six-par-c,Twenty of their interests are not common with me.,Less than twenty of their interests are common with me.,neutral,1
6,58,10,twenty-four-thirty-six-par-c,Twenty of their interests are not common with me.,At most twenty-three of their interests are common with me.,neutral,1
6,58,11,twenty-four-thirty-six-par-c,Twenty of their interests are not common with me.,At least one of their interests is common with me.,implicature,3
6,59,1,twenty-four-thirty-six-par-n,Twenty companies that attempted the initiative were closed down.,Four companies that attempted the initiative were not closed down.,neutral,1
6,59,2,twenty-four-thirty-six-par-n,More than twenty companies that attempted the initiative were not closed down.,Twenty companies that attempted the initiative were closed down.,neutral,1
6,59,3,twenty-four-thirty-six-par-n,Twenty companies that attempted the initiative were not closed down.,Four companies that attempted the initiative were not closed down.,neutral,1
6,59,4,twenty-four-thirty-six-par-n,Four companies that attempted the initiative were closed down.,Twenty companies that attempted the initiative were closed down.,entailment,0
6,59,5,twenty-four-thirty-six-par-n,Four companies that attempted the initiative were not closed down.,Twenty companies that attempted the initiative were not closed down.,neutral,1
6,59,6,twenty-four-thirty-six-par-n,Twenty companies that attempted the initiative were closed down.,Four companies that attempted the initiative were closed down.,neutral,1
6,59,7,twenty-four-thirty-six-par-n,Four companies that attempted the initiative were closed down.,Twenty companies that attempted the initiative were not closed down.,neutral,1
6,59,8,twenty-four-thirty-six-par-n,Twenty companies that attempted the initiative were not closed down.,Four companies that attempted the initiative were closed down.,neutral,1
6,59,9,twenty-four-thirty-six-par-c,Twenty companies that attempted the initiative were not closed down.,Less than twenty companies that attempted the initiative were closed down.,neutral,1
6,59,10,twenty-four-thirty-six-par-c,Twenty companies that attempted the initiative were not closed down.,At most twenty-three companies that attempted the initiative were closed down.,neutral,1
6,59,11,twenty-four-thirty-six-par-c,Twenty companies that attempted the initiative were not closed down.,At least one company that attempted the initiative was closed down.,implicature,3
6,60,1,twenty-four-thirty-six-par-n,He chose twenty songs from the album.,He didn't choose four songs from the album.,neutral,1
6,60,2,twenty-four-thirty-six-par-n,He didn't choose more than twenty songs from the album.,He chose twenty songs from the album.,neutral,1
6,60,3,twenty-four-thirty-six-par-n,He didn't choose twenty songs from the album.,He didn't choose four songs from the album.,neutral,1
6,60,4,twenty-four-thirty-six-par-n,He chose four songs from the album.,He chose twenty songs from the album.,entailment,0
6,60,5,twenty-four-thirty-six-par-n,He didn't choose four songs from the album.,He didn't choose twenty songs from the album.,neutral,1
6,60,6,twenty-four-thirty-six-par-n,He chose twenty songs from the album.,He chose four songs from the album.,neutral,1
6,60,7,twenty-four-thirty-six-par-n,He chose four songs from the album.,He didn't choose twenty songs from the album.,neutral,1
6,60,8,twenty-four-thirty-six-par-n,He didn't choose twenty songs from the album.,He chose four songs from the album.,neutral,1
6,60,9,twenty-four-thirty-six-par-c,He didn't choose twenty songs from the album.,He chose less than twenty songs from the album.,neutral,1
6,60,10,twenty-four-thirty-six-par-c,He didn't choose twenty songs from the album.,He chose at most twenty-three songs from the album.,neutral,1
6,60,11,twenty-four-thirty-six-par-c,He didn't choose twenty songs from the album.,He chose at least one song from the album.,implicature,3
6,61,1,twenty-five-forty-par-n,We had the opportunity to taste twenty of the dishes.,We didn't have the opportunity to taste five of the dishes.,neutral,1
6,61,2,twenty-five-forty-par-n,We didn't have the opportunity to taste more than twenty of the dishes.,We had the opportunity to taste twenty of the dishes.,neutral,1
6,61,3,twenty-five-forty-par-n,We didn't have the opportunity to taste twenty of the dishes.,We didn't have the opportunity to taste five of the dishes.,neutral,1
6,61,4,twenty-five-forty-par-n,We had the opportunity to taste five of the dishes.,We had the opportunity to taste twenty of the dishes.,entailment,0
6,61,5,twenty-five-forty-par-n,We didn't have the opportunity to taste five of the dishes.,We didn't have the opportunity to taste twenty of the dishes.,neutral,1
6,61,6,twenty-five-forty-par-n,We had the opportunity to taste twenty of the dishes.,We had the opportunity to taste five of the dishes.,neutral,1
6,61,7,twenty-five-forty-par-n,We had the opportunity to taste five of the dishes.,We didn't have the opportunity to taste twenty of the dishes.,neutral,1
6,61,8,twenty-five-forty-par-n,We didn't have the opportunity to taste twenty of the dishes.,We had the opportunity to taste five of the dishes.,neutral,1
6,61,9,twenty-five-forty-par-c,We didn't have the opportunity to taste twenty of the dishes.,We had the opportunity to taste less than twenty of the dishes.,neutral,1
6,61,10,twenty-five-forty-par-c,We didn't have the opportunity to taste twenty of the dishes.,We had the opportunity to taste at most twenty four of the dishes.,neutral,1
6,61,11,twenty-five-forty-par-c,We didn't have the opportunity to taste twenty of the dishes.,We had the opportunity to taste at least one of the dishes.,implicature,3
6,62,1,twenty-five-forty-par-n,Twenty of the retired uncles went to the bank.,Five of the retired uncles didn't go to the bank.,neutral,1
6,62,2,twenty-five-forty-par-n,More than twenty of the retired uncles didn't go to the bank.,Twenty of the retired uncles went to the bank.,neutral,1
6,62,3,twenty-five-forty-par-n,Twenty of the retired uncles didn't go to the bank.,Five of the retired uncles didn't go to the bank.,neutral,1
6,62,4,twenty-five-forty-par-n,Five of the retired uncles went to the bank.,Twenty of the retired uncles went to the bank.,entailment,0
6,62,5,twenty-five-forty-par-n,Five of the retired uncles didn't go to the bank.,Twenty of the retired uncles didn't go to the bank.,neutral,1
6,62,6,twenty-five-forty-par-n,Twenty of the retired uncles went to the bank.,Five of the retired uncles went to the bank.,neutral,1
6,62,7,twenty-five-forty-par-n,Five of the retired uncles went to the bank.,Twenty of the retired uncles didn't go to the bank.,neutral,1
6,62,8,twenty-five-forty-par-n,Twenty of the retired uncles didn't go to the bank.,Five of the retired uncles went to the bank.,neutral,1
6,62,9,twenty-five-forty-par-c,Twenty of the retired uncles didn't go to the bank.,Less than twenty of the retired uncles went to the bank.,neutral,1
6,62,10,twenty-five-forty-par-c,Twenty of the retired uncles didn't go to the bank.,At most twenty four of the retired uncles went to the bank.,neutral,1
6,62,11,twenty-five-forty-par-c,Twenty of the retired uncles didn't go to the bank.,At least one of the retired uncles went to the bank.,implicature,3
6,63,1,twenty-five-forty-par-n,Twenty of the cats are waiting at home.,Five of the cats aren't waiting at home.,neutral,1
6,63,2,twenty-five-forty-par-n,More than twenty of the cats aren't waiting at home.,Twenty of the cats are waiting at home.,neutral,1
6,63,3,twenty-five-forty-par-n,Twenty of the cats aren't waiting at home.,Five of the cats aren't waiting at home.,neutral,1
6,63,4,twenty-five-forty-par-n,Five of the cats are waiting at home.,Twenty of the cats are waiting at home.,entailment,0
6,63,5,twenty-five-forty-par-n,Five of the cats aren't waiting at home.,Twenty of the cats aren't waiting at home.,neutral,1
6,63,6,twenty-five-forty-par-n,Twenty of the cats are waiting at home.,Five of the cats are waiting at home.,neutral,1
6,63,7,twenty-five-forty-par-n,Five of the cats are waiting at home.,Twenty of the cats aren't waiting at home.,neutral,1
6,63,8,twenty-five-forty-par-n,Twenty of the cats aren't waiting at home.,Five of the cats are waiting at home.,neutral,1
6,63,9,twenty-five-forty-par-c,Twenty of the cats aren't waiting at home.,Less than twenty of the cats are waiting at home.,neutral,1
6,63,10,twenty-five-forty-par-c,Twenty of the cats aren't waiting at home.,At most twenty four of the cats are waiting at home.,neutral,1
6,63,11,twenty-five-forty-par-c,Twenty of the cats aren't waiting at home.,At least one of the cats is waiting at home.,implicature,3
6,64,1,twenty-five-forty-par-n,Twenty of the seats on the plane are full.,Five of the seats on the plane are empty.,neutral,1
6,64,2,twenty-five-forty-par-n,More than twenty of the seats on the plane are empty.,Twenty of the seats on the plane are full.,neutral,1
6,64,3,twenty-five-forty-par-n,Twenty of the seats on the plane are empty.,Five of the seats on the plane are empty.,neutral,1
6,64,4,twenty-five-forty-par-n,Five of the seats on the plane are full.,Twenty of the seats on the plane are full.,entailment,0
6,64,5,twenty-five-forty-par-n,Five of the seats on the plane are empty.,Twenty of the seats on the plane are empty.,neutral,1
6,64,6,twenty-five-forty-par-n,Twenty of the seats on the plane are full.,Five of the seats on the plane are full.,neutral,1
6,64,7,twenty-five-forty-par-n,Five of the seats on the plane are full.,Twenty of the seats on the plane are empty.,neutral,1
6,64,8,twenty-five-forty-par-n,Twenty of the seats on the plane are empty.,Five of the seats on the plane are full.,neutral,1
6,64,9,twenty-five-forty-par-c,Twenty of the seats on the plane are empty.,Less than twenty of the seats on the plane are full.,neutral,1
6,64,10,twenty-five-forty-par-c,Twenty of the seats on the plane are empty.,At most twenty four of the seats on the plane are full.,neutral,1
6,64,11,twenty-five-forty-par-c,Twenty of the seats on the plane are empty.,At least one of the seats on the plane is full.,implicature,3
6,65,1,twenty-five-forty-par-n,Twenty of the keys are problematic.,Five of the keys aren't problematic.,neutral,1
6,65,2,twenty-five-forty-par-n,More than twenty of the keys aren't problematic.,Twenty of the keys are problematic.,neutral,1
6,65,3,twenty-five-forty-par-n,Twenty of the keys aren't problematic.,Five of the keys aren't problematic.,neutral,1
6,65,4,twenty-five-forty-par-n,Five of the keys are problematic.,Twenty of the keys are problematic.,entailment,0
6,65,5,twenty-five-forty-par-n,Five of the keys aren't problematic.,Twenty of the keys aren't problematic.,neutral,1
6,65,6,twenty-five-forty-par-n,Twenty of the keys are problematic.,Five of the keys are problematic.,neutral,1
6,65,7,twenty-five-forty-par-n,Five of the keys are problematic.,Twenty of the keys aren't problematic.,neutral,1
6,65,8,twenty-five-forty-par-n,Twenty of the keys aren't problematic.,Five of the keys are problematic.,neutral,1
6,65,9,twenty-five-forty-par-c,Twenty of the keys aren't problematic.,Less than twenty of the keys are problematic.,neutral,1
6,65,10,twenty-five-forty-par-c,Twenty of the keys aren't problematic.,At most twenty four of the keys are problematic.,neutral,1
6,65,11,twenty-five-forty-par-c,Twenty of the keys aren't problematic.,At least one of the keys is problematic.,implicature,3
6,66,1,twenty-five-forty-par-n,Twenty of the matches are burnt.,Five of the matches aren't burnt.,neutral,1
6,66,2,twenty-five-forty-par-n,More than twenty of the matches aren't burnt.,Twenty of the matches are burnt.,neutral,1
6,66,3,twenty-five-forty-par-n,Twenty of the matches aren't burnt.,Five of the matches aren't burnt.,neutral,1
6,66,4,twenty-five-forty-par-n,Five of the matches are burnt.,Twenty of the matches are burnt.,entailment,0
6,66,5,twenty-five-forty-par-n,Five of the matches aren't burnt.,Twenty of the matches aren't burnt.,neutral,1
6,66,6,twenty-five-forty-par-n,Twenty of the matches are burnt.,Five of the matches are burnt.,neutral,1
6,66,7,twenty-five-forty-par-n,Five of the matches are burnt.,Twenty of the matches aren't burnt.,neutral,1
6,66,8,twenty-five-forty-par-n,Twenty of the matches aren't burnt.,Five of the matches are burnt.,neutral,1
6,66,9,twenty-five-forty-par-c,Twenty of the matches aren't burnt.,Less than twenty of the matches are burnt.,neutral,1
6,66,10,twenty-five-forty-par-c,Twenty of the matches aren't burnt.,At most twenty four of the matches are burnt.,neutral,1
6,66,11,twenty-five-forty-par-c,Twenty of the matches aren't burnt.,At least one of the matches is burnt.,implicature,3
6,67,1,twenty-five-forty-par-n,Twenty of the napkins are torn.,Five of the napkins aren't torn.,neutral,1
6,67,2,twenty-five-forty-par-n,More than twenty of the napkins aren't torn.,Twenty of the napkins are torn.,neutral,1
6,67,3,twenty-five-forty-par-n,Twenty of the napkins aren't torn.,Five of the napkins aren't torn.,neutral,1
6,67,4,twenty-five-forty-par-n,Five of the napkins are torn.,Twenty of the napkins are torn.,entailment,0
6,67,5,twenty-five-forty-par-n,Five of the napkins aren't torn.,Twenty of the napkins aren't torn.,neutral,1
6,67,6,twenty-five-forty-par-n,Twenty of the napkins are torn.,Five of the napkins are torn.,neutral,1
6,67,7,twenty-five-forty-par-n,Five of the napkins are torn.,Twenty of the napkins aren't torn.,neutral,1
6,67,8,twenty-five-forty-par-n,Twenty of the napkins aren't torn.,Five of the napkins are torn.,neutral,1
6,67,9,twenty-five-forty-par-c,Twenty of the napkins aren't torn.,Less than twenty of the napkins are torn.,neutral,1
6,67,10,twenty-five-forty-par-c,Twenty of the napkins aren't torn.,At most twenty four of the napkins are torn.,neutral,1
6,67,11,twenty-five-forty-par-c,Twenty of the napkins aren't torn.,At least one of the napkins is torn.,implicature,3
6,68,1,twenty-five-forty-par-n,Twenty four of my brother's pencils are broken.,Five of my brother's pencils aren't broken.,neutral,1
6,68,2,twenty-five-forty-par-n,More than twenty four of my brother's pencils aren't broken.,Twenty four of my brother's pencils are broken.,neutral,1
6,68,3,twenty-five-forty-par-n,Twenty four of my brother's pencils aren't broken.,Five of my brother's pencils aren't broken.,neutral,1
6,68,4,twenty-five-forty-par-n,Five of my brother's pencils are broken.,Twenty four of my brother's pencils are broken.,entailment,0
6,68,5,twenty-five-forty-par-n,Five of my brother's pencils aren't broken.,Twenty four of my brother's pencils aren't broken.,neutral,1
6,68,6,twenty-five-forty-par-n,Twenty four of my brother's pencils are broken.,Five of my brother's pencils are broken.,neutral,1
6,68,7,twenty-five-forty-par-n,Five of my brother's pencils are broken.,Twenty four of my brother's pencils aren't broken.,neutral,1
6,68,8,twenty-five-forty-par-n,Twenty four of my brother's pencils aren't broken.,Five of my brother's pencils are broken.,neutral,1
6,68,9,twenty-five-forty-par-c,Twenty four of my brother's pencils aren't broken.,Less than twenty four of my brother's pencils are broken.,neutral,1
6,68,10,twenty-five-forty-par-c,Twenty four of my brother's pencils aren't broken.,At most twenty three of my brother's pencils are broken.,neutral,1
6,68,11,twenty-five-forty-par-c,Twenty four of my brother's pencils aren't broken.,At least one of my brother's pencils is broken.,implicature,3
6,69,1,twenty-five-forty-par-n,Twenty of the pages of the notebook are torn.,Five of the pages of the notebook aren't torn.,neutral,1
6,69,2,twenty-five-forty-par-n,More than twenty of the pages of the notebook aren't torn.,Twenty of the pages of the notebook are torn.,neutral,1
6,69,3,twenty-five-forty-par-n,Twenty of the pages of the notebook aren't torn.,Five of the pages of the notebook aren't torn.,neutral,1
6,69,4,twenty-five-forty-par-n,Five of the pages of the notebook are torn.,Twenty of the pages of the notebook are torn.,entailment,0
6,69,5,twenty-five-forty-par-n,Five of the pages of the notebook aren't torn.,Twenty of the pages of the notebook aren't torn.,neutral,1
6,69,6,twenty-five-forty-par-n,Twenty of the pages of the notebook are torn.,Five of the pages of the notebook are torn.,neutral,1
6,69,7,twenty-five-forty-par-n,Five of the pages of the notebook are torn.,Twenty of the pages of the notebook aren't torn.,neutral,1
6,69,8,twenty-five-forty-par-n,Twenty of the pages of the notebook aren't torn.,Five of the pages of the notebook are torn.,neutral,1
6,69,9,twenty-five-forty-par-c,Twenty of the pages of the notebook aren't torn.,Less than twenty of the pages of the notebook are torn.,neutral,1
6,69,10,twenty-five-forty-par-c,Twenty of the pages of the notebook aren't torn.,At most twenty four of the pages of the notebook are torn.,neutral,1
6,69,11,twenty-five-forty-par-c,Twenty of the pages of the notebook aren't torn.,At least one of the pages of the notebook is torn.,implicature,3
